Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;
UV 1_280;;Conc B;;Injection;;Run Log;;Fraction;;UV 1_280_CUT_TEMP@100,BASEM;;Cond;
ml;mAU;ml;%;ml;Injection;ml;Logbook;ml;Fraction;ml;mAU;ml;mS/cm
-24.728256;6.332525;-22.88266;0;;;;;;;0.461378;0.00824;-24.728256;0.012801
-24.720016;6.097175;-22.841463;0;;;;;;;0.469618;0.008335;-24.720016;0.01279
-24.711777;5.877845;-22.800268;0;;;;;;;0.477858;0.00843;-24.711777;0.012757
-24.703539;5.688329;-22.759071;0;;;;;;;0.486095;0.008525;-24.703539;0.012745
-24.695299;5.515261;-22.717876;0;;;;;;;0.494335;0.00862;-24.695299;0.012726
-24.687061;5.356946;-22.67668;0;;;;;;;0.502573;0.008724;-24.687061;0.012705
-24.678822;5.217063;-22.635483;0;;;;;;;0.510813;0.008828;-24.678822;0.012688
-24.670584;5.097852;-22.594288;0;;;;;;;0.519051;0.008932;-24.670584;0.012674
-24.662344;4.99392;-22.553091;0;;;;;;;0.52729;0.009036;-24.662344;0.012682
-24.654106;4.906826;-22.511896;0;;;;;;;0.535528;0.00914;-24.654106;0.012706
-24.645866;4.828024;-22.470699;0;;;;;;;0.543768;0.009244;-24.645866;0.012704
-24.637627;4.762241;-22.429504;0;;;;;;;0.552008;0.009348;-24.637627;0.012678
-24.629389;4.705773;-22.388308;0;;;;;;;0.560246;0.009453;-24.629389;0.012715
-24.621149;4.654109;-22.347111;0;;;;;;;0.568485;0.009557;-24.621149;0.012719
-24.612911;4.618952;-22.305916;0;;;;;;;0.576723;0.009661;-24.612911;0.012706
-24.604671;4.589642;-22.264719;0;;;;;;;0.584963;0.009754;-24.604671;0.012726
-24.596434;4.564311;-22.223524;0;;;;;;;0.593201;0.009848;-24.596434;0.012729
-24.588194;4.544711;-22.182327;0;;;;;;;0.60144;0.009942;-24.588194;0.012734
-24.579956;4.530709;-22.141132;0;;;;;;;0.609678;0.010035;-24.579956;0.012706
-24.571716;4.52327;-22.099936;0;;;;;;;0.617918;0.010129;-24.571716;0.012678
-24.563477;4.522121;-22.058739;0;;;;;;;0.626158;0.010222;-24.563477;0.01267
-24.555239;4.525823;-22.017544;0;;;;;;;0.634396;0.010316;-24.555239;0.012702
-24.546999;4.530401;-21.976347;0;;;;;;;0.642635;0.010409;-24.546999;0.012668
-24.538761;4.53293;-21.935152;0;;;;;;;0.650873;0.010503;-24.538761;0.012672
-24.530521;4.537895;-21.893955;0;;;;;;;0.659113;0.010597;-24.530521;0.012654
-24.522284;4.550948;-21.85276;0;;;;;;;0.667351;0.010696;-24.522284;0.012653
-24.514044;4.56615;-21.811563;0;;;;;;;0.675591;0.010796;-24.514044;0.012685
-24.505804;4.585493;-21.770369;0;;;;;;;0.68383;0.010896;-24.505804;0.012695
-24.497566;4.608923;-21.729172;0;;;;;;;0.692068;0.010996;-24.497566;0.012723
-24.489326;4.634181;-21.687977;0;;;;;;;0.700308;0.011096;-24.489326;0.012777
-24.481089;4.657259;-21.64678;0;;;;;;;0.708546;0.011195;-24.481089;0.012828
