Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;
UV 1_280;;Conc B;;Run Log;;Fraction;;UV 1_280_CUT_TEMP@100,BASEM;;Cond;
ml;mAU;ml;%;ml;Logbook;ml;Fraction;ml;mAU;ml;mS/cm
47.584278;9.948054;;;;;;;47.584278;-13.618849;95.172615;22.771463
47.592564;9.948503;;;;;;;47.592564;-13.618849;95.189186;22.77532
47.600849;9.948852;;;;;;;47.600849;-13.618849;95.205757;22.7792
47.609135;9.948594;;;;;;;47.609135;-13.618849;95.222328;22.78314
47.617424;9.947388;;;;;;;47.617424;-13.618849;95.238899;22.786966
47.62571;9.946192;;;;;;;47.62571;-13.618849;95.25547;22.7906
47.633995;9.946196;;;;;;;47.633995;-13.618849;95.272049;22.794214
47.642281;9.946748;;;;;;;47.642281;-13.618849;95.28862;22.797682
47.650566;9.948632;;;;;;;47.650566;-13.618849;95.305191;22.800951
47.658852;9.949564;;;;;;;47.658852;-13.618849;95.321762;22.804102
47.667137;9.949835;;;;;;;47.667137;-13.618849;95.338333;22.807386
47.675423;9.950337;;;;;;;47.675423;-13.618849;95.354904;22.810671
47.683708;9.951214;;;;;;;47.683708;-13.618849;95.371475;22.813971
47.691994;9.952504;;;;;;;47.691994;-13.618849;95.388046;22.817402
47.700279;9.954594;;;;;;;47.700279;-13.618849;95.404617;22.8209
47.708565;9.95531;;;;;;;47.708565;-13.618849;95.421196;22.824434
47.71685;9.955526;;;;;;;47.71685;-13.618849;95.437767;22.82799
47.725136;9.957277;;;;;;;47.725136;-13.618849;95.454338;22.831486
47.733421;9.958527;;;;;;;47.733421;-13.618959;95.470909;22.834879
47.741707;9.95964;;;;;;;47.741707;-13.619069;95.48748;22.838339
47.749992;9.961726;;;;;;;47.749992;-13.61918;95.504051;22.84182
47.758278;9.962354;;;;;;;47.758278;-13.61929;95.520622;22.845293
47.766563;9.962905;;;;;;;47.766563;-13.6194;95.537193;22.848846
47.774849;9.963554;;;;;;;47.774849;-13.619511;95.553764;22.852413
47.783134;9.964385;;;;;;;47.783134;-13.619621;95.570343;22.85598
47.79142;9.964336;;;;;;;47.79142;-13.619732;95.586914;22.859493
47.799706;9.964351;;;;;;;47.799706;-13.619842;95.603485;22.863167
47.807991;9.96504;;;;;;;47.807991;-13.619952;95.620056;22.866812
47.816277;9.965243;;;;;;;47.816277;-13.619952;95.636627;22.870491
47.824562;9.966378;;;;;;;47.824562;-13.619952;95.653198;22.874191
47.832848;9.967748;;;;;;;47.832848;-13.619952;95.669769;22.878017
47.841133;9.969542;;;;;;;47.841133;-13.619952;95.68634;22.881861
47.849419;9.970497;;;;;;;47.849419;-13.619952;95.702919;22.885849
47.857704;9.969639;;;;;;;47.857704;-13.619952;95.71949;22.889711
47.86599;9.971608;;;;;;;47.86599;-13.619952;95.736061;22.893461
47.874275;9.971582;;;;;;;47.874275;-13.619952;95.752632;22.897312
47.882561;9.971886;;;;;;;47.882561;-13.619952;95.769203;22.901175
47.890846;9.973228;;;;;;;47.890846;-13.619952;95.785774;22.905106
47.899132;9.975477;;;;;;;47.899132;-13.619952;95.802345;22.909204
47.907417;9.975739;;;;;;;47.907417;-13.619952;95.818916;22.913233
47.915703;9.977717;;;;;;;47.915703;-13.619952;95.835487;22.917315
47.923988;9.977571;;;;;;;47.923988;-13.619952;95.852066;22.921343
47.932274;9.975725;;;;;;;47.932274;-13.619952;95.868637;22.925333
47.940559;9.973834;;;;;;;47.940559;-13.619952;95.885208;22.929354
47.948845;9.973057;;;;;;;47.948845;-13.619952;95.901779;22.933317
47.95713;9.972818;;;;;;;47.95713;-13.619952;95.91835;22.937328
47.96542;9.973667;;;;;;;47.96542;-13.619952;95.934921;22.941471
47.973705;9.973444;;;;;;;47.973705;-13.619952;95.951492;22.945499
47.981991;9.972878;;;;;;;47.981991;-13.619952;95.968063;22.949423
47.990276;9.972047;;;;;;;47.990276;-13.619952;95.984642;22.953321
47.998562;9.973651;;;;;;;47.998562;-13.619952;96.001213;22.957216
48.006847;9.974079;;;;;;;48.006847;-13.619952;96.017784;22.960949
48.015133;9.973925;;;;;;;48.015133;-13.619952;96.034355;22.964752
48.023418;9.974147;;;;;;;48.023418;-13.619952;96.050926;22.968462
48.031704;9.974678;;;;;;;48.031704;-13.619952;96.067497;22.972273
48.039989;9.975016;;;;;;;48.039989;-13.619952;96.084068;22.976046
48.048275;9.974185;;;;;;;48.048275;-13.619952;96.100639;22.980009
48.056561;9.973961;;;;;;;48.056561;-13.619952;96.11721;22.983932
48.064846;9.974429;;;;;;;48.064846;-13.620064;96.133789;22.987984
48.073132;9.97335;;;;;;;48.073132;-13.620174;96.15036;22.991983
48.081417;9.974016;;;;;;;48.081417;-13.620286;96.166931;22.995886
48.089703;9.974505;;;;;;;48.089703;-13.620398;96.183502;22.999777
48.097988;9.974428;;;;;;;48.097988;-13.620508;96.200073;23.003725
48.106274;9.972255;;;;;;;48.106274;-13.62062;96.216644;23.00766
48.114559;9.97182;;;;;;;48.114559;-13.620731;96.233215;23.011417
48.122845;9.971395;;;;;;;48.122845;-13.620843;96.249786;23.015457
48.13113;9.972343;;;;;;;48.13113;-13.620954;96.266357;23.019463
48.139416;9.974338;;;;;;;48.139416;-13.621065;96.282936;23.023376
48.147701;9.976398;;;;;;;48.147701;-13.621065;96.299507;23.027166
48.155987;9.977937;;;;;;;48.155987;-13.621065;96.316078;23.030905
48.164272;9.978682;;;;;;;48.164272;-13.621065;96.332649;23.034792
48.172558;9.97823;;;;;;;48.172558;-13.621065;96.34922;23.038559
48.180843;9.979221;;;;;;;48.180843;-13.621065;96.365791;23.0425
48.189129;9.978584;;;;;;;48.189129;-13.621065;96.382362;23.046436
48.197414;9.978433;;;;;;;48.197414;-13.621065;96.398933;23.050283
48.2057;9.978095;;;;;;;48.2057;-13.621065;96.415512;23.05398
48.213985;9.978676;;;;;;;48.213985;-13.621065;96.432083;23.05777
48.222271;9.979835;;;;;;;48.222271;-13.621065;96.448654;23.06148
48.230556;9.981017;;;;;;;48.230556;-13.621065;96.465225;23.065233
48.238842;sep.19;;;;;;;48.238842;-13.621065;96.481796;23.068819
48.247128;9.981472;;;;;;;48.247128;-13.621065;96.498367;23.072407
48.255413;9.982657;;;;;;;48.255413;-13.621065;96.514938;23.076054
48.263699;9.982753;;;;;;;48.263699;-13.621065;96.531509;23.079924
48.271984;9.982801;;;;;;;48.271984;-13.621065;96.54808;23.08378
48.28027;9.981856;;;;;;;48.28027;-13.621065;96.564659;23.087713
48.288555;9.981316;;;;;;;48.288555;-13.621065;96.58123;23.091705
48.296841;9.981716;;;;;;;48.296841;-13.621065;96.597801;23.095634
48.305126;9.981492;;;;;;;48.305126;-13.621065;96.614372;23.099501
48.313416;9.981798;;;;;;;48.313416;-13.621065;96.630943;23.103277
48.321701;9.981618;;;;;;;48.321701;-13.621065;96.647514;23.106857
48.329987;9.980368;;;;;;;48.329987;-13.621065;96.664085;23.11046
48.338272;9.980432;;;;;;;48.338272;-13.621065;96.680656;23.114037
48.346558;9.980727;;;;;;;48.346558;-13.621065;96.697235;23.117552
48.354843;9.981169;;;;;;;48.354843;-13.621065;96.713806;23.121214
48.363129;9.981695;;;;;;;48.363129;-13.621065;96.730377;23.125021
48.371414;9.981369;;;;;;;48.371414;-13.621065;96.746948;23.128828
48.3797;9.98226;;;;;;;48.3797;-13.621065;96.763519;23.132555
48.387985;9.982677;;;;;;;48.387985;-13.621065;96.78009;23.1362
48.396271;9.983819;;;;;;;48.396271;-13.621178;96.796661;23.139763
48.404556;9.985373;;;;;;;48.404556;-13.62129;96.813232;23.143299
48.412842;9.986529;;;;;;;48.412842;-13.621402;96.829803;23.146698
48.421127;9.985235;;;;;;;48.421127;-13.621514;96.846382;23.150099
48.429413;9.98455;;;;;;;48.429413;-13.621627;96.862953;23.153681
48.437698;9.983436;;;;;;;48.437698;-13.621739;96.879524;23.157402
48.445984;9.982779;;;;;;;48.445984;-13.621852;96.896095;23.161247
48.454269;9.982613;;;;;;;48.454269;-13.621964;96.912666;23.165144
48.462555;9.981791;;;;;;;48.462555;-13.622076;96.929237;23.169086
48.47084;9.981283;;;;;;;48.47084;-13.622189;96.945808;23.172991
48.479126;9.981688;;;;;;;48.479126;-13.622189;96.962379;23.176895
48.487411;9.982852;;;;;;;48.487411;-13.622189;96.978951;23.180712
48.495697;9.983387;;;;;;;48.495697;-13.622189;96.995529;23.18445
48.503983;9.982962;;;;;;;48.503983;-13.622189;97.0121;23.188097
48.512268;9.982699;;;;;;;48.512268;-13.622189;97.028671;23.191671
48.520554;9.982858;;;;;;;48.520554;-13.622189;97.045242;23.195084
48.528839;9.983342;;;;;;;48.528839;-13.622189;97.061813;23.198509
48.537125;9.983907;;;;;;;48.537125;-13.622189;97.078384;23.20188
48.54541;9.983983;;;;;;;48.54541;-13.622189;97.094955;23.205278
48.553696;9.983556;;;;;;;48.553696;-13.622189;97.111526;23.208626
48.561981;9.983492;;;;;;;48.561981;-13.622189;97.128105;23.212238
48.570267;9.984072;;;;;;;48.570267;-13.622189;97.144676;23.215933
48.578552;9.985277;;;;;;;48.578552;-13.622189;97.161247;23.219645
48.586838;9.986433;;;;;;;48.586838;-13.622189;97.177818;23.223392
48.595123;9.98822;;;;;;;48.595123;-13.622189;97.194389;23.227211
48.603409;9.989538;;;;;;;48.603409;-13.622189;97.21096;23.230835
48.611694;9.989986;;;;;;;48.611694;-13.622189;97.227531;23.234377
48.61998;9.990019;;;;;;;48.61998;-13.622189;97.244102;23.237896
48.628265;9.991145;;;;;;;48.628265;-13.622189;97.260674;23.241365
48.636551;9.990448;;;;;;;48.636551;-13.622189;97.277252;23.244909
48.644836;9.990207;;;;;;;48.644836;-13.622189;97.293823;23.248581
48.653122;9.991654;;;;;;;48.653122;-13.622189;97.310394;23.252283
48.661411;9.992853;;;;;;;48.661411;-13.622189;97.326965;23.255823
48.669697;9.994326;;;;;;;48.669697;-13.622189;97.343536;23.259315
48.677982;9.996229;;;;;;;48.677982;-13.622189;97.360107;23.262821
48.686268;9.997703;;;;;;;48.686268;-13.622189;97.376678;23.266335
48.694553;9.998261;;;;;;;48.694553;-13.622189;97.39325;23.26985
48.702839;9.998111;;;;;;;48.702839;-13.622189;97.409828;23.273373
48.711124;9.998256;;;;;;;48.711124;-13.622189;97.426399;23.276873
48.71941;9.998285;;;;;;;48.71941;-13.622189;97.44297;23.280327
48.727695;9.997946;;;;;;;48.727695;-13.622302;97.459541;23.283838
48.735981;9.998586;;;;;;;48.735981;-13.622416;97.476112;23.287426
48.744267;9.999439;;;;;;;48.744267;-13.622529;97.492683;23.291103
48.752552;9.999017;;;;;;;48.752552;-13.622643;97.509254;23.294876
48.760838;9.998006;;;;;;;48.760838;-13.622755;97.525826;23.298721
48.769123;9.997089;;;;;;;48.769123;-13.622869;97.542397;23.302532
48.777409;9.995905;;;;;;;48.777409;-13.622982;97.558975;23.30633
48.785694;9.994759;;;;;;;48.785694;-13.623096;97.575546;23.310061
48.79398;9.992652;;;;;;;48.79398;-13.623209;97.592117;23.313694
48.802265;9.99039;;;;;;;48.802265;-13.623322;97.608688;23.317278
48.810551;9.988849;;;;;;;48.810551;-13.623322;97.625259;23.320736
48.818836;9.987556;;;;;;;48.818836;-13.623322;97.64183;23.324125
48.827122;9.986372;;;;;;;48.827122;-13.623322;97.658401;23.327587
48.835407;9.984715;;;;;;;48.835407;-13.623322;97.674973;23.330984
48.843693;9.984701;;;;;;;48.843693;-13.623322;97.691551;23.334324
48.851978;9.985356;;;;;;;48.851978;-13.623322;97.708122;23.337749
48.860264;9.983683;;;;;;;48.860264;-13.623322;97.724693;23.341372
48.868549;9.981956;;;;;;;48.868549;-13.623322;97.741264;23.345049
48.876835;9.981121;;;;;;;48.876835;-13.623322;97.757835;23.348722
48.88512;9.981048;;;;;;;48.88512;-13.623322;97.774406;23.352413
48.893406;9.980696;;;;;;;48.893406;-13.623322;97.790977;23.356184
48.901691;9.979615;;;;;;;48.901691;-13.623322;97.807549;23.35997
48.909977;9.980233;;;;;;;48.909977;-13.623322;97.82412;23.363617
48.918262;9.981384;;;;;;;48.918262;-13.623322;97.840698;23.367149
48.926548;9.981812;;;;;;;48.926548;-13.623322;97.857269;23.370731
48.934834;9.982758;;;;;;;48.934834;-13.623322;97.87384;23.374344
48.943119;9.982888;;;;;;;48.943119;-13.623322;97.890411;23.377796
48.951405;9.981598;;;;;;;48.951405;-13.623322;97.906982;23.381226
48.95969;9.981321;;;;;;;48.95969;-13.623322;97.923553;23.384764
48.967976;9.981724;;;;;;;48.967976;-13.623322;97.940125;23.3883
48.976261;9.981524;;;;;;;48.976261;-13.623322;97.956696;23.391878
48.984547;9.981162;;;;;;;48.984547;-13.623322;97.973267;23.395546
48.992832;9.981182;;;;;;;48.992832;-13.623322;97.989845;23.399282
49.001118;9.98251;;;;;;;49.001118;-13.623322;98.006416;23.402998
49.009407;9.983931;;;;;;;49.009407;-13.623322;98.022987;23.406641
49.017693;9.983418;;;;;;;49.017693;-13.623322;98.039558;23.410219
49.025978;9.982585;;;;;;;49.025978;-13.623322;98.056129;23.413786
49.034264;9.982064;;;;;;;49.034264;-13.623322;98.072701;23.417524
49.042549;9.982194;;;;;;;49.042549;-13.623322;98.089272;23.421415
49.050835;9.981947;;;;;;;49.050835;-13.623322;98.105843;23.425468
49.05912;9.980979;;;;;;;49.05912;-13.623437;98.122421;23.429543
49.067406;9.98122;;;;;;;49.067406;-13.623551;98.138992;23.433603
49.075691;9.981734;;;;;;;49.075691;-13.623666;98.155563;23.43758
49.083977;9.98152;;;;;;;49.083977;-13.62378;98.172134;23.441561
49.092262;9.980615;;;;;;;49.092262;-13.623894;98.188705;23.445469
49.100548;9.979373;;;;;;;49.100548;-13.624008;98.205276;23.449238
49.108833;9.979606;;;;;;;49.108833;-13.624123;98.221848;23.452894
49.117119;9.979813;;;;;;;49.117119;-13.624237;98.238419;23.456469
49.125404;9.980291;;;;;;;49.125404;-13.624352;98.25499;23.460096
49.13369;9.980651;;;;;;;49.13369;-13.624466;98.271568;23.463758
49.141975;9.980391;;;;;;;49.141975;-13.624466;98.288139;23.467497
49.150261;9.97999;;;;;;;49.150261;-13.624466;98.30471;23.471392
49.158546;9.980395;;;;;;;49.158546;-13.624466;98.321281;23.475353
49.166832;9.980611;;;;;;;49.166832;-13.624466;98.337852;23.479298
49.175117;9.980597;;;;;;;49.175117;-13.624466;98.354424;23.483208
49.183403;9.981435;;;;;;;49.183403;-13.624466;98.370995;23.487146
49.191689;9.982618;;;;;;;49.191689;-13.624466;98.387566;23.491131
49.199974;9.983031;;;;;;;49.199974;-13.624466;98.404144;23.495085
49.20826;9.981932;;;;;;;49.20826;-13.624466;98.420715;23.498989
49.216545;9.97954;;;;;;;49.216545;-13.624466;98.437286;23.503078
49.224831;9.97767;;;;;;;49.224831;-13.624466;98.453857;23.507391
49.233116;9.977021;;;;;;;49.233116;-13.624466;98.470428;23.511745
49.241402;9.97619;;;;;;;49.241402;-13.624466;98.487;23.516151
49.249687;9.975545;;;;;;;49.249687;-13.624466;98.503571;23.520664
49.257973;9.975807;;;;;;;49.257973;-13.624466;98.520142;23.524948
49.266258;9.975764;;;;;;;49.266258;-13.624466;98.536713;23.529272
49.274544;9.975832;;;;;;;49.274544;-13.624466;98.553291;23.533646
49.282829;9.976359;;;;;;;49.282829;-13.624466;98.569862;23.538092
49.291115;9.97649;;;;;;;49.291115;-13.624466;98.586433;23.542469
49.2994;9.97649;;;;;;;49.2994;-13.624466;98.603004;23.546846
49.307686;9.977301;;;;;;;49.307686;-13.624466;98.619576;23.551165
49.315971;9.978225;;;;;;;49.315971;-13.624466;98.636147;23.555408
49.324257;9.978951;;;;;;;49.324257;-13.624466;98.652718;23.559486
49.332542;9.978354;;;;;;;49.332542;-13.624466;98.669289;23.563478
49.340828;9.977846;;;;;;;49.340828;-13.624466;98.68586;23.566948
49.349117;9.977579;;;;;;;49.349117;-13.624466;98.702438;23.57037
49.357403;9.976446;;;;;;;49.357403;-13.624466;98.719009;23.573883
49.365688;9.975459;;;;;;;49.365688;-13.624466;98.73558;23.577551
49.373974;9.974224;;;;;;;49.373974;-13.624466;98.752151;23.581173
49.382259;9.972606;;;;;;;49.382259;-13.624466;98.768723;23.584841
49.390545;9.970829;;;;;;;49.390545;-13.624581;98.785294;23.588377
49.39883;9.968721;;;;;;;49.39883;-13.624697;98.801865;23.59189
49.407116;9.966362;;;;;;;49.407116;-13.624812;98.818436;23.595352
49.415401;9.964417;;;;;;;49.415401;-13.624928;98.835014;23.598614
49.423687;9.964285;;;;;;;49.423687;-13.625042;98.851585;23.601906
49.431973;9.965008;;;;;;;49.431973;-13.625157;98.868156;23.605444
49.440258;9.965817;;;;;;;49.440258;-13.625273;98.884727;23.608829
49.448544;9.968146;;;;;;;49.448544;-13.625388;98.901299;23.612112
49.456829;9.970663;;;;;;;49.456829;-13.625504;98.91787;23.615456
49.465115;9.970827;;;;;;;49.465115;-13.625619;98.934441;23.618834
49.4734;9.970005;;;;;;;49.4734;-13.625619;98.951012;23.622154
49.481686;9.969467;;;;;;;49.481686;-13.625619;98.967583;23.625607
49.489971;9.967346;;;;;;;49.489971;-13.625619;98.984161;23.629133
49.498257;9.96586;;;;;;;49.498257;-13.625619;99.000732;23.632814
49.506542;9.964285;;;;;;;49.506542;-13.625619;99.017303;23.636398
49.514828;9.962543;;;;;;;49.514828;-13.625619;99.033875;23.640049
49.523113;9.961226;;;;;;;49.523113;-13.625619;99.050446;23.643568
49.531399;9.958133;;;;;;;49.531399;-13.625619;99.067017;23.647038
49.539684;9.955832;;;;;;;49.539684;-13.625619;99.083588;23.650513
49.54797;9.95474;;;;;;;49.54797;-13.625619;99.100159;23.653988
49.556255;9.95383;;;;;;;49.556255;-13.625619;99.116737;23.65753
49.564541;9.954858;;;;;;;49.564541;-13.625619;99.133308;23.661245
49.572826;9.954823;;;;;;;49.572826;-13.625619;99.149879;23.665054
49.581112;9.954754;;;;;;;49.581112;-13.625619;99.166451;23.668655
49.589397;9.954791;;;;;;;49.589397;-13.625619;99.183022;23.671989
49.597683;9.95451;;;;;;;49.597683;-13.625619;99.199593;23.67548
49.605968;9.953939;;;;;;;49.605968;-13.625619;99.216164;23.678782
49.614254;9.952998;;;;;;;49.614254;-13.625619;99.232735;23.682123
49.62254;9.952548;;;;;;;49.62254;-13.625619;99.249306;23.685686
49.630825;9.952182;;;;;;;49.630825;-13.625619;99.265884;23.689375
49.639111;9.951437;;;;;;;49.639111;-13.625619;99.282455;23.693062
49.647396;9.950578;;;;;;;49.647396;-13.625619;99.299026;23.696806
49.655682;9.949364;;;;;;;49.655682;-13.625619;99.315598;23.700485
49.663967;9.946419;;;;;;;49.663967;-13.625619;99.332169;23.704327
49.672253;9.946109;;;;;;;49.672253;-13.625619;99.34874;23.708244
49.680538;9.947303;;;;;;;49.680538;-13.625619;99.365311;23.712261
49.688824;9.948503;;;;;;;49.688824;-13.625619;99.381882;23.71632
49.697113;9.948026;;;;;;;49.697113;-13.625619;99.398453;23.720495
49.705399;9.948524;;;;;;;49.705399;-13.625619;99.415031;23.724758
49.713684;9.947766;;;;;;;49.713684;-13.625619;99.431602;23.729198
49.72197;9.947431;;;;;;;49.72197;-13.625735;99.448174;23.733805
49.730255;9.946038;;;;;;;49.730255;-13.625852;99.464745;23.738426
49.738541;9.946388;;;;;;;49.738541;-13.625967;99.481316;23.742765
49.746826;9.947107;;;;;;;49.746826;-13.626083;99.497887;23.747177
49.755112;9.946198;;;;;;;49.755112;-13.6262;99.514458;23.751661
49.763397;9.945806;;;;;;;49.763397;-13.626316;99.531029;23.756147
49.771683;9.944294;;;;;;;49.771683;-13.626432;99.547607;23.760422
49.779968;9.943381;;;;;;;49.779968;-13.626548;99.564178;23.764578
49.788254;9.94333;;;;;;;49.788254;-13.626664;99.58075;23.768791
49.796539;9.943567;;;;;;;49.796539;-13.626781;99.597321;23.772923
49.804825;9.944993;;;;;;;49.804825;-13.626781;99.613892;23.776957
49.81311;9.946262;;;;;;;49.81311;-13.626781;99.630463;23.780989
49.821396;9.94733;;;;;;;49.821396;-13.626781;99.647034;23.784822
49.829681;9.948452;;;;;;;49.829681;-13.626781;99.663605;23.788898
49.837967;9.948445;;;;;;;49.837967;-13.626781;99.680176;23.792772
49.846252;9.947631;;;;;;;49.846252;-13.626781;99.696754;23.796658
49.854538;9.947281;;;;;;;49.854538;-13.626781;99.713326;23.800531
49.862823;9.945284;;;;;;;49.862823;-13.626781;99.729897;23.804413
49.871109;9.944613;;;;;;;49.871109;-13.626781;99.746468;23.808125
49.879395;9.943013;;;;;;;49.879395;-13.626781;99.763039;23.811834
49.88768;9.940977;;;;;;;49.88768;-13.626781;99.77961;23.81551
49.895966;9.940104;;;;;;;49.895966;-13.626781;99.796181;23.819286
49.904251;9.940652;;;;;;;49.904251;-13.626781;99.812752;23.823004
49.912537;9.940652;;;;;;;49.912537;-13.626781;99.82933;23.826817
49.920822;9.941651;;;;;;;49.920822;-13.626781;99.845901;23.830542
49.929108;9.941866;;;;;;;49.929108;-13.626781;99.862473;23.834408
49.937393;9.941583;;;;;;;49.937393;-13.626781;99.879044;23.838049
49.945679;9.940688;;;;;;;49.945679;-13.626781;99.895615;23.841696
49.953964;9.939073;;;;;;;49.953964;-13.626781;99.912186;23.84523
49.96225;9.937867;;;;;;;49.96225;-13.626781;99.928757;23.848722
49.970535;9.936807;;;;;;;49.970535;-13.626781;99.945328;23.852076
49.978821;9.935945;;;;;;;49.978821;-13.626781;99.961899;23.855473
49.987106;9.935637;;;;;;;49.987106;-13.626781;99.978477;23.858805
49.995392;9.934598;;;;;;;49.995392;-13.626781;99.995049;23.862398
50.003677;9.932787;;;;;;;50.003677;-13.626781;100.01162;23.865761
50.011963;9.931016;;;;;;;50.011963;-13.626781;100.028191;23.86927
50.020248;9.929224;;;;;;;50.020248;-13.626781;100.044762;23.872717
50.028534;9.927971;;;;;;;50.028534;-13.626781;100.061333;23.876152
50.036819;9.926004;;;;;;;50.036819;-13.626781;100.077904;23.87962
50.045109;9.925126;;;;;;;50.045109;-13.626781;100.094475;23.883156
50.053394;9.924995;;;;;;;50.053394;-13.626898;100.111053;23.886724
50.06168;9.924314;;;;;;;50.06168;-13.627015;100.127625;23.89027
50.069965;9.924345;;;;;;;50.069965;-13.627132;100.144196;23.893677
50.078251;9.924503;;;;;;;50.078251;-13.62725;100.160767;23.897093
50.086536;9.923712;;;;;;;50.086536;-13.627367;100.177338;23.900682
50.094822;9.92314;;;;;;;50.094822;-13.627483;100.193909;23.904312
50.103107;9.921868;;;;;;;50.103107;-13.627601;100.21048;23.907917
50.111393;9.91945;;;;;;;50.111393;-13.627718;100.227051;23.911682
50.119678;9.917961;;;;;;;50.119678;-13.627835;100.243622;23.915438
50.127964;9.916249;;;;;;;50.127964;-13.627953;100.260201;23.919237
50.13625;9.914626;;;;;;;50.13625;-13.627953;100.276772;23.922956
50.144535;9.913097;;;;;;;50.144535;-13.627953;100.293343;23.926733
50.152821;9.911636;;;;;;;50.152821;-13.627953;100.309914;23.930756
50.161106;9.911653;;;;;;;50.161106;-13.627953;100.326485;23.934685
50.169392;9.911364;;;;;;;50.169392;-13.627953;100.343056;23.938581
50.177677;9.911017;;;;;;;50.177677;-13.627953;100.359627;23.942551
50.185963;9.91075;;;;;;;50.185963;-13.627953;100.376198;23.946377
50.194248;9.909858;;;;;;;50.194248;-13.627953;100.392769;23.950058
50.202534;9.909048;;;;;;;50.202534;-13.627953;100.409348;23.953468
50.210819;9.908984;;;;;;;50.210819;-13.627953;100.425919;23.956898
50.219105;9.907618;;;;;;;50.219105;-13.627953;100.44249;23.960457
50.22739;9.906896;;;;;;;50.22739;-13.627953;100.459061;23.964201
50.235676;9.907248;;;;;;;50.235676;-13.627953;100.475632;23.967955
50.243961;9.908008;;;;;;;50.243961;-13.627953;100.492203;23.971901
50.252247;9.907941;;;;;;;50.252247;-13.627953;100.508774;23.97595
50.260532;9.907759;;;;;;;50.260532;-13.627953;100.525345;23.979862
50.268818;9.908236;;;;;;;50.268818;-13.627953;100.541924;23.983624
50.277103;9.907667;;;;;;;50.277103;-13.627953;100.558495;23.987284
50.285389;9.905602;;;;;;;50.285389;-13.627953;100.575066;23.991032
50.293674;9.904876;;;;;;;50.293674;-13.627953;100.591637;23.994963
50.30196;9.904225;;;;;;;50.30196;-13.627953;100.608208;23.998676
50.310246;9.902884;;;;;;;50.310246;-13.627953;100.624779;24.002312
50.318531;9.902787;;;;;;;50.318531;-13.627953;100.64135;24.005919
50.326817;9.90221;;;;;;;50.326817;-13.627953;100.657921;24.009521
50.335102;9.900929;;;;;;;50.335102;-13.627953;100.674492;24.012938
50.343388;9.899677;;;;;;;50.343388;-13.627953;100.691071;24.016184
50.351673;9.899331;;;;;;;50.351673;-13.627953;100.707642;24.019369
50.359959;9.89961;;;;;;;50.359959;-13.627953;100.724213;24.022577
50.368244;9.898667;;;;;;;50.368244;-13.627953;100.740784;24.025732
50.37653;9.898112;;;;;;;50.37653;-13.627953;100.757355;24.028891
50.384815;9.897653;;;;;;;50.384815;-13.628071;100.773926;24.032194
50.393105;9.896633;;;;;;;50.393105;-13.628188;100.790497;24.035603
50.40139;9.896441;;;;;;;50.40139;-13.628306;100.807068;24.039032
50.409676;9.897183;;;;;;;50.409676;-13.628425;100.823647;24.042528
50.417961;9.897385;;;;;;;50.417961;-13.628542;100.840218;24.046087
50.426247;9.896784;;;;;;;50.426247;-13.62866;100.856789;24.049747
50.434532;9.895316;;;;;;;50.434532;-13.628778;100.87336;24.053425
50.442818;9.893762;;;;;;;50.442818;-13.628897;100.889931;24.05714
50.451103;9.89223;;;;;;;50.451103;-13.629014;100.906502;24.060863
50.459389;sep.01;;;;;;;50.459389;-13.629132;100.923073;24.064539
50.467674;9.888314;;;;;;;50.467674;-13.629132;100.939644;24.068153
50.47596;9.886134;;;;;;;50.47596;-13.629132;100.956215;24.071795
50.484245;9.884214;;;;;;;50.484245;-13.629132;100.972794;24.075573
50.492531;9.883696;;;;;;;50.492531;-13.629132;100.989365;24.079472
50.500816;9.882319;;;;;;;50.500816;-13.629132;101.005936;24.083431
50.509102;9.881356;;;;;;;50.509102;-13.629132;101.022507;24.087564
50.517387;9.881743;;;;;;;50.517387;-13.629132;101.039078;24.091837
50.525673;9.881209;;;;;;;50.525673;-13.629132;101.055649;24.096062
50.533958;9.88016;;;;;;;50.533958;-13.629132;101.07222;24.10013
50.542244;9.87926;;;;;;;50.542244;-13.629132;101.088791;24.103979
50.550529;9.878466;;;;;;;50.550529;-13.629132;101.105362;24.107748
50.558815;9.87692;;;;;;;50.558815;-13.629132;101.121941;24.111471
50.567101;9.875266;;;;;;;50.567101;-13.629132;101.138512;24.115053
50.575386;9.874231;;;;;;;50.575386;-13.629132;101.155083;24.11858
50.583672;9.872705;;;;;;;50.583672;-13.629132;101.171654;24.122137
50.591957;9.871675;;;;;;;50.591957;-13.629132;101.188225;24.125732
50.600243;9.871481;;;;;;;50.600243;-13.629132;101.204796;24.129425
50.608528;9.870903;;;;;;;50.608528;-13.629132;101.221367;24.133152
50.616814;9.869643;;;;;;;50.616814;-13.629132;101.237938;24.136868
50.625099;9.868587;;;;;;;50.625099;-13.629132;101.254517;24.140629
50.633385;9.869171;;;;;;;50.633385;-13.629132;101.271088;24.144403
50.64167;9.869272;;;;;;;50.64167;-13.629132;101.287659;24.148188
50.649956;9.86833;;;;;;;50.649956;-13.629132;101.30423;24.151934
50.658241;9.866938;;;;;;;50.658241;-13.629132;101.320801;24.155607
50.666527;9.866241;;;;;;;50.666527;-13.629132;101.337372;24.159267
50.674812;9.865515;;;;;;;50.674812;-13.629132;101.353943;24.162998
