Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;
UV 1_280;;Conc B;;Run Log;;Fraction;;UV 1_280_CUT_TEMP@100,BASEM;;Cond;
ml;mAU;ml;%;ml;Logbook;ml;Fraction;ml;mAU;ml;mS/cm
82.814713;4.670178;;;;;;;82.814713;-13.830723;165.636475;38.211285
82.822998;4.669111;;;;;;;82.822998;-13.831112;165.653046;38.214905
82.831284;4.667903;;;;;;;82.831284;-13.831501;165.669617;38.218586
82.839569;4.665622;;;;;;;82.839569;-13.831889;165.686188;38.222183
82.847855;4.664586;;;;;;;82.847855;-13.832277;165.702759;38.225693
82.85614;4.663189;;;;;;;82.85614;-13.832666;165.71933;38.229572
82.864426;4.661236;;;;;;;82.864426;-13.832666;165.735901;38.233723
82.872711;4.657943;;;;;;;82.872711;-13.832666;165.752472;38.237896
82.880997;4.654529;;;;;;;82.880997;-13.832666;165.769043;38.242146
82.889282;4.651363;;;;;;;82.889282;-13.832666;165.785629;38.246311
82.897568;4.647943;;;;;;;82.897568;-13.832666;165.8022;38.250301
82.905853;4.645319;;;;;;;82.905853;-13.832666;165.818771;38.254208
82.914139;4.642329;;;;;;;82.914139;-13.832666;165.835342;38.257767
82.922424;4.640109;;;;;;;82.922424;-13.832666;165.851913;38.261303
82.93071;4.638975;;;;;;;82.93071;-13.832666;165.868484;38.264549
82.938995;4.637187;;;;;;;82.938995;-13.832666;165.885056;38.267639
82.947281;4.633823;;;;;;;82.947281;-13.832666;165.901627;38.270584
82.955566;4.631751;;;;;;;82.955566;-13.832666;165.918198;38.273891
82.963852;4.63203;;;;;;;82.963852;-13.832666;165.934769;38.277317
82.972137;4.629942;;;;;;;82.972137;-13.832666;165.95134;38.280823
82.980423;4.628198;;;;;;;82.980423;-13.832666;165.967911;38.284405
82.988708;4.625521;;;;;;;82.988708;-13.832666;165.984482;38.287895
82.996994;4.621806;;;;;;;82.996994;-13.832666;166.001053;38.291451
83.00528;4.61973;;;;;;;83.00528;-13.832666;166.017624;38.294827
83.013565;4.616179;;;;;;;83.013565;-13.832666;166.034195;38.297768
83.021851;4.614252;;;;;;;83.021851;-13.832666;166.050766;38.300564
83.030136;4.611215;;;;;;;83.030136;-13.832666;166.067337;38.303238
83.038422;4.607952;;;;;;;83.038422;-13.832666;166.083923;38.30619
83.046707;4.604094;;;;;;;83.046707;-13.832666;166.100494;38.309155
83.054993;4.600698;;;;;;;83.054993;-13.832666;166.117065;38.312138
83.063278;4.598479;;;;;;;83.063278;-13.832666;166.133636;38.315475
83.071564;4.595683;;;;;;;83.071564;-13.832666;166.150208;38.318745
83.079849;4.593361;;;;;;;83.079849;-13.832666;166.166779;38.321743
83.088135;4.592021;;;;;;;83.088135;-13.832666;166.18335;38.32478
83.09642;4.590385;;;;;;;83.09642;-13.832666;166.199921;38.327698
83.104706;4.590471;;;;;;;83.104706;-13.832666;166.216492;38.330738
83.112991;4.588878;;;;;;;83.112991;-13.832666;166.233063;38.333904
83.121277;4.588088;;;;;;;83.121277;-13.832666;166.249634;38.337353
83.129562;4.587053;;;;;;;83.129562;-13.832666;166.266205;38.340729
83.137848;4.584139;;;;;;;83.137848;-13.832666;166.282776;38.344284
83.146133;4.581649;;;;;;;83.146133;-13.832666;166.299347;38.348099
83.154419;4.580467;;;;;;;83.154419;-13.832666;166.315918;38.351952
83.162704;4.578013;;;;;;;83.162704;-13.832666;166.332489;38.355804
83.17099;4.57337;;;;;;;83.17099;-13.832666;166.34906;38.359665
83.179276;4.571117;;;;;;;83.179276;-13.832666;166.365646;38.363434
83.187561;4.567871;;;;;;;83.187561;-13.832666;166.382217;38.36702
83.195847;4.564498;;;;;;;83.195847;-13.833047;166.398788;38.370544
83.204132;4.563395;;;;;;;83.204132;-13.833426;166.415359;38.374012
83.212418;4.560926;;;;;;;83.212418;-13.833807;166.431931;38.377396
83.220703;4.558379;;;;;;;83.220703;-13.834188;166.448502;38.380703
83.228989;4.555939;;;;;;;83.228989;-13.834568;166.465073;38.383911
83.237274;4.552803;;;;;;;83.237274;-13.834948;166.481644;38.387493
83.24556;4.550392;;;;;;;83.24556;-13.835328;166.498215;38.391273
83.253845;4.548462;;;;;;;83.253845;-13.835709;166.514786;38.395092
83.262131;4.546921;;;;;;;83.262131;-13.836088;166.531357;38.398899
83.270416;4.542905;;;;;;;83.270416;-13.836469;166.547928;38.40263
83.278702;4.539808;;;;;;;83.278702;-13.836469;166.564499;38.406357
83.286987;4.537858;;;;;;;83.286987;-13.836469;166.58107;38.410133
83.295273;4.536772;;;;;;;83.295273;-13.836469;166.597641;38.413883
83.303558;4.53445;;;;;;;83.303558;-13.836469;166.614212;38.417698
83.311844;apr.12;;;;;;;83.311844;-13.836469;166.630783;38.421505
83.320129;4.529234;;;;;;;83.320129;-13.836469;166.647369;38.42524
83.328415;4.525636;;;;;;;83.328415;-13.836469;166.66394;38.428955
83.3367;4.522944;;;;;;;83.3367;-13.836469;166.680511;38.432831
83.344986;4.521889;;;;;;;83.344986;-13.836469;166.697083;38.436642
83.353271;4.519821;;;;;;;83.353271;-13.836469;166.713654;38.440243
83.361557;4.517626;;;;;;;83.361557;-13.836469;166.730225;38.443741
83.369843;4.516809;;;;;;;83.369843;-13.836469;166.746796;38.447041
83.378128;4.515574;;;;;;;83.378128;-13.836469;166.763367;38.450256
83.386414;4.513914;;;;;;;83.386414;-13.836469;166.779938;38.453472
83.394699;4.512478;;;;;;;83.394699;-13.836469;166.796509;38.456665
83.402985;4.51128;;;;;;;83.402985;-13.836469;166.81308;38.4599
83.41127;4.508644;;;;;;;83.41127;-13.836469;166.829651;38.463238
83.419556;4.506527;;;;;;;83.419556;-13.836469;166.846222;38.466537
83.427841;4.504805;;;;;;;83.427841;-13.836469;166.862793;38.46962
83.436127;4.502012;;;;;;;83.436127;-13.836469;166.879364;38.472515
83.444412;4.499517;;;;;;;83.444412;-13.836469;166.895935;38.475403
83.452698;4.497643;;;;;;;83.452698;-13.836469;166.912506;38.478271
83.460991;4.496266;;;;;;;83.460991;-13.836469;166.929092;38.481133
83.469276;4.49389;;;;;;;83.469276;-13.836469;166.945663;38.484081
83.477562;4.492174;;;;;;;83.477562;-13.836469;166.962234;38.487236
83.485847;4.490049;;;;;;;83.485847;-13.836469;166.978806;38.490707
83.494133;4.487905;;;;;;;83.494133;-13.836469;166.995377;38.494488
83.502419;4.484301;;;;;;;83.502419;-13.836469;167.011948;38.498264
83.510704;4.482198;;;;;;;83.510704;-13.836469;167.028519;38.501839
83.51899;4.479684;;;;;;;83.51899;-13.836469;167.04509;38.505592
83.527275;4.477064;;;;;;;83.527275;-13.836841;167.061661;38.509422
83.535561;4.475685;;;;;;;83.535561;-13.837213;167.078232;38.513012
83.543846;4.473445;;;;;;;83.543846;-13.837584;167.094803;38.516354
83.552132;4.46879;;;;;;;83.552132;-13.837956;167.111374;38.519539
83.560417;4.464318;;;;;;;83.560417;-13.838329;167.127945;38.522671
83.568703;4.461625;;;;;;;83.568703;-13.838701;167.144516;38.525627
83.576988;4.460164;;;;;;;83.576988;-13.839073;167.161087;38.528431
83.585274;4.459796;;;;;;;83.585274;-13.839445;167.177658;38.531147
83.593559;4.45822;;;;;;;83.593559;-13.839817;167.194229;38.533756
83.601845;4.455714;;;;;;;83.601845;-13.840189;167.210815;38.536385
83.61013;4.453492;;;;;;;83.61013;-13.840189;167.227386;38.539104
83.618416;4.451868;;;;;;;83.618416;-13.840189;167.243958;38.541836
83.626701;4.449775;;;;;;;83.626701;-13.840189;167.260529;38.544613
83.634987;4.446631;;;;;;;83.634987;-13.840189;167.2771;38.54763
83.643272;4.444123;;;;;;;83.643272;-13.840189;167.293671;38.550762
83.651558;4.441935;;;;;;;83.651558;-13.840189;167.310242;38.553974
83.659843;4.438848;;;;;;;83.659843;-13.840189;167.326813;38.557449
83.668129;4.435838;;;;;;;83.668129;-13.840189;167.343384;38.561012
83.676414;4.433111;;;;;;;83.676414;-13.840189;167.359955;38.564651
83.6847;4.431095;;;;;;;83.6847;-13.840189;167.376526;38.568321
83.692986;4.429799;;;;;;;83.692986;-13.840189;167.393097;38.572041
83.701271;4.427276;;;;;;;83.701271;-13.840189;167.409668;38.575794
83.709557;4.425056;;;;;;;83.709557;-13.840189;167.426239;38.579578
83.717842;4.423128;;;;;;;83.717842;-13.840189;167.44281;38.583321
83.726128;4.421076;;;;;;;83.726128;-13.840189;167.459381;38.587078
83.734413;4.41864;;;;;;;83.734413;-13.840189;167.475952;38.590641
83.742699;4.415609;;;;;;;83.742699;-13.840189;167.492538;38.594242
83.750984;4.413779;;;;;;;83.750984;-13.840189;167.509109;38.597889
83.75927;4.413167;;;;;;;83.75927;-13.840189;167.525681;38.601421
83.767555;4.413358;;;;;;;83.767555;-13.840189;167.542252;38.604706
83.775841;4.412346;;;;;;;83.775841;-13.840189;167.558823;38.608173
83.784126;4.409497;;;;;;;83.784126;-13.840189;167.575394;38.611401
83.792412;4.405713;;;;;;;83.792412;-13.840189;167.591965;38.614658
83.800697;4.402132;;;;;;;83.800697;-13.840189;167.608536;38.617954
83.808983;4.399494;;;;;;;83.808983;-13.840189;167.625107;38.621429
83.817268;4.396894;;;;;;;83.817268;-13.840189;167.641678;38.625118
83.825554;4.394347;;;;;;;83.825554;-13.840189;167.658249;38.628853
83.833839;4.392189;;;;;;;83.833839;-13.840189;167.67482;38.63271
83.842125;4.390554;;;;;;;83.842125;-13.840189;167.691391;38.636536
83.85041;4.388694;;;;;;;83.85041;-13.840189;167.707962;38.64035
83.858696;4.386564;;;;;;;83.858696;-13.840189;167.724533;38.644138
83.866982;4.384167;;;;;;;83.866982;-13.840189;167.741104;38.647911
83.875267;4.38161;;;;;;;83.875267;-13.840189;167.757675;38.651669
83.883553;4.379482;;;;;;;83.883553;-13.840189;167.774246;38.655281
83.891838;4.37768;;;;;;;83.891838;-13.840189;167.790833;38.659283
83.900124;4.375733;;;;;;;83.900124;-13.840189;167.807404;38.663387
83.908409;4.374252;;;;;;;83.908409;-13.840189;167.823975;38.667728
83.916695;4.373493;;;;;;;83.916695;-13.840189;167.840546;38.672283
83.92498;4.371948;;;;;;;83.92498;-13.840189;167.857117;38.67725
83.933266;4.36959;;;;;;;83.933266;-13.840189;167.873688;38.682381
83.941551;4.36735;;;;;;;83.941551;-13.840552;167.890259;38.68763
83.949837;4.364528;;;;;;;83.949837;-13.840917;167.90683;38.692699
83.958122;4.360521;;;;;;;83.958122;-13.84128;167.923401;38.697643
83.966408;4.356166;;;;;;;83.966408;-13.841643;167.939972;38.702332
83.974693;4.353347;;;;;;;83.974693;-13.842007;167.956543;38.70686
83.982979;4.350602;;;;;;;83.982979;-13.842371;167.973114;38.71088
83.991264;4.348532;;;;;;;83.991264;-13.842734;167.989685;38.714844
83.99955;4.346283;;;;;;;83.99955;-13.843098;168.006256;38.718914
84.007835;4.344863;;;;;;;84.007835;-13.843462;168.022827;38.722919
84.016121;4.343523;;;;;;;84.016121;-13.843825;168.039398;38.726898
84.024406;4.340972;;;;;;;84.024406;-13.843825;168.055969;38.730797
84.032692;4.338322;;;;;;;84.032692;-13.843825;168.072556;38.7346
84.040977;4.335989;;;;;;;84.040977;-13.843825;168.089127;38.738297
84.049263;4.332819;;;;;;;84.049263;-13.843825;168.105698;38.742077
84.057549;4.330132;;;;;;;84.057549;-13.843825;168.122269;38.74572
84.065834;4.328723;;;;;;;84.065834;-13.843825;168.13884;38.749298
84.07412;4.327976;;;;;;;84.07412;-13.843825;168.155411;38.753246
84.082405;4.325783;;;;;;;84.082405;-13.843825;168.171982;38.75745
84.090691;4.32259;;;;;;;84.090691;-13.843825;168.188553;38.761826
84.098976;4.319733;;;;;;;84.098976;-13.843825;168.205124;38.765785
84.107262;4.316345;;;;;;;84.107262;-13.843825;168.221695;38.769672
84.115547;4.313654;;;;;;;84.115547;-13.843825;168.238266;38.773521
84.123833;4.309858;;;;;;;84.123833;-13.843825;168.254837;38.777042
84.132118;4.305802;;;;;;;84.132118;-13.843825;168.271408;38.780434
84.140404;4.30306;;;;;;;84.140404;-13.843825;168.287979;38.783733
84.148689;4.300807;;;;;;;84.148689;-13.843825;168.30455;38.786781
84.156982;4.29967;;;;;;;84.156982;-13.843825;168.321121;38.789631
84.165268;4.298826;;;;;;;84.165268;-13.843825;168.337692;38.79253
84.173553;4.297557;;;;;;;84.173553;-13.843825;168.354279;38.795269
84.181839;4.294675;;;;;;;84.181839;-13.843825;168.37085;38.798382
84.190125;4.291628;;;;;;;84.190125;-13.843825;168.387421;38.801327
84.19841;4.287911;;;;;;;84.19841;-13.843825;168.403992;38.804405
84.206696;4.283983;;;;;;;84.206696;-13.843825;168.420563;38.807205
84.214981;4.280272;;;;;;;84.214981;-13.843825;168.437134;38.809574
84.223267;4.276584;;;;;;;84.223267;-13.843825;168.453705;38.81213
84.231552;4.274494;;;;;;;84.231552;-13.843825;168.470276;38.814842
84.239838;4.272398;;;;;;;84.239838;-13.843825;168.486847;38.817394
84.248123;4.269223;;;;;;;84.248123;-13.843825;168.503418;38.819569
84.256409;4.267573;;;;;;;84.256409;-13.843825;168.519989;38.821812
84.264694;4.266656;;;;;;;84.264694;-13.843825;168.53656;38.824089
84.27298;4.26292;;;;;;;84.27298;-13.843825;168.553131;38.826298
84.281265;4.258987;;;;;;;84.281265;-13.843825;168.569702;38.828728
84.289551;4.256562;;;;;;;84.289551;-13.843825;168.586273;38.831184
84.297836;4.25426;;;;;;;84.297836;-13.843825;168.602844;38.833466
84.306122;4.252177;;;;;;;84.306122;-13.843825;168.619415;38.83617
84.314407;4.251134;;;;;;;84.314407;-13.843825;168.636002;38.838913
84.322693;4.248182;;;;;;;84.322693;-13.843825;168.652573;38.84219
84.330978;4.245899;;;;;;;84.330978;-13.843825;168.669144;38.845844
84.339264;4.244047;;;;;;;84.339264;-13.843825;168.685715;38.8494
84.347549;4.24279;;;;;;;84.347549;-13.843825;168.702286;38.852905
84.355835;4.240098;;;;;;;84.355835;-13.844181;168.718857;38.856106
84.36412;4.236426;;;;;;;84.36412;-13.844537;168.735428;38.8591
84.372406;4.232721;;;;;;;84.372406;-13.844892;168.751999;38.861446
84.380692;4.230348;;;;;;;84.380692;-13.845247;168.76857;38.863716
84.388977;4.229044;;;;;;;84.388977;-13.845603;168.785141;38.866024
84.397263;4.227156;;;;;;;84.397263;-13.845959;168.801712;38.868565
84.405548;4.224288;;;;;;;84.405548;-13.846314;168.818283;38.871258
84.413834;4.221261;;;;;;;84.413834;-13.846669;168.834854;38.873852
84.422119;4.218451;;;;;;;84.422119;-13.847025;168.851425;38.876865
84.430405;4.216785;;;;;;;84.430405;-13.847381;168.867996;38.880009
84.43869;4.216199;;;;;;;84.43869;-13.847381;168.884567;38.88332
84.446976;4.213846;;;;;;;84.446976;-13.847381;168.901138;38.88673
84.455261;4.212076;;;;;;;84.455261;-13.847381;168.917725;38.890244
84.463547;4.210038;;;;;;;84.463547;-13.847381;168.934296;38.893932
84.471832;4.207328;;;;;;;84.471832;-13.847381;168.950867;38.897541
84.480118;4.206686;;;;;;;84.480118;-13.847381;168.967438;38.901104
84.488403;4.204366;;;;;;;84.488403;-13.847381;168.984009;38.905003
84.496689;4.202502;;;;;;;84.496689;-13.847381;169.00058;38.909088
84.504974;4.200317;;;;;;;84.504974;-13.847381;169.017151;38.913097
84.51326;4.198503;;;;;;;84.51326;-13.847381;169.033722;38.91724
84.521545;4.194106;;;;;;;84.521545;-13.847381;169.050293;38.921169
84.529831;4.193152;;;;;;;84.529831;-13.847381;169.066864;38.925007
84.538116;4.190447;;;;;;;84.538116;-13.847381;169.083435;38.928558
84.546402;4.188433;;;;;;;84.546402;-13.847381;169.100006;38.932198
84.554688;4.186264;;;;;;;84.554688;-13.847381;169.116577;38.935802
84.562973;4.184425;;;;;;;84.562973;-13.847381;169.133148;38.939266
84.571259;4.182683;;;;;;;84.571259;-13.847381;169.149719;38.943043
84.579544;4.180769;;;;;;;84.579544;-13.847381;169.16629;38.946922
84.58783;4.179115;;;;;;;84.58783;-13.847381;169.182861;38.950775
84.596115;4.175948;;;;;;;84.596115;-13.847381;169.199448;38.954784
84.604401;4.171867;;;;;;;84.604401;-13.847381;169.216019;38.958942
84.612686;4.169303;;;;;;;84.612686;-13.847381;169.23259;38.963055
84.620972;4.169069;;;;;;;84.620972;-13.847381;169.249161;38.967247
84.629257;4.167932;;;;;;;84.629257;-13.847381;169.265732;38.971581
84.637543;4.165926;;;;;;;84.637543;-13.847381;169.282303;38.975746
84.645828;4.16301;;;;;;;84.645828;-13.847381;169.298874;38.979904
84.654114;4.161348;;;;;;;84.654114;-13.847381;169.315445;38.984291
84.662399;4.158071;;;;;;;84.662399;-13.847381;169.332016;38.98877
84.670685;4.154067;;;;;;;84.670685;-13.847381;169.348587;38.99297
84.67897;4.150901;;;;;;;84.67897;-13.847381;169.365158;38.997219
84.687256;4.146991;;;;;;;84.687256;-13.847728;169.381729;39.001183
84.695541;4.144845;;;;;;;84.695541;-13.848076;169.3983;39.004864
84.703827;4.141492;;;;;;;84.703827;-13.848423;169.414871;39.008682
84.712112;4.139825;;;;;;;84.712112;-13.84877;169.431442;39.012497
84.720398;4.136319;;;;;;;84.720398;-13.849117;169.448013;39.015984
84.728683;4.133698;;;;;;;84.728683;-13.849465;169.464584;39.019444
84.736969;4.130281;;;;;;;84.736969;-13.849813;169.481155;39.023006
84.745255;4.128022;;;;;;;84.745255;-13.85016;169.497742;39.026524
84.75354;4.124966;;;;;;;84.75354;-13.850508;169.514313;39.029884
84.761826;4.122277;;;;;;;84.761826;-13.850855;169.530884;39.033325
84.770111;4.119935;;;;;;;84.770111;-13.850855;169.547455;39.036678
84.778397;4.118817;;;;;;;84.778397;-13.850855;169.564026;39.039936
84.786682;4.117431;;;;;;;84.786682;-13.850855;169.580597;39.043125
84.794968;4.114699;;;;;;;84.794968;-13.850855;169.597168;39.046452
84.803253;4.112244;;;;;;;84.803253;-13.850855;169.613739;39.049866
84.811539;4.110223;;;;;;;84.811539;-13.850855;169.63031;39.053505
84.819824;4.10718;;;;;;;84.819824;-13.850855;169.646881;39.057228
84.82811;4.103191;;;;;;;84.82811;-13.850855;169.663452;39.060867
84.836395;4.100415;;;;;;;84.836395;-13.850855;169.680023;39.064484
84.844681;4.097363;;;;;;;84.844681;-13.850855;169.696594;39.068138
84.852974;4.093338;;;;;;;84.852974;-13.850855;169.713165;39.07193
84.861259;4.089191;;;;;;;84.861259;-13.850855;169.729736;39.075699
84.869545;4.086677;;;;;;;84.869545;-13.850855;169.746307;39.079353
84.877831;4.085057;;;;;;;84.877831;-13.850855;169.762878;39.082985
84.886116;4.083861;;;;;;;84.886116;-13.850855;169.779465;39.086651
84.894402;4.081227;;;;;;;84.894402;-13.850855;169.796036;39.090317
84.902687;4.077682;;;;;;;84.902687;-13.850855;169.812607;39.094093
84.910973;4.07498;;;;;;;84.910973;-13.850855;169.829178;39.098007
84.919258;4.072189;;;;;;;84.919258;-13.850855;169.845749;39.101849
84.927544;4.069703;;;;;;;84.927544;-13.850855;169.86232;39.105713
84.935829;4.068325;;;;;;;84.935829;-13.850855;169.878891;39.109444
84.944115;4.067002;;;;;;;84.944115;-13.850855;169.895462;39.113079
84.9524;4.06496;;;;;;;84.9524;-13.850855;169.912033;39.11673
84.960686;4.062851;;;;;;;84.960686;-13.850855;169.928604;39.120338
84.968971;4.060236;;;;;;;84.968971;-13.850855;169.945175;39.12384
84.977257;4.057802;;;;;;;84.977257;-13.850855;169.961746;39.127579
84.985542;4.054205;;;;;;;84.985542;-13.850855;169.978317;39.131519
84.993828;4.05071;;;;;;;84.993828;-13.850855;169.994888;39.135433
85.002113;4.047899;;;;;;;85.002113;-13.850855;170.011459;39.139526
85.010399;4.045095;;;;;;;85.010399;-13.850855;170.02803;39.143814
85.018684;4.043882;;;;;;;85.018684;-13.851194;170.044601;39.147991
85.02697;4.041998;;;;;;;85.02697;-13.851534;170.061188;39.151836
85.035255;4.040167;;;;;;;85.035255;-13.851873;170.077759;39.155563
85.043541;4.037681;;;;;;;85.043541;-13.852213;170.09433;39.159214
85.051826;4.035822;;;;;;;85.051826;-13.852552;170.110901;39.162624
85.060112;4.033545;;;;;;;85.060112;-13.852891;170.127472;39.165859
85.068398;4.031307;;;;;;;85.068398;-13.85323;170.144043;39.168919
85.076683;4.02912;;;;;;;85.076683;-13.85357;170.160614;39.171867
85.084969;4.026879;;;;;;;85.084969;-13.853909;170.177185;39.175034
85.093254;4.024289;;;;;;;85.093254;-13.854249;170.193756;39.178505
85.10154;4.021741;;;;;;;85.10154;-13.854249;170.210327;39.182072
85.109825;4.019644;;;;;;;85.109825;-13.854249;170.226898;39.185661
85.118111;4.018178;;;;;;;85.118111;-13.854249;170.243469;39.189106
85.126396;4.017012;;;;;;;85.126396;-13.854249;170.26004;39.192188
85.134682;4.014599;;;;;;;85.134682;-13.854249;170.276611;39.195072
85.142967;4.012036;;;;;;;85.142967;-13.854249;170.293182;39.197861
85.151253;4.008848;;;;;;;85.151253;-13.854249;170.309753;39.200371
85.159538;4.005815;;;;;;;85.159538;-13.854249;170.326324;39.202728
85.167824;4.003093;;;;;;;85.167824;-13.854249;170.342911;39.205242
85.176109;3.999769;;;;;;;85.176109;-13.854249;170.359482;39.207722
85.184395;3.995266;;;;;;;85.184395;-13.854249;170.376053;39.210239
85.19268;3.99178;;;;;;;85.19268;-13.854249;170.392624;39.212891
85.200966;3.989758;;;;;;;85.200966;-13.854249;170.409195;39.215462
85.209251;3.988484;;;;;;;85.209251;-13.854249;170.425766;39.218075
85.217537;3.986602;;;;;;;85.217537;-13.854249;170.442337;39.220798
85.225822;3.982481;;;;;;;85.225822;-13.854249;170.458908;39.223541
85.234108;3.97973;;;;;;;85.234108;-13.854249;170.475479;39.226265
85.242393;3.977566;;;;;;;85.242393;-13.854249;170.49205;39.228951
85.250679;3.974901;;;;;;;85.250679;-13.854249;170.508621;39.231724
85.258965;3.97262;;;;;;;85.258965;-13.854249;170.525192;39.234535
85.26725;3.970776;;;;;;;85.26725;-13.854249;170.541763;39.237309
85.275536;3.969443;;;;;;;85.275536;-13.854249;170.558334;39.240261
85.283821;3.967385;;;;;;;85.283821;-13.854249;170.574905;39.243393
85.292107;3.965182;;;;;;;85.292107;-13.854249;170.591476;39.246574
85.300392;3.962312;;;;;;;85.300392;-13.854249;170.608047;39.249908
85.308678;3.959847;;;;;;;85.308678;-13.854249;170.624634;39.253376
85.316963;3.957998;;;;;;;85.316963;-13.854249;170.641205;39.257107
85.325249;3.955103;;;;;;;85.325249;-13.854249;170.657776;39.261093
85.333534;3.951559;;;;;;;85.333534;-13.854249;170.674347;39.265175
85.34182;3.948877;;;;;;;85.34182;-13.854249;170.690918;39.26931
85.350105;3.947249;;;;;;;85.350105;-13.85458;170.707489;39.273243
85.358391;3.945901;;;;;;;85.358391;-13.854912;170.72406;39.277115
85.366676;3.944471;;;;;;;85.366676;-13.855244;170.740631;39.280617
85.374962;3.94311;;;;;;;85.374962;-13.855575;170.757202;39.284199
85.383247;3.943047;;;;;;;85.383247;-13.855906;170.773773;39.287621
85.391533;3.943031;;;;;;;85.391533;-13.856237;170.790344;39.291199
85.399818;3.941837;;;;;;;85.399818;-13.856569;170.806915;39.294678
85.408104;3.939196;;;;;;;85.408104;-13.8569;170.823486;39.298187
85.416389;3.935893;;;;;;;85.416389;-13.857231;170.840057;39.301666
85.424675;3.933036;;;;;;;85.424675;-13.857563;170.856628;39.304897
85.432961;3.932167;;;;;;;85.432961;-13.857563;170.873199;39.308067
85.441246;3.930234;;;;;;;85.441246;-13.857563;170.889771;39.31142
85.449532;3.926882;;;;;;;85.449532;-13.857563;170.906357;39.314926
85.457817;3.924037;;;;;;;85.457817;-13.857563;170.922928;39.318329
85.466103;3.921122;;;;;;;85.466103;-13.857563;170.939499;39.321709
85.474388;3.917741;;;;;;;85.474388;-13.857563;170.95607;39.324944
85.482674;3.914762;;;;;;;85.482674;-13.857563;170.972641;39.328197
85.490959;3.912877;;;;;;;85.490959;-13.857563;170.989212;39.331078
85.499245;3.911932;;;;;;;85.499245;-13.857563;171.005783;39.334129
85.50753;3.909942;;;;;;;85.50753;-13.857563;171.022354;39.337082
85.515816;3.90779;;;;;;;85.515816;-13.857563;171.038925;39.339977
85.524101;3.905062;;;;;;;85.524101;-13.857563;171.055496;39.342815
85.532387;3.902237;;;;;;;85.532387;-13.857563;171.072067;39.345505
85.54068;3.898886;;;;;;;85.54068;-13.857563;171.088638;39.348476
85.548965;3.896428;;;;;;;85.548965;-13.857563;171.105209;39.351349
85.557251;3.894059;;;;;;;85.557251;-13.857563;171.12178;39.354233
85.565536;3.891666;;;;;;;85.565536;-13.857563;171.138351;39.357464
85.573822;3.890096;;;;;;;85.573822;-13.857563;171.154922;39.361233
85.582108;3.889205;;;;;;;85.582108;-13.857563;171.171494;39.365215
85.590393;3.885913;;;;;;;85.590393;-13.857563;171.188065;39.369099
85.598679;3.882516;;;;;;;85.598679;-13.857563;171.204651;39.373051
85.606964;3.880286;;;;;;;85.606964;-13.857563;171.221222;39.37706
85.61525;3.878355;;;;;;;85.61525;-13.857563;171.237793;39.380745
85.623535;3.875789;;;;;;;85.623535;-13.857563;171.254364;39.384258
85.631821;3.873838;;;;;;;85.631821;-13.857563;171.270935;39.387859
85.640106;3.870584;;;;;;;85.640106;-13.857563;171.287506;39.391136
85.648392;3.868289;;;;;;;85.648392;-13.857563;171.304077;39.394722
85.656677;3.866932;;;;;;;85.656677;-13.857563;171.320648;39.398636
85.664963;3.865537;;;;;;;85.664963;-13.857563;171.337219;39.402592
85.673248;3.864147;;;;;;;85.673248;-13.857563;171.35379;39.40646
85.681534;3.863468;;;;;;;85.681534;-13.857886;171.370361;39.410629
85.689819;3.862032;;;;;;;85.689819;-13.858211;171.386932;39.414696
85.698105;3.859583;;;;;;;85.698105;-13.858534;171.403503;39.418808
85.70639;3.854112;;;;;;;85.70639;-13.858858;171.420074;39.42292
85.714676;3.850476;;;;;;;85.714676;-13.859181;171.436646;39.427113
85.722961;3.847339;;;;;;;85.722961;-13.859505;171.453217;39.431793
85.731247;3.843739;;;;;;;85.731247;-13.859829;171.469788;39.436359
85.739532;3.843399;;;;;;;85.739532;-13.860152;171.486374;39.440483
85.747818;3.842791;;;;;;;85.747818;-13.860476;171.502945;39.444283
85.756104;3.841168;;;;;;;85.756104;-13.8608;171.519516;39.448093
85.764389;3.838835;;;;;;;85.764389;-13.8608;171.536087;39.451565
85.772675;3.836111;;;;;;;85.772675;-13.8608;171.552658;39.455158
85.78096;3.83191;;;;;;;85.78096;-13.8608;171.569229;39.459145
85.789246;3.827868;;;;;;;85.789246;-13.8608;171.5858;39.463078
85.797531;3.826033;;;;;;;85.797531;-13.8608;171.602371;39.466942
85.805817;3.823983;;;;;;;85.805817;-13.8608;171.618942;39.470737
85.814102;3.821892;;;;;;;85.814102;-13.8608;171.635513;39.474442
85.822388;3.819367;;;;;;;85.822388;-13.8608;171.652084;39.478382
85.830673;3.816989;;;;;;;85.830673;-13.8608;171.668655;39.482265
85.838959;3.814847;;;;;;;85.838959;-13.8608;171.685226;39.486115
85.847244;3.81316;;;;;;;85.847244;-13.8608;171.701797;39.490063
85.85553;3.81028;;;;;;;85.85553;-13.8608;171.718369;39.4939
85.863815;3.808049;;;;;;;85.863815;-13.8608;171.73494;39.498188
85.872101;3.804787;;;;;;;85.872101;-13.8608;171.751511;39.502113
85.880386;3.802223;;;;;;;85.880386;-13.8608;171.768097;39.506264
85.888672;3.799647;;;;;;;85.888672;-13.8608;171.784668;39.510235
85.896957;3.796792;;;;;;;85.896957;-13.8608;171.801239;39.51432
85.905243;3.793908;;;;;;;85.905243;-13.8608;171.81781;39.517876
