Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;
UV 1_280;;Conc B;;Injection;;Run Log;;Fraction;;UV 1_280_CUT_TEMP@100,BASEM;;Cond;
ml;mAU;ml;%;ml;Injection;ml;Logbook;ml;Fraction;ml;mAU;ml;mS/cm
-24.032965;7.713197;-13.327531;0;;;;;;;1.189352;-1.114737;-22.843548;101.152283
-24.024818;7.676571;-13.246059;0;;;;;;;1.197498;-1.114737;-22.827255;101.155968
-24.016672;7.637548;-13.164588;0;;;;;;;1.205645;-1.114737;-22.810963;101.159531
-24.008526;7.596227;-13.083117;0;;;;;;;1.213791;-1.114737;-22.79467;101.162361
-24.00038;7.553182;-13.001646;0;;;;;;;1.221937;-1.114737;-22.778376;101.164223
-23.992233;7.509797;-12.920175;0;;;;;;;1.230083;-1.114737;-22.762083;101.166023
-23.984087;7.464086;-12.838704;0;;;;;;;1.23823;-1.114737;-22.74579;101.167465
-23.975941;7.414907;-12.757233;0;;;;;;;1.246376;-1.114737;-22.729498;101.168365
-23.967794;7.363854;-12.675761;0;;;;;;;1.254522;-1.114737;-22.713205;101.168846
-23.959648;7.310809;-12.594291;0;;;;;;;1.262669;-1.114737;-22.696911;101.168816
-23.951502;7.257532;-12.512819;0;;;;;;;1.270815;-1.114737;-22.680618;101.169342
-23.943356;7.204083;-12.431348;0;;;;;;;1.278961;-1.114737;-22.664326;101.169632
-23.935211;7.148657;-12.349877;0;;;;;;;1.287107;-1.114737;-22.648033;101.168701
-23.927063;7.092026;-12.268406;0;;;;;;;1.295254;-1.114737;-22.631741;101.167152
-23.918919;7.034273;-12.186934;0;;;;;;;1.303398;-1.114737;-22.615448;101.16523
-23.910772;6.975013;-12.105464;0;;;;;;;1.311544;-1.114737;-22.599154;101.163231
-23.902626;6.915168;-12.023993;0;;;;;;;1.319691;-1.114737;-22.582861;101.160683
-23.89448;6.855433;-11.942521;0;;;;;;;1.327837;-1.114737;-22.566568;101.157417
-23.886333;6.793339;-11.861051;0;;;;;;;1.335983;-1.114737;-22.550276;101.154106
-23.878187;6.728763;-11.779579;0;;;;;;;1.34413;-1.114737;-22.533983;101.149818
-23.870041;6.664912;-11.698108;0;;;;;;;1.352276;-1.114737;-22.517689;101.145218
