# Result of 'intser'
# Date/time = Thu Mar 09 09:19:52 CET 2023
# Data set list (full path) = C:\Users\asleb\AppData\Local\Temp\topspin-dataset-list-1914356267070857806.txt
# Region to calibrate = 4
# Value of region to calibrate = 1.0
# Global scaling = yes

# --- Integral info --- 
# A 1.0 #regions in PPM
# # low field   high field  bias        slope
#   8.283125926434755  8.25864860395711  -0.0  -0.0  # for region 1
#   8.217225442841096  8.179191449452757  -0.0  -0.0  # for region 2
#   8.041365295194023  8.002578153421757  -0.0  -0.0  # for region 3
#   7.969439624528946  7.943456005283447  -0.0  -0.0  # for region 4
#   0.10453899145059678  0.051923340124468594  -0.0  -0.0  # for region 5

# Spectrum#; Integral 0; Integral 1; Integral 2; Integral 3; Integral 4;
0;-3.0614806363776125E-4;-3.2349472619558627E-4;4.273786917727086E-4;3.5572742144815167E-6;1.0;
1;2.933037657000716E-4;9.516844167971492E-4;0.0012243584573307454;4.7135782818000075E-4;1.0130549227617571;
2;-5.7716390193300055E-5;0.0011952463588569939;0.0015723647104231063;6.790930236819648E-4;1.0124345017264142;
3;-3.7128231222343814E-4;4.6672674374194763E-4;0.002131668687102032;7.027732266683569E-4;1.0130582820054825;
4;8.7301256148999E-4;0.0010194629786281512;0.001948440168770579;2.1208499581671806E-4;1.0121853621950072;
5;3.662951770488526E-4;8.461020366680661E-4;0.0024945644081119035;3.568277030942464E-4;1.0130329949265273;
6;8.11068422426241E-4;0.0013194559313494671;0.0028892383646090393;4.366764253080825E-4;1.010738658135589;
7;0.0011992380877159387;0.0022467828000587164;0.0036855157281465386;2.9639950763178354E-4;1.0125664385294204;
8;2.844728183175863E-4;0.002148813075660272;0.0034546630999767085;5.539925160604499E-4;1.0109487862668585;
9;0.0013838493842483518;0.0015686352709262607;0.004101085134395019;6.635411639855931E-4;1.012038794980295;
10;8.814947327253385E-4;0.002609965261133934;0.004951550106053137;7.018295507661966E-4;1.0113212258450115;
11;0.0012833414343666023;0.0028043917974084516;0.00487711691150052;6.901291820109758E-4;1.0115195394368866;
12;0.001619329661633465;0.0027930440441669927;0.004955935673099086;5.368194332884827E-4;1.0131566724436343;
13;0.001040599904333047;0.0025542752482311825;0.005507736517032164;1.4722576712458292E-4;1.0131265075504174;
14;0.0013290286847783828;0.0029127173039554845;0.005850918909067486;4.4767418997083855E-4;1.0119014925613938;
15;0.0018408194891072153;0.0033679396887120387;0.007288451934048879;8.788692121692854E-4;1.0118335769947957;
16;0.0017103848888113272;0.0039924213594410875;0.006980393078263189;8.606455574454272E-4;1.0121390454905408;
17;0.0021002002278798673;0.003593766383897173;0.007478459561409383;7.604390988797425E-4;1.0113515614890072;
18;0.0012929907730561002;0.0040177931065339;0.00809909257020427;0.0012236853557397185;1.0118529518532915;
19;0.001496642499043963;0.0045431611236820355;0.009155350624067636;0.0010885158060349612;1.0109771802017014;
20;0.002194287140188374;0.00487990570617412;0.00901954697265389;9.726875708859355E-4;1.0101037978485836;
21;0.0016314762052049535;0.004985280558433499;0.009781595574437424;7.023700931726803E-4;1.0113936088177862;
22;0.00207482888493091;0.005169760710284862;0.009747292652286008;7.374875672644832E-4;1.0119500567098396;
23;0.002512040800847285;0.005124438603846359;0.010140119469292426;0.00135427838042689;1.0111595971991714;
24;0.002205817364380507;0.005792675313214928;0.011089111075581613;0.0013025885834040455;1.010139629040724;
25;0.002046568721704162;0.005836357605960491;0.011201094286091172;0.0017843915095246592;1.0117063159341237;
26;0.002879737144642514;0.006161001515208666;0.011071229326559351;0.0012108909695681602;1.0130424868511851;
27;0.0027997595005388324;0.006752617803479653;0.012196263571360564;0.0015148392782014426;1.0121314591041608;
28;0.0023867495373260613;0.006507393011527116;0.012453160239926523;0.001368582041826122;1.0121772851779869;
29;0.0029585270099554252;0.0069014375139695985;0.013433058747550913;0.0017079951861948502;1.0111312891448976;
30;0.003511620508009727;0.007803057196186124;0.013355994576500196;0.0018048143130372132;1.0114633921352114;
31;0.003331075504877565;0.007687226132030111;0.014324020954230857;0.0019276303975165607;1.0118330463539138;
32;0.0034980962380354703;0.007622324064089313;0.014109379748529273;0.0016299073187586212;1.0120651778953138;
33;0.0032807139266352123;0.007458397860431553;0.014294062578524077;0.001856065816048969;1.0113736865464384;
34;0.0033050318686252914;0.00794000558507005;0.015684058990811767;0.0018324751309265292;1.0110403373785468;
35;0.0035247440693514393;0.008229805019400686;0.015027257733901261;0.0019015473572383942;1.0113891775824846;
