Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;;;;;;
UV 1_280;;Conc B;;Injection;;Run Log;;Fraction;;UV 1_280_CUT_TEMP@100,BASEM;;Cond;;;;;;;
ml;mAU;ml;%;ml;Injection;ml;Logbook;ml;Fraction;ml;mAU;ml;mS/cm;;;;;;
126.722549;117.103111;;;;;;;;;151.924881;7.986863;126.722549;8.684693;;;;;;
126.734604;117.123459;;;;;;;;;151.936935;7.986863;126.734604;8.687163;;;;;;
126.746643;117.145561;;;;;;;;;151.948975;7.986863;126.746643;8.689838;;;;;;
126.758698;117.167542;;;;;;;;;151.961029;7.986863;126.758698;8.692499;;;;;;
126.770752;117.1884;;;;;;;;;151.973083;7.986863;126.770752;8.695067;;;;;;
126.782806;117.210907;;;;;;;;;151.985138;7.986863;126.782806;8.697629;;;;;;
126.794861;117.23185;;;;;;;;;151.997192;7.986863;126.794861;8.700204;;;;;;
126.806915;117.253174;;;;;;;;;152.009247;7.986863;126.806915;8.702771;;;;;;
126.818954;117.272369;;;;;;;;;152.021286;7.986863;126.818954;8.705324;;;;;;
126.831009;117.293182;;;;;;;;;152.03334;7.986863;126.831009;8.707952;;;;;;
126.843063;117.313438;;;;;;;;;152.045395;7.986863;126.843063;8.710582;;;;;;
126.855118;117.334373;;;;;;;;;152.057449;7.986863;126.855118;8.713181;;;;;;
126.867172;117.355705;;;;;;;;;152.069504;7.986863;126.867172;8.715819;;;;;;
126.879211;117.377571;;;;;;;;;152.081543;7.986863;126.879211;8.718465;;;;;;
126.891266;117.400581;;;;;;;;;152.093597;7.986863;126.891266;8.721009;;;;;;
126.90332;117.424454;;;;;;;;;152.105652;7.986863;126.90332;8.723561;;;;;;
126.915375;117.448128;;;;;;;;;152.117706;7.986863;126.915375;8.726097;;;;;;
126.927429;117.470467;;;;;;;;;152.129761;7.986863;126.927429;8.728614;;;;;;
126.939484;117.490944;;;;;;;;;152.141815;7.986863;126.939484;8.73115;;;;;;
126.951523;117.510765;;;;;;;;;152.153854;7.986863;126.951523;8.733725;;;;;;
126.963577;117.532211;;;;;;;;;152.165909;7.986863;126.963577;8.736403;;;;;;
126.975632;117.555267;;;;;;;;;152.177963;7.986863;126.975632;8.739136;;;;;;
126.987686;117.577393;;;;;;;;;152.190018;7.986863;126.987686;8.741815;;;;;;
126.999741;117.596169;;;;;;;;;152.202072;7.986863;126.999741;8.744428;;;;;;
127.011795;117.61322;;;;;;;;;152.214127;7.986863;127.011795;8.747027;;;;;;
127.023834;117.630951;;;;;;;;;152.226166;7.986863;127.023834;8.749556;;;;;;
127.035889;117.647484;;;;;;;;;152.23822;7.986863;127.035889;8.752073;;;;;;
127.047943;117.664932;;;;;;;;;152.250275;7.986863;127.047943;8.754622;;;;;;
127.059998;117.683098;;;;;;;;;152.262329;7.986863;127.059998;8.757149;;;;;;
127.072052;117.700752;;;;;;;;;152.274384;7.986863;127.072052;8.759701;;;;;;
127.084106;117.718895;;;;;;;;;152.286438;7.986863;127.084106;8.762245;;;;;;
127.096146;117.740593;;;;;;;;;152.298477;7.986863;127.096146;8.764802;;;;;;
127.1082;117.76239;;;;;;;;;152.310532;7.986863;127.1082;8.767298;;;;;;
127.120255;117.783669;;;;;;;;;152.322586;7.986863;127.120255;8.769788;;;;;;
127.132309;117.801361;;;;;;;;;152.334641;7.986863;127.132309;8.772227;;;;;;
127.144363;117.822784;;;;;;;;;152.346695;7.986863;127.144363;8.774669;;;;;;
127.156403;117.843994;;;;;;;;;152.358734;7.986863;127.156403;8.777165;;;;;;
127.168457;117.863953;;;;;;;;;152.370789;7.986863;127.168457;8.779648;;;;;;
127.180511;117.88459;;;;;;;;;152.382843;7.986863;127.180511;8.782134;;;;;;
127.192566;117.905327;;;;;;;;;152.394897;7.986863;127.192566;8.784573;;;;;;
127.20462;117.924728;;;;;;;;;152.406952;7.986863;127.20462;aug.71;;;;;;
127.216675;117.941544;;;;;;;;;152.419006;7.986863;127.216675;8.78966;;;;;;
127.228714;117.959831;;;;;;;;;152.431046;7.986863;127.228714;8.792164;;;;;;
127.240768;117.978058;;;;;;;;;152.4431;7.986863;127.240768;8.794721;;;;;;
127.252823;117.994278;;;;;;;;;152.455154;7.986863;127.252823;8.797293;;;;;;
127.264877;118.012756;;;;;;;;;152.467209;7.986863;127.264877;8.79988;;;;;;
127.276932;118.030098;;;;;;;;;152.479263;7.986863;127.276932;8.802475;;;;;;
127.288986;118.0466;;;;;;;;;152.491318;7.986863;127.288986;8.805007;;;;;;
127.301025;118.063934;;;;;;;;;152.503357;7.986863;127.301025;8.807627;;;;;;
127.31308;118.081284;;;;;;;;;152.515411;7.986863;127.31308;8.81016;;;;;;
127.325134;118.101952;;;;;;;;;152.527466;7.986863;127.325134;8.812681;;;;;;
127.337189;118.121696;;;;;;;;;152.53952;7.986863;127.337189;8.815173;;;;;;
127.349243;118.140366;;;;;;;;;152.551575;7.986863;127.349243;8.817699;;;;;;
127.361298;118.159584;;;;;;;;;152.563629;7.986863;127.361298;8.820191;;;;;;
127.373337;118.178856;;;;;;;;;152.575668;7.986863;127.373337;8.822741;;;;;;
127.385391;118.197205;;;;;;;;;152.587723;7.990243;127.385391;8.82529;;;;;;
127.397446;118.215096;;;;;;;;;152.599777;7.993624;127.397446;8.827848;;;;;;
127.4095;118.233528;;;;;;;;;152.611832;7.997004;127.4095;8.830316;;;;;;
127.421555;118.251625;;;;;;;;;152.623886;8.000384;127.421555;8.832804;;;;;;
127.433594;118.270981;;;;;;;;;152.635925;8.003765;127.433594;8.835295;;;;;;
127.445648;118.290367;;;;;;;;;152.64798;8.007145;127.445648;8.837789;;;;;;
127.457703;118.307785;;;;;;;;;152.660034;8.010526;127.457703;8.840228;;;;;;
127.469757;118.324448;;;;;;;;;152.672089;8.013906;127.469757;8.842615;;;;;;
127.481812;118.340408;;;;;;;;;152.684143;8.017286;127.481812;8.844999;;;;;;
127.493866;118.357704;;;;;;;;;152.696198;8.020667;127.493866;8.847424;;;;;;
127.505905;118.376762;;;;;;;;;152.708237;8.020667;127.505905;8.849906;;;;;;
127.51796;118.395317;;;;;;;;;152.720291;8.020667;127.51796;8.852365;;;;;;
127.530014;118.414558;;;;;;;;;152.732346;8.020667;127.530014;8.854815;;;;;;
127.542068;118.435768;;;;;;;;;152.7444;8.020667;127.542068;8.857286;;;;;;
127.554123;118.457733;;;;;;;;;152.756454;8.020667;127.554123;8.859683;;;;;;
127.566177;118.478134;;;;;;;;;152.768509;8.020667;127.566177;8.862087;;;;;;
127.578217;118.496696;;;;;;;;;152.780548;8.020667;127.578217;8.864547;;;;;;
127.590271;118.514496;;;;;;;;;152.792603;8.020667;127.590271;8.867011;;;;;;
127.602325;118.533752;;;;;;;;;152.804657;8.020667;127.602325;8.869463;;;;;;
127.61438;118.552948;;;;;;;;;152.816711;8.020667;127.61438;8.871912;;;;;;
127.626434;118.571892;;;;;;;;;152.828766;8.020667;127.626434;8.874381;;;;;;
127.638489;118.590668;;;;;;;;;152.84082;8.020667;127.638489;8.876853;;;;;;
127.650528;118.609024;;;;;;;;;152.852859;8.020667;127.650528;8.879302;;;;;;
127.662582;118.624969;;;;;;;;;152.864914;8.020667;127.662582;8.881781;;;;;;
127.674637;118.643806;;;;;;;;;152.876968;8.020667;127.674637;8.884264;;;;;;
127.686691;118.659004;;;;;;;;;152.889023;8.020667;127.686691;8.88668;;;;;;
127.698746;118.676445;;;;;;;;;152.901077;8.020667;127.698746;8.889186;;;;;;
127.710785;118.693436;;;;;;;;;152.913116;8.020667;127.710785;8.891633;;;;;;
127.722839;118.710693;;;;;;;;;152.925171;8.020667;127.722839;8.894123;;;;;;
127.734894;118.731209;;;;;;;;;152.937225;8.020667;127.734894;8.896548;;;;;;
127.746948;118.750786;;;;;;;;;152.94928;8.020667;127.746948;8.899103;;;;;;
127.759003;118.770721;;;;;;;;;152.961334;8.020667;127.759003;8.90161;;;;;;
127.771057;118.789909;;;;;;;;;152.973389;8.020667;127.771057;8.904147;;;;;;
127.783096;118.807243;;;;;;;;;152.985428;8.020667;127.783096;8.906608;;;;;;
127.795151;118.824234;;;;;;;;;152.997482;8.020667;127.795151;8.909096;;;;;;
127.807205;118.841896;;;;;;;;;153.009537;8.020667;127.807205;8.911514;;;;;;
127.81926;118.858414;;;;;;;;;153.021591;8.020667;127.81926;8.913905;;;;;;
127.831314;118.876205;;;;;;;;;153.033646;8.020667;127.831314;8.916384;;;;;;
127.843369;118.894089;;;;;;;;;153.0457;8.020667;127.843369;8.918948;;;;;;
127.855408;118.909897;;;;;;;;;153.057739;8.020667;127.855408;8.921478;;;;;;
127.867462;118.922234;;;;;;;;;153.069794;8.020667;127.867462;8.924045;;;;;;
127.879517;118.936935;;;;;;;;;153.081848;8.020667;127.879517;8.926639;;;;;;
127.891571;118.950912;;;;;;;;;153.093903;8.020667;127.891571;8.929232;;;;;;
127.903625;118.963478;;;;;;;;;153.105957;8.020667;127.903625;8.931799;;;;;;
127.91568;118.976723;;;;;;;;;153.118011;8.020667;127.91568;8.934376;;;;;;
127.927719;118.99205;;;;;;;;;153.130051;8.020667;127.927719;8.936866;;;;;;
127.939774;119.010162;;;;;;;;;153.142105;8.020667;127.939774;8.939392;;;;;;
127.951828;119.026985;;;;;;;;;153.15416;8.020667;127.951828;8.941918;;;;;;
127.963882;119.045593;;;;;;;;;153.166214;8.020667;127.963882;8.944449;;;;;;
127.975937;119.065811;;;;;;;;;153.178268;8.020667;127.975937;8.947037;;;;;;
127.987976;119.083847;;;;;;;;;153.190308;8.020667;127.987976;8.94963;;;;;;
128.000031;119.10006;;;;;;;;;153.202362;8.020667;128.000031;8.952131;;;;;;
128.012085;119.118057;;;;;;;;;153.214417;8.020667;128.012085;8.954645;;;;;;
128.024139;119.136452;;;;;;;;;153.226471;8.020667;128.024139;8.957218;;;;;;
128.036194;119.152908;;;;;;;;;153.238525;8.020667;128.036194;8.959767;;;;;;
128.048248;119.169571;;;;;;;;;153.25058;8.020667;128.048248;8.962307;;;;;;
128.060287;119.186714;;;;;;;;;153.262619;8.020667;128.060287;8.964846;;;;;;
128.072342;119.203918;;;;;;;;;153.274673;8.020667;128.072342;8.967395;;;;;;
128.084396;119.221184;;;;;;;;;153.286728;8.020667;128.084396;8.969924;;;;;;
128.096451;119.236771;;;;;;;;;153.298782;8.020667;128.096451;8.972366;;;;;;
128.108505;119.250908;;;;;;;;;153.310837;8.020667;128.108505;8.974794;;;;;;
128.12056;119.263405;;;;;;;;;153.322891;8.020667;128.12056;8.977212;;;;;;
128.132599;119.274994;;;;;;;;;153.33493;8.020667;128.132599;8.979547;;;;;;
128.144653;119.288193;;;;;;;;;153.346985;8.020667;128.144653;8.981944;;;;;;
128.156708;119.302376;;;;;;;;;153.359039;8.020667;128.156708;8.98434;;;;;;
128.168762;119.316971;;;;;;;;;153.371094;8.020667;128.168762;8.986726;;;;;;
128.180817;119.333824;;;;;;;;;153.383148;8.020667;128.180817;8.989149;;;;;;
128.192871;119.351028;;;;;;;;;153.395203;8.020667;128.192871;8.991627;;;;;;
128.20491;119.368401;;;;;;;;;153.407242;8.020667;128.20491;8.99404;;;;;;
128.216965;119.382835;;;;;;;;;153.419296;8.020667;128.216965;8.996498;;;;;;
128.229019;119.398773;;;;;;;;;153.431351;8.020667;128.229019;8.998835;;;;;;
128.241074;119.412834;;;;;;;;;153.443405;8.020667;128.241074;9.001197;;;;;;
128.253128;119.426308;;;;;;;;;153.45546;8.020667;128.253128;9.003509;;;;;;
128.265167;119.442757;;;;;;;;;153.467499;8.020667;128.265167;9.005853;;;;;;
128.277222;119.461967;;;;;;;;;153.479553;8.020667;128.277222;9.008122;;;;;;
128.289276;119.48011;;;;;;;;;153.491608;8.020667;128.289276;9.010346;;;;;;
128.301331;119.49823;;;;;;;;;153.503662;8.020667;128.301331;9.012627;;;;;;
128.313385;119.516693;;;;;;;;;153.515717;8.020667;128.313385;9.014951;;;;;;
128.325439;119.532036;;;;;;;;;153.527771;8.020667;128.325439;9.017351;;;;;;
128.337479;119.549545;;;;;;;;;153.53981;8.020667;128.337479;9.019821;;;;;;
128.349533;119.564262;;;;;;;;;153.551865;8.023924;128.349533;9.022223;;;;;;
128.361588;119.579781;;;;;;;;;153.563919;8.027182;128.361588;9.024669;;;;;;
128.373642;119.594429;;;;;;;;;153.575974;8.030439;128.373642;9.027262;;;;;;
128.385696;119.608948;;;;;;;;;153.588028;8.033696;128.385696;9.029827;;;;;;
128.397751;119.624878;;;;;;;;;153.600082;8.036953;128.397751;9.032344;;;;;;
128.40979;119.64167;;;;;;;;;153.612122;8.040211;128.40979;9.034859;;;;;;
128.421844;119.658714;;;;;;;;;153.624176;8.043468;128.421844;9.03741;;;;;;
128.433899;119.674995;;;;;;;;;153.63623;8.046725;128.433899;9.04002;;;;;;
128.445953;119.688316;;;;;;;;;153.648285;8.049982;128.445953;9.042679;;;;;;
128.458008;119.700928;;;;;;;;;153.660339;8.05324;128.458008;9.045292;;;;;;
128.470062;119.715683;;;;;;;;;153.672394;8.05324;128.470062;9.047875;;;;;;
128.482101;119.731728;;;;;;;;;153.684433;8.05324;128.482101;9.050482;;;;;;
128.494156;119.74736;;;;;;;;;153.696487;8.05324;128.494156;9.05312;;;;;;
128.50621;119.762871;;;;;;;;;153.708542;8.05324;128.50621;9.055738;;;;;;
128.518265;119.777351;;;;;;;;;153.720596;8.05324;128.518265;9.058386;;;;;;
128.530319;119.793686;;;;;;;;;153.732651;8.05324;128.530319;9.060995;;;;;;
128.542358;119.810394;;;;;;;;;153.74469;8.05324;128.542358;9.063548;;;;;;
128.554413;119.825287;;;;;;;;;153.756744;8.05324;128.554413;9.066096;;;;;;
128.566467;119.838387;;;;;;;;;153.768799;8.05324;128.566467;9.068582;;;;;;
128.578522;119.850761;;;;;;;;;153.780853;8.05324;128.578522;9.071034;;;;;;
128.590576;119.863899;;;;;;;;;153.792908;8.05324;128.590576;9.073525;;;;;;
128.602631;119.878563;;;;;;;;;153.804962;8.05324;128.602631;9.076049;;;;;;
128.61467;119.893036;;;;;;;;;153.817001;8.05324;128.61467;9.078635;;;;;;
128.626724;119.904968;;;;;;;;;153.829056;8.05324;128.626724;9.081245;;;;;;
128.638779;119.917267;;;;;;;;;153.84111;8.05324;128.638779;9.083809;;;;;;
128.650833;119.931557;;;;;;;;;153.853165;8.05324;128.650833;9.086411;;;;;;
128.662888;119.946335;;;;;;;;;153.865219;8.05324;128.662888;9.089027;;;;;;
128.674942;119.961815;;;;;;;;;153.877274;8.05324;128.674942;9.091572;;;;;;
128.686981;119.975288;;;;;;;;;153.889313;8.05324;128.686981;9.094061;;;;;;
128.699036;119.987984;;;;;;;;;153.901367;8.05324;128.699036;9.096459;;;;;;
128.71109;120.004425;;;;;;;;;153.913422;8.05324;128.71109;9.098878;;;;;;
128.723145;120.020241;;;;;;;;;153.925476;8.05324;128.723145;9.101248;;;;;;
128.735199;120.034813;;;;;;;;;153.937531;8.05324;128.735199;9.103679;;;;;;
128.747253;120.050133;;;;;;;;;153.949585;8.05324;128.747253;9.105925;;;;;;
128.759293;120.06546;;;;;;;;;153.961624;8.05324;128.759293;9.108259;;;;;;
128.771347;120.081001;;;;;;;;;153.973679;8.05324;128.771347;9.110589;;;;;;
128.783401;120.098701;;;;;;;;;153.985733;8.05324;128.783401;9.113045;;;;;;
128.795456;120.116302;;;;;;;;;153.997787;8.05324;128.795456;9.115515;;;;;;
128.80751;120.129501;;;;;;;;;154.009842;8.05324;128.80751;9.11793;;;;;;
128.81955;120.145103;;;;;;;;;154.021881;8.05324;128.81955;9.120322;;;;;;
128.831604;120.158943;;;;;;;;;154.033936;8.05324;128.831604;9.12291;;;;;;
128.843658;120.174995;;;;;;;;;154.04599;8.05324;128.843658;9.125491;;;;;;
128.855713;120.191559;;;;;;;;;154.058044;8.05324;128.855713;9.128131;;;;;;
128.867767;120.206673;;;;;;;;;154.070099;8.05324;128.867767;9.130697;;;;;;
128.879822;120.220963;;;;;;;;;154.082153;8.05324;128.879822;9.133335;;;;;;
128.891861;120.234177;;;;;;;;;154.094193;8.05324;128.891861;9.135904;;;;;;
128.903915;120.248611;;;;;;;;;154.106247;8.05324;128.903915;9.138525;;;;;;
128.91597;120.265167;;;;;;;;;154.118301;8.05324;128.91597;9.141068;;;;;;
128.928024;120.282036;;;;;;;;;154.130356;8.05324;128.928024;9.143598;;;;;;
128.940079;120.298714;;;;;;;;;154.14241;8.05324;128.940079;9.146141;;;;;;
128.952133;120.313782;;;;;;;;;154.154465;8.05324;128.952133;9.148654;;;;;;
128.964172;120.329323;;;;;;;;;154.166504;8.05324;128.964172;9.151073;;;;;;
128.976227;120.345901;;;;;;;;;154.178558;8.05324;128.976227;9.153435;;;;;;
128.988281;120.36261;;;;;;;;;154.190613;8.05324;128.988281;9.155725;;;;;;
129.000336;120.377899;;;;;;;;;154.202667;8.05324;129.000336;9.158036;;;;;;
129.01239;120.392876;;;;;;;;;154.214722;8.05324;129.01239;9.160361;;;;;;
129.024445;120.407127;;;;;;;;;154.226776;8.05324;129.024445;9.162683;;;;;;
129.036484;120.422356;;;;;;;;;154.238815;8.05324;129.036484;9.165122;;;;;;
129.048538;120.438362;;;;;;;;;154.25087;8.05324;129.048538;9.167576;;;;;;
129.060593;120.453796;;;;;;;;;154.262924;8.05324;129.060593;9.170014;;;;;;
129.072647;120.465637;;;;;;;;;154.274979;8.056378;129.072647;9.172497;;;;;;
129.084702;120.475906;;;;;;;;;154.287033;8.059517;129.084702;9.175015;;;;;;
129.096741;120.487144;;;;;;;;;154.299072;8.062656;129.096741;9.177515;;;;;;
129.108795;120.500771;;;;;;;;;154.311127;8.065795;129.108795;9.180031;;;;;;
129.12085;120.51725;;;;;;;;;154.323181;8.068933;129.12085;9.182595;;;;;;
129.132904;120.533669;;;;;;;;;154.335236;8.072072;129.132904;9.185148;;;;;;
129.144958;120.548042;;;;;;;;;154.34729;8.075211;129.144958;9.187582;;;;;;
129.157013;120.560829;;;;;;;;;154.359344;8.07835;129.157013;9.189919;;;;;;
129.169052;120.573456;;;;;;;;;154.371384;8.081489;129.169052;9.192283;;;;;;
129.181107;120.587006;;;;;;;;;154.383438;8.084627;129.181107;9.194677;;;;;;
129.193161;120.601059;;;;;;;;;154.395493;8.084627;129.193161;9.19709;;;;;;
129.205215;120.615974;;;;;;;;;154.407547;8.084627;129.205215;9.199466;;;;;;
129.21727;120.631836;;;;;;;;;154.419601;8.084627;129.21727;9.201803;;;;;;
129.229324;120.646126;;;;;;;;;154.431656;8.084627;129.229324;9.204152;;;;;;
129.241364;120.660515;;;;;;;;;154.443695;8.084627;129.241364;9.206529;;;;;;
129.253418;120.674004;;;;;;;;;154.45575;8.084627;129.253418;9.208845;;;;;;
129.265472;120.687035;;;;;;;;;154.467804;8.084627;129.265472;9.211194;;;;;;
129.277527;120.699059;;;;;;;;;154.479858;8.084627;129.277527;9.213541;;;;;;
129.289581;120.709854;;;;;;;;;154.491913;8.084627;129.289581;9.215913;;;;;;
129.301636;120.722748;;;;;;;;;154.503967;8.084627;129.301636;9.218317;;;;;;
129.313675;120.735268;;;;;;;;;154.516006;8.084627;129.313675;9.220693;;;;;;
129.325729;120.749458;;;;;;;;;154.528061;8.084627;129.325729;9.223013;;;;;;
129.337784;120.762817;;;;;;;;;154.540115;8.084627;129.337784;9.22543;;;;;;
129.349838;120.775864;;;;;;;;;154.55217;8.084627;129.349838;9.227878;;;;;;
129.361893;120.790001;;;;;;;;;154.564224;8.084627;129.361893;9.230376;;;;;;
129.373932;120.802437;;;;;;;;;154.576263;8.084627;129.373932;9.232893;;;;;;
129.385986;120.815552;;;;;;;;;154.588318;8.084627;129.385986;9.235393;;;;;;
129.398041;120.829857;;;;;;;;;154.600372;8.084627;129.398041;9.237901;;;;;;
129.410095;120.842598;;;;;;;;;154.612427;8.084627;129.410095;9.240552;;;;;;
129.42215;120.854691;;;;;;;;;154.624481;8.084627;129.42215;9.243097;;;;;;
129.434204;120.869247;;;;;;;;;154.636536;8.084627;129.434204;9.245671;;;;;;
129.446243;120.882393;;;;;;;;;154.648575;8.084627;129.446243;9.248206;;;;;;
129.458298;120.898933;;;;;;;;;154.660629;8.084627;129.458298;9.250748;;;;;;
129.470352;120.913589;;;;;;;;;154.672684;8.084627;129.470352;9.253216;;;;;;
129.482407;120.928848;;;;;;;;;154.684738;8.084627;129.482407;9.255748;;;;;;
129.494461;120.944862;;;;;;;;;154.696793;8.084627;129.494461;9.258293;;;;;;
129.506516;120.959396;;;;;;;;;154.708847;8.084627;129.506516;9.260753;;;;;;
129.518555;120.972107;;;;;;;;;154.720886;8.084627;129.518555;9.263189;;;;;;
129.530609;120.986702;;;;;;;;;154.732941;8.084627;129.530609;9.265633;;;;;;
129.542664;121.001839;;;;;;;;;154.744995;8.084627;129.542664;9.268084;;;;;;
129.554718;121.016701;;;;;;;;;154.75705;8.084627;129.554718;9.270592;;;;;;
129.566772;121.03154;;;;;;;;;154.769104;8.084627;129.566772;9.27305;;;;;;
129.578827;121.045303;;;;;;;;;154.781158;8.084627;129.578827;9.275475;;;;;;
129.590866;121.057297;;;;;;;;;154.793198;8.084627;129.590866;9.277981;;;;;;
129.602921;121.068352;;;;;;;;;154.805252;8.084627;129.602921;9.280572;;;;;;
129.614975;121.078514;;;;;;;;;154.817307;8.084627;129.614975;9.28317;;;;;;
129.627029;121.089951;;;;;;;;;154.829361;8.084627;129.627029;9.28577;;;;;;
129.639084;121.103073;;;;;;;;;154.841415;8.084627;129.639084;9.288382;;;;;;
129.651123;121.116402;;;;;;;;;154.853455;8.084627;129.651123;9.291039;;;;;;
129.663177;121.130051;;;;;;;;;154.865509;8.084627;129.663177;9.293686;;;;;;
129.675232;121.144211;;;;;;;;;154.877563;8.084627;129.675232;9.296258;;;;;;
129.687286;121.158005;;;;;;;;;154.889618;8.084627;129.687286;9.29879;;;;;;
129.699341;121.17041;;;;;;;;;154.901672;8.084627;129.699341;9.301227;;;;;;
129.711395;121.182907;;;;;;;;;154.913727;8.084627;129.711395;9.303601;;;;;;
129.723434;121.195663;;;;;;;;;154.925766;8.084627;129.723434;9.305964;;;;;;
129.735489;121.208229;;;;;;;;;154.93782;8.084627;129.735489;9.308319;;;;;;
129.747543;121.22303;;;;;;;;;154.949875;8.084627;129.747543;9.310679;;;;;;
129.759598;121.238838;;;;;;;;;154.961929;8.084627;129.759598;9.313042;;;;;;
129.771652;121.253754;;;;;;;;;154.973984;8.084627;129.771652;9.315365;;;;;;
129.783707;121.269279;;;;;;;;;154.986038;8.084627;129.783707;9.317824;;;;;;
129.795746;121.283157;;;;;;;;;154.998077;8.084627;129.795746;9.320284;;;;;;
129.8078;121.29496;;;;;;;;;155.010132;8.084627;129.8078;9.322787;;;;;;
129.819855;121.310432;;;;;;;;;155.022186;8.084627;129.819855;9.325328;;;;;;
129.831909;121.323051;;;;;;;;;155.034241;8.084627;129.831909;9.327923;;;;;;
129.843964;121.336006;;;;;;;;;155.046295;8.084627;129.843964;9.330513;;;;;;
129.856018;121.351936;;;;;;;;;155.05835;8.084627;129.856018;9.333097;;;;;;
129.868057;121.367485;;;;;;;;;155.070389;8.084627;129.868057;9.335572;;;;;;
129.880112;121.384201;;;;;;;;;155.082443;8.084627;129.880112;9.338051;;;;;;
129.892166;121.397011;;;;;;;;;155.094498;8.084627;129.892166;9.340446;;;;;;
129.904221;121.407875;;;;;;;;;155.106552;8.084627;129.904221;9.342855;;;;;;
129.916275;121.417435;;;;;;;;;155.118607;8.087652;129.916275;9.345184;;;;;;
129.928314;121.428658;;;;;;;;;155.130646;8.090676;129.928314;9.347554;;;;;;
129.940369;121.439415;;;;;;;;;155.1427;8.093701;129.940369;9.349929;;;;;;
129.952423;121.450996;;;;;;;;;155.154755;8.096726;129.952423;9.352365;;;;;;
129.964478;121.461136;;;;;;;;;155.166809;8.099751;129.964478;9.354782;;;;;;
129.976532;121.476204;;;;;;;;;155.178864;8.102776;129.976532;9.357239;;;;;;
129.988586;121.491554;;;;;;;;;155.190918;8.105801;129.988586;9.359675;;;;;;
130.000626;121.507698;;;;;;;;;155.202957;8.108826;130.000626;9.36214;;;;;;
130.01268;121.518951;;;;;;;;;155.215012;8.11185;130.01268;9.364585;;;;;;
130.024734;121.528503;;;;;;;;;155.227066;8.114875;130.024734;9.367052;;;;;;
130.036789;121.539574;;;;;;;;;155.23912;8.114875;130.036789;9.369448;;;;;;
130.048843;121.553688;;;;;;;;;155.251175;8.114875;130.048843;9.371895;;;;;;
130.060898;121.569;;;;;;;;;155.263229;8.114875;130.060898;9.374389;;;;;;
130.072937;121.585472;;;;;;;;;155.275269;8.114875;130.072937;9.376987;;;;;;
130.084991;121.600502;;;;;;;;;155.287323;8.114875;130.084991;9.379579;;;;;;
130.097046;121.614845;;;;;;;;;155.299377;8.114875;130.097046;9.382172;;;;;;
130.1091;121.630112;;;;;;;;;155.311432;8.114875;130.1091;9.384814;;;;;;
130.121155;121.64518;;;;;;;;;155.323486;8.114875;130.121155;9.387527;;;;;;
130.133209;121.657768;;;;;;;;;155.335541;8.114875;130.133209;9.390231;;;;;;
130.145248;121.667503;;;;;;;;;155.34758;8.114875;130.145248;9.392923;;;;;;
130.157303;121.677963;;;;;;;;;155.359634;8.114875;130.157303;9.395555;;;;;;
130.169357;121.690628;;;;;;;;;155.371689;8.114875;130.169357;9.398123;;;;;;
130.181412;121.703049;;;;;;;;;155.383743;8.114875;130.181412;9.400661;;;;;;
130.193466;121.714546;;;;;;;;;155.395798;8.114875;130.193466;9.403216;;;;;;
130.205505;121.725258;;;;;;;;;155.407837;8.114875;130.205505;9.405803;;;;;;
130.21756;121.735519;;;;;;;;;155.419891;8.114875;130.21756;9.408379;;;;;;
130.229614;121.746758;;;;;;;;;155.431946;8.114875;130.229614;9.410976;;;;;;
130.241669;121.758896;;;;;;;;;155.444;8.114875;130.241669;9.413531;;;;;;
130.253723;121.77153;;;;;;;;;155.456055;8.114875;130.253723;9.416129;;;;;;
130.265778;121.78302;;;;;;;;;155.468109;8.114875;130.265778;9.418782;;;;;;
130.277817;121.793922;;;;;;;;;155.480148;8.114875;130.277817;9.421344;;;;;;
130.289871;121.805717;;;;;;;;;155.492203;8.114875;130.289871;9.42386;;;;;;
130.301926;121.819427;;;;;;;;;155.504257;8.114875;130.301926;9.426492;;;;;;
130.31398;121.833923;;;;;;;;;155.516312;8.114875;130.31398;9.429028;;;;;;
130.326035;121.850136;;;;;;;;;155.528366;8.114875;130.326035;9.431502;;;;;;
130.338089;121.863365;;;;;;;;;155.540421;8.114875;130.338089;9.433967;;;;;;
130.350128;121.877792;;;;;;;;;155.55246;8.114875;130.350128;9.436447;;;;;;
130.362183;121.889877;;;;;;;;;155.564514;8.114875;130.362183;sep.88;;;;;;
130.374237;121.90519;;;;;;;;;155.576569;8.114875;130.374237;9.44125;;;;;;
130.386292;121.921944;;;;;;;;;155.588623;8.114875;130.386292;9.443626;;;;;;
130.398346;121.934082;;;;;;;;;155.600677;8.114875;130.398346;9.446034;;;;;;
130.4104;121.946716;;;;;;;;;155.612732;8.114875;130.4104;9.448443;;;;;;
130.42244;121.962982;;;;;;;;;155.624771;8.114875;130.42244;9.450867;;;;;;
130.434494;121.978317;;;;;;;;;155.636826;8.114875;130.434494;9.453313;;;;;;
130.446548;121.992165;;;;;;;;;155.64888;8.114875;130.446548;9.455933;;;;;;
130.458603;122.005722;;;;;;;;;155.660934;8.114875;130.458603;9.458434;;;;;;
130.470657;122.020554;;;;;;;;;155.672989;8.114875;130.470657;9.461048;;;;;;
130.482697;122.031181;;;;;;;;;155.685028;8.114875;130.482697;9.463539;;;;;;
130.494751;122.045326;;;;;;;;;155.697083;8.114875;130.494751;9.466017;;;;;;
