Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;;;;;;
UV 1_280;;Conc B;;Injection;;Run Log;;Fraction;;UV 1_280_CUT_TEMP@100,BASEM;;Cond;;;;;;;
ml;mAU;ml;%;ml;Injection;ml;Logbook;ml;Fraction;ml;mAU;ml;mS/cm;;;;;;
89.49456;39.086601;;;;;;;;;114.696899;6.379412;89.49456;1.718105;;;;;;
89.506615;39.087303;;;;;;;;;114.708954;6.379412;89.506615;1.718069;;;;;;
89.518669;39.086731;;;;;;;;;114.720993;6.379412;89.518669;1.718028;;;;;;
89.530716;39.085594;;;;;;;;;114.733047;6.379412;89.530716;1.718004;;;;;;
89.54277;39.085381;;;;;;;;;114.745102;6.381725;89.54277;1.71797;;;;;;
89.554825;39.085155;;;;;;;;;114.757156;6.384039;89.554825;1.717955;;;;;;
89.566872;39.086773;;;;;;;;;114.769211;6.386352;89.566872;1.717939;;;;;;
89.578926;39.087734;;;;;;;;;114.78125;6.388665;89.578926;1.717919;;;;;;
89.590981;39.08733;;;;;;;;;114.793304;6.390979;89.590981;1.717897;;;;;;
89.603027;39.087223;;;;;;;;;114.805359;6.393292;89.603027;1.717878;;;;;;
89.615082;39.086124;;;;;;;;;114.817413;6.395605;89.615082;1.717855;;;;;;
89.627136;39.086002;;;;;;;;;114.829468;6.397918;89.627136;1.717817;;;;;;
89.639183;39.086143;;;;;;;;;114.841522;6.400232;89.639183;1.71781;;;;;;
89.651237;39.086052;;;;;;;;;114.853561;6.402545;89.651237;1.717811;;;;;;
89.663284;39.085575;;;;;;;;;114.865616;6.402545;89.663284;1.717803;;;;;;
89.675339;39.086323;;;;;;;;;114.87767;6.402545;89.675339;1.717793;;;;;;
89.687393;39.086922;;;;;;;;;114.889725;6.402545;89.687393;1.717755;;;;;;
89.69944;39.08614;;;;;;;;;114.901779;6.402545;89.69944;1.717744;;;;;;
89.711494;39.085087;;;;;;;;;114.913834;6.402545;89.711494;1.71774;;;;;;
89.723549;39.083061;;;;;;;;;114.925873;6.402545;89.723549;1.717699;;;;;;
89.735596;39.083183;;;;;;;;;114.937927;6.402545;89.735596;1.717647;;;;;;
89.74765;39.084564;;;;;;;;;114.949982;6.402545;89.74765;1.717633;;;;;;
89.759705;39.085503;;;;;;;;;114.962036;6.402545;89.759705;1.717648;;;;;;
89.771751;39.086456;;;;;;;;;114.974091;6.402545;89.771751;1.717666;;;;;;
89.783806;39.086754;;;;;;;;;114.986145;6.402545;89.783806;1.71767;;;;;;
89.79586;39.087036;;;;;;;;;114.998184;6.402545;89.79586;1.717695;;;;;;
89.807907;39.087944;;;;;;;;;115.010239;6.402545;89.807907;1.717739;;;;;;
89.819962;39.088665;;;;;;;;;115.022293;6.402545;89.819962;1.717746;;;;;;
89.832016;39.089245;;;;;;;;;115.034348;6.402545;89.832016;1.717736;;;;;;
89.844063;39.090019;;;;;;;;;115.046402;6.402545;89.844063;1.717733;;;;;;
89.856117;39.089821;;;;;;;;;115.058441;6.402545;89.856117;1.717733;;;;;;
89.868172;39.090176;;;;;;;;;115.070496;6.402545;89.868172;1.717732;;;;;;
89.880219;39.09148;;;;;;;;;115.08255;6.402545;89.880219;1.717771;;;;;;
89.892273;39.090874;;;;;;;;;115.094604;6.402545;89.892273;1.717772;;;;;;
89.904327;39.090504;;;;;;;;;115.106659;6.402545;89.904327;1.717774;;;;;;
89.916374;39.089382;;;;;;;;;115.118713;6.402545;89.916374;1.717736;;;;;;
89.928429;39.08931;;;;;;;;;115.130753;6.402545;89.928429;1.717731;;;;;;
89.940475;39.088066;;;;;;;;;115.142807;6.402545;89.940475;1.717715;;;;;;
89.95253;39.085938;;;;;;;;;115.154861;6.402545;89.95253;1.717662;;;;;;
89.964584;39.085815;;;;;;;;;115.166916;6.402545;89.964584;1.717636;;;;;;
89.976631;39.085442;;;;;;;;;115.17897;6.402545;89.976631;1.717584;;;;;;
89.988686;39.086716;;;;;;;;;115.191025;6.402545;89.988686;1.717589;;;;;;
90.00074;39.086849;;;;;;;;;115.203064;6.402545;90.00074;1.717548;;;;;;
90.012787;39.086212;;;;;;;;;115.215118;6.402545;90.012787;1.717501;;;;;;
90.024841;39.08762;;;;;;;;;115.227173;6.404838;90.024841;1.717457;;;;;;
90.036896;39.087406;;;;;;;;;115.239227;6.407131;90.036896;1.717476;;;;;;
90.048943;39.086609;;;;;;;;;115.251282;6.409424;90.048943;1.717469;;;;;;
90.060997;39.086895;;;;;;;;;115.263336;6.411716;90.060997;1.717433;;;;;;
90.073051;39.087185;;;;;;;;;115.275375;6.41401;90.073051;1.717449;;;;;;
90.085098;39.089169;;;;;;;;;115.28743;6.416303;90.085098;1.717456;;;;;;
90.097153;39.090176;;;;;;;;;115.299484;6.418595;90.097153;1.71745;;;;;;
90.109207;39.090233;;;;;;;;;115.311539;6.420888;90.109207;1.717432;;;;;;
90.121254;39.090069;;;;;;;;;115.323593;6.423181;90.121254;1.717414;;;;;;
90.133308;39.087547;;;;;;;;;115.335632;6.425474;90.133308;1.717408;;;;;;
90.145363;39.087883;;;;;;;;;115.347687;6.425474;90.145363;1.717376;;;;;;
90.15741;39.086002;;;;;;;;;115.359741;6.425474;90.15741;1.717327;;;;;;
90.169464;39.086525;;;;;;;;;115.371796;6.425474;90.169464;1.717312;;;;;;
90.181519;39.085335;;;;;;;;;115.38385;6.425474;90.181519;1.717295;;;;;;
90.193565;39.086834;;;;;;;;;115.395905;6.425474;90.193565;1.717258;;;;;;
90.20562;39.08556;;;;;;;;;115.407944;6.425474;90.20562;1.717277;;;;;;
90.217667;39.083912;;;;;;;;;115.419998;6.425474;90.217667;1.717287;;;;;;
90.229721;39.081177;;;;;;;;;115.432053;6.425474;90.229721;jan.73;;;;;;
90.241776;39.080391;;;;;;;;;115.444107;6.425474;90.241776;1.717329;;;;;;
90.253822;39.080196;;;;;;;;;115.456161;6.425474;90.253822;1.717334;;;;;;
90.265877;39.081242;;;;;;;;;115.468216;6.425474;90.265877;1.717306;;;;;;
90.277931;39.082508;;;;;;;;;115.480255;6.425474;90.277931;1.717312;;;;;;
90.289978;39.081913;;;;;;;;;115.49231;6.425474;90.289978;1.717283;;;;;;
90.302032;39.082199;;;;;;;;;115.504364;6.425474;90.302032;1.71725;;;;;;
90.314087;39.082569;;;;;;;;;115.516418;6.425474;90.314087;1.717237;;;;;;
90.326134;39.081371;;;;;;;;;115.528473;6.425474;90.326134;1.717189;;;;;;
90.338188;39.079472;;;;;;;;;115.540527;6.425474;90.338188;1.717207;;;;;;
90.350243;39.079422;;;;;;;;;115.552567;6.425474;90.350243;1.717212;;;;;;
90.362289;39.079353;;;;;;;;;115.564621;6.425474;90.362289;1.717235;;;;;;
90.374344;39.080246;;;;;;;;;115.576675;6.425474;90.374344;1.717247;;;;;;
90.386398;39.07798;;;;;;;;;115.58873;6.425474;90.386398;1.717232;;;;;;
90.398445;39.079033;;;;;;;;;115.600784;6.425474;90.398445;1.71719;;;;;;
90.4105;39.079014;;;;;;;;;115.612823;6.425474;90.4105;1.717193;;;;;;
90.422554;39.079327;;;;;;;;;115.624878;6.425474;90.422554;1.717184;;;;;;
90.434601;39.078564;;;;;;;;;115.636932;6.425474;90.434601;1.717192;;;;;;
90.446655;39.079292;;;;;;;;;115.648987;6.425474;90.446655;1.717196;;;;;;
90.45871;39.079765;;;;;;;;;115.661041;6.425474;90.45871;1.717221;;;;;;
90.470757;39.078793;;;;;;;;;115.673096;6.425474;90.470757;1.717248;;;;;;
90.482811;39.079216;;;;;;;;;115.685135;6.425474;90.482811;1.71727;;;;;;
90.494858;39.078007;;;;;;;;;115.697189;6.425474;90.494858;1.717275;;;;;;
90.506912;39.078865;;;;;;;;;115.709244;6.427747;90.506912;1.717276;;;;;;
90.518967;39.079185;;;;;;;;;115.721298;6.430019;90.518967;1.717284;;;;;;
90.531013;39.079746;;;;;;;;;115.733353;6.432292;90.531013;1.717316;;;;;;
90.543068;39.080139;;;;;;;;;115.745407;6.434565;90.543068;1.717315;;;;;;
90.555122;39.080769;;;;;;;;;115.757446;6.436838;90.555122;1.717296;;;;;;
90.567169;39.080345;;;;;;;;;115.769501;6.43911;90.567169;1.717309;;;;;;
90.579224;39.079311;;;;;;;;;115.781555;6.441383;90.579224;1.717324;;;;;;
90.591278;39.079205;;;;;;;;;115.79361;6.443656;90.591278;1.717339;;;;;;
90.603325;39.079327;;;;;;;;;115.805664;6.445929;90.603325;1.717366;;;;;;
90.615379;39.079258;;;;;;;;;115.817719;6.448201;90.615379;1.717359;;;;;;
90.627434;39.080692;;;;;;;;;115.829758;6.448201;90.627434;1.717369;;;;;;
90.639481;39.081806;;;;;;;;;115.841812;6.448201;90.639481;1.717384;;;;;;
90.651535;39.08139;;;;;;;;;115.853867;6.448201;90.651535;1.71738;;;;;;
90.663589;39.079319;;;;;;;;;115.865921;6.448201;90.663589;1.717403;;;;;;
90.675636;39.079815;;;;;;;;;115.877975;6.448201;90.675636;1.717422;;;;;;
90.687691;39.081268;;;;;;;;;115.890015;6.448201;90.687691;1.717429;;;;;;
90.699745;39.080681;;;;;;;;;115.902069;6.448201;90.699745;1.717356;;;;;;
90.711792;39.079975;;;;;;;;;115.914124;6.448201;90.711792;1.717343;;;;;;
90.723846;39.078697;;;;;;;;;115.926178;6.448201;90.723846;1.717358;;;;;;
90.735901;39.07724;;;;;;;;;115.938232;6.448201;90.735901;1.717388;;;;;;
90.747948;39.076347;;;;;;;;;115.950287;6.448201;90.747948;1.717409;;;;;;
90.760002;39.076294;;;;;;;;;115.962326;6.448201;90.760002;1.717453;;;;;;
90.772057;39.07444;;;;;;;;;115.97438;6.448201;90.772057;1.717446;;;;;;
90.784103;39.0737;;;;;;;;;115.986435;6.448201;90.784103;1.717472;;;;;;
90.796158;39.075066;;;;;;;;;115.998489;6.448201;90.796158;1.717445;;;;;;
90.808205;39.076187;;;;;;;;;116.010544;6.448201;90.808205;1.717474;;;;;;
90.820259;39.075314;;;;;;;;;116.022598;6.448201;90.820259;1.717498;;;;;;
90.832314;39.074509;;;;;;;;;116.034637;6.448201;90.832314;jan.75;;;;;;
90.84436;39.074627;;;;;;;;;116.046692;6.448201;90.84436;1.717481;;;;;;
90.856415;39.074078;;;;;;;;;116.058746;6.448201;90.856415;1.71751;;;;;;
90.868469;39.074871;;;;;;;;;116.070801;6.448201;90.868469;1.717511;;;;;;
90.880516;39.075867;;;;;;;;;116.082855;6.448201;90.880516;1.71755;;;;;;
90.89257;39.076424;;;;;;;;;116.09491;6.448201;90.89257;1.717585;;;;;;
90.904625;39.076717;;;;;;;;;116.106949;6.448201;90.904625;1.717579;;;;;;
90.916672;39.076393;;;;;;;;;116.119003;6.448201;90.916672;1.71753;;;;;;
90.928726;39.076946;;;;;;;;;116.131058;6.448201;90.928726;1.717472;;;;;;
90.940781;39.076714;;;;;;;;;116.143112;6.448201;90.940781;1.717457;;;;;;
90.952827;39.077007;;;;;;;;;116.155167;6.448201;90.952827;1.717431;;;;;;
90.964882;39.076038;;;;;;;;;116.167206;6.448201;90.964882;1.717396;;;;;;
90.976936;39.073467;;;;;;;;;116.17926;6.448201;90.976936;1.717384;;;;;;
90.988983;39.072411;;;;;;;;;116.191315;6.450454;90.988983;1.717348;;;;;;
91.001038;39.072094;;;;;;;;;116.203369;6.452706;91.001038;1.717361;;;;;;
91.013092;39.071774;;;;;;;;;116.215424;6.454959;91.013092;1.717396;;;;;;
91.025139;39.073864;;;;;;;;;116.227478;6.457211;91.025139;1.717439;;;;;;
91.037193;39.075878;;;;;;;;;116.239517;6.459464;91.037193;1.71751;;;;;;
91.049248;39.076824;;;;;;;;;116.251572;6.461717;91.049248;1.717596;;;;;;
91.061295;39.076435;;;;;;;;;116.263626;6.463969;91.061295;1.717639;;;;;;
91.073349;39.075371;;;;;;;;;116.275681;6.466222;91.073349;1.717701;;;;;;
91.085396;39.074497;;;;;;;;;116.287735;6.468474;91.085396;1.717765;;;;;;
91.09745;39.073338;;;;;;;;;116.299789;6.470727;91.09745;1.717808;;;;;;
91.109505;39.073074;;;;;;;;;116.311829;6.470727;91.109505;1.717845;;;;;;
91.121552;39.075638;;;;;;;;;116.323883;6.470727;91.121552;1.717878;;;;;;
91.133606;39.07737;;;;;;;;;116.335938;6.470727;91.133606;1.717876;;;;;;
91.14566;39.078461;;;;;;;;;116.347992;6.470727;91.14566;1.717859;;;;;;
91.157707;39.078861;;;;;;;;;116.360046;6.470727;91.157707;1.717849;;;;;;
91.169762;39.076763;;;;;;;;;116.372101;6.470727;91.169762;1.717847;;;;;;
91.181816;39.07457;;;;;;;;;116.38414;6.470727;91.181816;1.71784;;;;;;
91.193863;39.073994;;;;;;;;;116.396194;6.470727;91.193863;1.717828;;;;;;
91.205917;39.074352;;;;;;;;;116.408249;6.470727;91.205917;1.71787;;;;;;
91.217972;39.074799;;;;;;;;;116.420303;6.470727;91.217972;1.717934;;;;;;
91.230019;39.075493;;;;;;;;;116.432358;6.470727;91.230019;1.717938;;;;;;
91.242073;39.075897;;;;;;;;;116.444397;6.470727;91.242073;1.717931;;;;;;
91.254128;39.076096;;;;;;;;;116.456451;6.470727;91.254128;1.71797;;;;;;
91.266174;39.07613;;;;;;;;;116.468506;6.470727;91.266174;1.718006;;;;;;
91.278229;39.073803;;;;;;;;;116.48056;6.470727;91.278229;1.718014;;;;;;
91.290283;39.071606;;;;;;;;;116.492615;6.470727;91.290283;1.718028;;;;;;
91.30233;39.07127;;;;;;;;;116.504669;6.470727;91.30233;1.718055;;;;;;
91.314384;39.071022;;;;;;;;;116.516708;6.470727;91.314384;1.718095;;;;;;
91.326439;39.072117;;;;;;;;;116.528763;6.470727;91.326439;1.718136;;;;;;
91.338486;39.072227;;;;;;;;;116.540817;6.470727;91.338486;1.718145;;;;;;
91.35054;39.07037;;;;;;;;;116.552872;6.470727;91.35054;1.718139;;;;;;
91.362587;39.06945;;;;;;;;;116.564926;6.470727;91.362587;1.71812;;;;;;
91.374641;39.069275;;;;;;;;;116.576981;6.470727;91.374641;1.718073;;;;;;
91.386696;39.06992;;;;;;;;;116.58902;6.470727;91.386696;1.718052;;;;;;
91.398743;39.07106;;;;;;;;;116.601074;6.470727;91.398743;1.718057;;;;;;
91.410797;39.071712;;;;;;;;;116.613129;6.470727;91.410797;1.718063;;;;;;
91.422852;39.072239;;;;;;;;;116.625183;6.470727;91.422852;1.718061;;;;;;
91.434898;39.072861;;;;;;;;;116.637238;6.470727;91.434898;1.718056;;;;;;
91.446953;39.073402;;;;;;;;;116.649292;6.470727;91.446953;1.718059;;;;;;
91.459007;39.07415;;;;;;;;;116.661331;6.470727;91.459007;1.718042;;;;;;
91.471054;39.074955;;;;;;;;;116.673386;6.47296;91.471054;1.718039;;;;;;
91.483109;39.075012;;;;;;;;;116.68544;6.475192;91.483109;1.718071;;;;;;
91.495163;39.075111;;;;;;;;;116.697495;6.477425;91.495163;1.718108;;;;;;
91.50721;39.074974;;;;;;;;;116.709549;6.479657;91.50721;1.718155;;;;;;
91.519264;39.073929;;;;;;;;;116.721588;6.48189;91.519264;1.718202;;;;;;
91.531319;39.072811;;;;;;;;;116.733643;6.484123;91.531319;1.718218;;;;;;
91.543365;39.070847;;;;;;;;;116.745697;6.486355;91.543365;1.718207;;;;;;
91.55542;39.068424;;;;;;;;;116.757751;6.488588;91.55542;1.718221;;;;;;
91.567474;39.067703;;;;;;;;;116.769806;6.49082;91.567474;1.718262;;;;;;
91.579521;39.067444;;;;;;;;;116.78186;6.493053;91.579521;1.718301;;;;;;
91.591576;39.066109;;;;;;;;;116.7939;6.493053;91.591576;1.718323;;;;;;
91.60363;39.065033;;;;;;;;;116.805954;6.493053;91.60363;1.718369;;;;;;
91.615677;39.063705;;;;;;;;;116.818008;6.493053;91.615677;1.718454;;;;;;
91.627731;39.062511;;;;;;;;;116.830063;6.493053;91.627731;1.718521;;;;;;
91.639778;39.062473;;;;;;;;;116.842117;6.493053;91.639778;1.718563;;;;;;
91.651833;39.063408;;;;;;;;;116.854172;6.493053;91.651833;1.718641;;;;;;
91.663887;39.064301;;;;;;;;;116.866211;6.493053;91.663887;1.718713;;;;;;
91.675934;39.066025;;;;;;;;;116.878265;6.493053;91.675934;1.718764;;;;;;
91.687988;39.067043;;;;;;;;;116.89032;6.493053;91.687988;1.71885;;;;;;
91.700043;39.066692;;;;;;;;;116.902374;6.493053;91.700043;1.718939;;;;;;
91.71209;39.067677;;;;;;;;;116.914429;6.493053;91.71209;1.719028;;;;;;
91.724144;39.070099;;;;;;;;;116.926483;6.493053;91.724144;1.719106;;;;;;
91.736198;39.071899;;;;;;;;;116.938522;6.493053;91.736198;1.719205;;;;;;
91.748245;39.072342;;;;;;;;;116.950577;6.493053;91.748245;1.71931;;;;;;
91.7603;39.070934;;;;;;;;;116.962631;6.493053;91.7603;1.719404;;;;;;
91.772354;39.07106;;;;;;;;;116.974686;6.493053;91.772354;1.719541;;;;;;
91.784401;39.069557;;;;;;;;;116.98674;6.493053;91.784401;1.719666;;;;;;
91.796455;39.068874;;;;;;;;;116.998779;6.493053;91.796455;1.719792;;;;;;
91.80851;39.068199;;;;;;;;;117.010834;6.493053;91.80851;1.719957;;;;;;
91.820557;39.066231;;;;;;;;;117.022888;6.493053;91.820557;1.720117;;;;;;
91.832611;39.064251;;;;;;;;;117.034943;6.493053;91.832611;1.720265;;;;;;
91.844666;39.064163;;;;;;;;;117.046997;6.493053;91.844666;1.720436;;;;;;
91.856712;39.064507;;;;;;;;;117.059052;6.493053;91.856712;1.720609;;;;;;
91.868767;39.063984;;;;;;;;;117.071091;6.493053;91.868767;1.720779;;;;;;
91.880821;39.06118;;;;;;;;;117.083145;6.493053;91.880821;1.72095;;;;;;
91.892868;39.057678;;;;;;;;;117.0952;6.493053;91.892868;1.721115;;;;;;
91.904922;39.058994;;;;;;;;;117.107254;6.493053;91.904922;1.721303;;;;;;
91.916969;39.059101;;;;;;;;;117.119308;6.493053;91.916969;1.721506;;;;;;
91.929024;39.058208;;;;;;;;;117.131363;6.493053;91.929024;1.721722;;;;;;
91.941078;39.057686;;;;;;;;;117.143402;6.493053;91.941078;1.721946;;;;;;
91.953125;39.058613;;;;;;;;;117.155457;6.495266;91.953125;1.722106;;;;;;
91.965179;39.057705;;;;;;;;;117.167511;6.497478;91.965179;1.722292;;;;;;
91.977234;39.058674;;;;;;;;;117.179565;6.499691;91.977234;1.722508;;;;;;
91.989281;39.059513;;;;;;;;;117.19162;6.501904;91.989281;1.722719;;;;;;
92.001335;39.059364;;;;;;;;;117.203674;6.504117;92.001335;1.722925;;;;;;
92.01339;39.058754;;;;;;;;;117.215714;6.50633;92.01339;1.723094;;;;;;
92.025436;39.060032;;;;;;;;;117.227768;6.508543;92.025436;1.723292;;;;;;
92.037491;39.060879;;;;;;;;;117.239822;6.510756;92.037491;1.723529;;;;;;
92.049545;39.059242;;;;;;;;;117.251877;6.512968;92.049545;jan.38;;;;;;
92.061592;39.05899;;;;;;;;;117.263931;6.515181;92.061592;1.724069;;;;;;
92.073647;39.060459;;;;;;;;;117.27597;6.515181;92.073647;1.724321;;;;;;
92.085701;39.06123;;;;;;;;;117.288025;6.515181;92.085701;1.724591;;;;;;
92.097748;39.060463;;;;;;;;;117.300079;6.515181;92.097748;1.724881;;;;;;
92.109802;39.060993;;;;;;;;;117.312134;6.515181;92.109802;1.725161;;;;;;
92.121857;39.061573;;;;;;;;;117.324188;6.515181;92.121857;1.725434;;;;;;
92.133904;39.060791;;;;;;;;;117.336243;6.515181;92.133904;1.725718;;;;;;
92.145958;39.061943;;;;;;;;;117.348282;6.515181;92.145958;1.726037;;;;;;
92.158012;39.059917;;;;;;;;;117.360336;6.515181;92.158012;1.726375;;;;;;
92.170059;39.058857;;;;;;;;;117.372391;6.515181;92.170059;1.726681;;;;;;
92.182114;39.057541;;;;;;;;;117.384445;6.515181;92.182114;1.72701;;;;;;
92.19416;39.058533;;;;;;;;;117.3965;6.515181;92.19416;1.727335;;;;;;
92.206215;39.059822;;;;;;;;;117.408554;6.515181;92.206215;1.727681;;;;;;
92.218269;39.059143;;;;;;;;;117.420593;6.515181;92.218269;1.728034;;;;;;
92.230316;39.059437;;;;;;;;;117.432648;6.515181;92.230316;1.728397;;;;;;
92.242371;39.057983;;;;;;;;;117.444702;6.515181;92.242371;1.728751;;;;;;
92.254425;39.056847;;;;;;;;;117.456757;6.515181;92.254425;1.729137;;;;;;
92.266472;39.05542;;;;;;;;;117.468811;6.515181;92.266472;1.729468;;;;;;
92.278526;39.055992;;;;;;;;;117.480865;6.515181;92.278526;1.729794;;;;;;
92.290581;39.055359;;;;;;;;;117.492905;6.515181;92.290581;1.730171;;;;;;
92.302628;39.053478;;;;;;;;;117.504959;6.515181;92.302628;1.730585;;;;;;
92.314682;39.051647;;;;;;;;;117.517014;6.515181;92.314682;1.731032;;;;;;
92.326736;39.049156;;;;;;;;;117.529068;6.515181;92.326736;1.731455;;;;;;
92.338783;39.047993;;;;;;;;;117.541122;6.515181;92.338783;1.731897;;;;;;
92.350838;39.04636;;;;;;;;;117.553162;6.515181;92.350838;1.732355;;;;;;
92.362892;39.04649;;;;;;;;;117.565216;6.515181;92.362892;1.73283;;;;;;
92.374939;39.045624;;;;;;;;;117.577271;6.515181;92.374939;1.733336;;;;;;
92.386993;39.044613;;;;;;;;;117.589325;6.515181;92.386993;1.733819;;;;;;
92.399048;39.044098;;;;;;;;;117.601379;6.515181;92.399048;1.734276;;;;;;
92.411095;39.044144;;;;;;;;;117.613434;6.515181;92.411095;1.734748;;;;;;
92.423149;39.044186;;;;;;;;;117.625473;6.515181;92.423149;1.73521;;;;;;
92.435204;39.042923;;;;;;;;;117.637527;6.517374;92.435204;1.735652;;;;;;
92.44725;39.041851;;;;;;;;;117.649582;6.519567;92.44725;1.736145;;;;;;
92.459305;39.042767;;;;;;;;;117.661636;6.52176;92.459305;1.736704;;;;;;
92.471352;39.042896;;;;;;;;;117.673691;6.523954;92.471352;1.737296;;;;;;
92.483406;39.04187;;;;;;;;;117.685745;6.526147;92.483406;1.737876;;;;;;
92.495461;39.042599;;;;;;;;;117.697784;6.52834;92.495461;1.738452;;;;;;
92.507507;39.042763;;;;;;;;;117.709839;6.530533;92.507507;1.739009;;;;;;
92.519562;39.042992;;;;;;;;;117.721893;6.532726;92.519562;1.739581;;;;;;
92.531616;39.041759;;;;;;;;;117.733948;6.53492;92.531616;1.740159;;;;;;
92.543663;39.041534;;;;;;;;;117.746002;6.537113;92.543663;1.740741;;;;;;
92.555717;39.039658;;;;;;;;;117.758057;6.537113;92.555717;1.741299;;;;;;
92.567772;39.038582;;;;;;;;;117.770096;6.537113;92.567772;1.741958;;;;;;
92.579819;39.037182;;;;;;;;;117.78215;6.537113;92.579819;1.742635;;;;;;
92.591873;39.037289;;;;;;;;;117.794205;6.537113;92.591873;1.743264;;;;;;
92.603928;39.037296;;;;;;;;;117.806259;6.537113;92.603928;1.743868;;;;;;
92.615974;39.036167;;;;;;;;;117.818314;6.537113;92.615974;1.744506;;;;;;
92.628029;39.036381;;;;;;;;;117.830353;6.537113;92.628029;1.745158;;;;;;
92.640083;39.035389;;;;;;;;;117.842407;6.537113;92.640083;1.745861;;;;;;
92.65213;39.035034;;;;;;;;;117.854462;6.537113;92.65213;1.746571;;;;;;
92.664185;39.032642;;;;;;;;;117.866516;6.537113;92.664185;1.747283;;;;;;
92.676239;39.033203;;;;;;;;;117.878571;6.537113;92.676239;1.748042;;;;;;
92.688286;39.032433;;;;;;;;;117.890625;6.537113;92.688286;1.748805;;;;;;
92.70034;39.03175;;;;;;;;;117.902664;6.537113;92.70034;1.749524;;;;;;
92.712395;39.03286;;;;;;;;;117.914719;6.537113;92.712395;1.75025;;;;;;
92.724442;39.033707;;;;;;;;;117.926773;6.537113;92.724442;1.750975;;;;;;
92.736496;39.032761;;;;;;;;;117.938828;6.537113;92.736496;1.751717;;;;;;
92.748543;39.031635;;;;;;;;;117.950882;6.537113;92.748543;1.752495;;;;;;
92.760597;39.031883;;;;;;;;;117.962936;6.537113;92.760597;1.753319;;;;;;
92.772652;39.03196;;;;;;;;;117.974976;6.537113;92.772652;1.754084;;;;;;
92.784698;39.031651;;;;;;;;;117.98703;6.537113;92.784698;1.754879;;;;;;
92.796753;39.0308;;;;;;;;;117.999084;6.537113;92.796753;1.755646;;;;;;
92.808807;39.030373;;;;;;;;;118.011139;6.537113;92.808807;1.756424;;;;;;
92.820854;39.028603;;;;;;;;;118.023193;6.537113;92.820854;1.757211;;;;;;
92.832909;39.027344;;;;;;;;;118.035248;6.537113;92.832909;1.758034;;;;;;
92.844963;39.028149;;;;;;;;;118.047287;6.537113;92.844963;1.758911;;;;;;
92.85701;39.025806;;;;;;;;;118.059341;6.537113;92.85701;1.759837;;;;;;
92.869064;39.023735;;;;;;;;;118.071396;6.537113;92.869064;1.760778;;;;;;
92.881119;39.022484;;;;;;;;;118.08345;6.537113;92.881119;1.761686;;;;;;
92.893166;39.021732;;;;;;;;;118.095505;6.537113;92.893166;1.762598;;;;;;
92.90522;39.019085;;;;;;;;;118.107544;6.537113;92.90522;1.763555;;;;;;
92.917274;39.017155;;;;;;;;;118.119598;6.539286;92.917274;1.764541;;;;;;
92.929321;39.014847;;;;;;;;;118.131653;6.54146;92.929321;jan.55;;;;;;
92.941376;39.014164;;;;;;;;;118.143707;6.543633;92.941376;1.766451;;;;;;
92.95343;39.011009;;;;;;;;;118.155762;6.545807;92.95343;1.767399;;;;;;
92.965477;39.010036;;;;;;;;;118.167816;6.547981;92.965477;1.768392;;;;;;
92.977531;39.012112;;;;;;;;;118.179855;6.550154;92.977531;1.769381;;;;;;
92.989586;39.014618;;;;;;;;;118.19191;6.552328;92.989586;1.770424;;;;;;
93.001633;39.014381;;;;;;;;;118.203964;6.554502;93.001633;1.771475;;;;;;
93.013687;39.013157;;;;;;;;;118.216019;6.556675;93.013687;1.772515;;;;;;
93.025734;39.013317;;;;;;;;;118.228073;6.558849;93.025734;1.773587;;;;;;
93.037788;39.01231;;;;;;;;;118.240128;6.558849;93.037788;1.774657;;;;;;
93.049843;39.010143;;;;;;;;;118.252167;6.558849;93.049843;1.775775;;;;;;
93.06189;39.009487;;;;;;;;;118.264221;6.558849;93.06189;1.776917;;;;;;
93.073944;39.009766;;;;;;;;;118.276276;6.558849;93.073944;1.778021;;;;;;
93.085999;39.009834;;;;;;;;;118.28833;6.558849;93.085999;1.77913;;;;;;
93.098045;39.010593;;;;;;;;;118.300385;6.558849;93.098045;1.780307;;;;;;
93.1101;39.010593;;;;;;;;;118.312439;6.558849;93.1101;1.781482;;;;;;
93.122154;39.008236;;;;;;;;;118.324478;6.558849;93.122154;1.782672;;;;;;
93.134201;39.004677;;;;;;;;;118.336533;6.558849;93.134201;1.783857;;;;;;
93.146255;39.001762;;;;;;;;;118.348587;6.558849;93.146255;1.785061;;;;;;
93.15831;38.999889;;;;;;;;;118.360641;6.558849;93.15831;1.786265;;;;;;
93.170357;38.999161;;;;;;;;;118.372696;6.558849;93.170357;1.787459;;;;;;
93.182411;38.997707;;;;;;;;;118.384735;6.558849;93.182411;1.788646;;;;;;
93.194466;38.99741;;;;;;;;;118.39679;6.558849;93.194466;1.789863;;;;;;
93.206512;38.996819;;;;;;;;;118.408844;6.558849;93.206512;1.791138;;;;;;
93.218567;38.996193;;;;;;;;;118.420898;6.558849;93.218567;1.792419;;;;;;
93.230621;38.99646;;;;;;;;;118.432953;6.558849;93.230621;1.793713;;;;;;
93.242668;38.995747;;;;;;;;;118.445007;6.558849;93.242668;1.795041;;;;;;
93.254723;38.994331;;;;;;;;;118.457047;6.558849;93.254723;1.796355;;;;;;
