Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;
UV 1_280;;Conc B;;Cond;;Injection;;Run Log;;Fraction;;UV 1_280_CUT_TEMP@100,BASEM;;% Cond;
ml;mAU;ml;%;ml;mS/cm;ml;Injection;ml;Logbook;ml;Fraction;ml;mAU;ml;%
16.981586;1626.155151;;;59.185375;2.178683;;;;;;;42.203808;3.966553;;
16.989777;1626.356079;;;59.201748;2.178461;;;;;;;42.211994;3.966553;;
16.997963;1626.508301;;;59.218121;2.178247;;;;;;;42.220181;3.966553;;
17.006149;1626.680054;;;59.234493;2.17805;;;;;;;42.228367;3.966553;;
17.014336;1626.832275;;;59.250874;2.177818;;;;;;;42.236553;3.966553;;
17.022522;1626.94519;;;59.267246;2.177601;;;;;;;42.24474;3.966553;;
17.030708;1627.064453;;;59.283619;2.177398;;;;;;;42.252926;3.970073;;
17.038898;1627.195313;;;59.299992;2.177129;;;;;;;42.261112;3.973593;;
17.047085;1627.277466;;;59.316364;2.176897;;;;;;;42.269299;3.977113;;
17.055271;1627.346558;;;59.332737;2.176696;;;;;;;42.277485;3.980633;;
17.063457;1627.418091;;;59.349117;2.176534;;;;;;;42.285679;3.984153;;
17.071644;1627.468506;;;59.36549;2.176358;;;;;;;42.293865;3.987673;;
17.07983;1627.545288;;;59.381863;2.176173;;;;;;;42.302052;3.991193;;
17.08802;1627.604736;;;59.398235;2.17595;;;;;;;42.310238;3.994713;;
17.096207;1627.678467;;;59.414608;2.175774;;;;;;;42.318424;3.998232;;
17.104393;1627.706543;;;59.430981;2.175586;;;;;;;42.326611;4.001752;;
17.112579;1627.768799;;;59.447361;2.175375;;;;;;;42.334797;4.001752;;
17.120766;1627.797241;;;59.463734;2.175207;;;;;;;42.342983;4.001752;;
17.128952;1627.834961;;;59.480106;2.175014;;;;;;;42.35117;4.001752;;
17.137142;1627.879028;;;59.496479;2.174835;;;;;;;42.359356;4.001752;;
17.145329;1627.899536;;;59.512852;2.174664;;;;;;;42.367542;4.001752;;
17.153515;1627.929077;;;59.529224;2.17451;;;;;;;42.375729;4.001752;;
17.161701;1627.957642;;;59.545605;2.174272;;;;;;;42.383923;4.001752;;
17.169888;1627.974365;;;59.561977;2.174062;;;;;;;42.392109;4.001752;;
17.178074;1627.997314;;;59.57835;2.173837;;;;;;;42.400295;4.001752;;
17.186264;1628.003662;;;59.594723;2.173641;;;;;;;42.408482;4.001752;;
17.19445;1627.982666;;;59.611095;2.173491;;;;;;;42.416668;4.001752;;
17.202637;1627.994751;;;59.627468;2.173344;;;;;;;42.424854;4.001752;;
17.210823;1627.987549;;;59.643848;2.173173;;;;;;;42.433041;4.001752;;
17.219009;1627.96814;;;59.660221;2.172984;;;;;;;42.441227;4.001752;;
17.227196;1628.004028;;;59.676594;2.172782;;;;;;;42.449413;4.001752;;
17.235386;1628.027832;;;59.692966;2.172588;;;;;;;42.4576;4.001752;;
17.243572;1628.032349;;;59.709339;2.172408;;;;;;;42.465786;4.001752;;
17.251759;1628.064453;;;59.725712;2.172236;;;;;;;42.473972;4.001752;;
17.259945;1628.103271;;;59.742092;2.172072;;;;;;;42.482166;4.001752;;
17.268131;1628.128296;;;59.758465;2.171907;;;;;;;42.490353;4.001752;;
17.276318;1628.149414;;;59.774837;2.171761;;;;;;;42.498539;4.001752;;
17.284508;1628.161621;;;59.79121;2.171593;;;;;;;42.506725;4.001752;;
17.292694;1628.162109;;;59.807583;2.171379;;;;;;;42.514912;4.001752;;
17.30088;1628.139526;;;59.823956;2.171152;;;;;;;42.523098;4.001752;;
17.309067;1628.138428;;;59.840328;2.170916;;;;;;;42.531284;4.001752;;
17.317253;1628.141113;;;59.856709;2.170687;;;;;;;42.539471;4.001752;;
17.325439;1628.121948;;;59.873081;2.170488;;;;;;;42.547657;4.001752;;
17.33363;1628.0896;;;59.889454;2.170298;;;;;;;42.555843;4.001752;;
17.341816;1628.044678;;;59.905827;2.170121;;;;;;;42.56403;4.001752;;
17.350002;1627.994141;;;59.922199;2.169953;;;;;;;42.572216;4.001752;;
17.358189;1627.957886;;;59.938572;2.169783;;;;;;;42.58041;4.005274;;
17.366375;1627.917725;;;59.954952;2.16963;;;;;;;42.588596;4.008795;;
17.374561;1627.879272;;;59.971325;2.169489;;;;;;;42.596783;4.012317;;
17.382751;1627.854492;;;59.987698;2.169321;;;;;;;42.604969;4.015839;;
17.390938;1627.824585;;;60.00407;2.169096;;;;;;;42.613155;4.01936;;
17.399124;1627.78125;;;60.020443;2.16888;;;;;;;42.621342;4.022882;;
17.40731;1627.720093;;;60.036816;2.168735;;;;;;;42.629528;4.026403;;
17.415497;1627.639526;;;60.053196;2.168589;;;;;;;42.637714;4.029925;;
17.423683;1627.571777;;;60.069569;2.168443;;;;;;;42.645901;4.033446;;
17.43187;1627.515137;;;60.085941;2.168289;;;;;;;42.654087;4.036968;;
17.44006;1627.441406;;;60.102314;2.168099;;;;;;;42.662273;4.036968;;
17.448246;1627.380493;;;60.118687;2.167879;;;;;;;42.67046;4.036968;;
17.456432;1627.297852;;;60.135059;2.167696;;;;;;;42.678646;4.036968;;
17.464619;1627.207642;;;60.15144;2.167501;;;;;;;42.68684;4.036968;;
17.472805;1627.129639;;;60.167812;2.167333;;;;;;;42.695026;4.036968;;
17.480991;1627.050415;;;60.184185;2.167164;;;;;;;42.703213;4.036968;;
17.489182;1626.971802;;;60.200558;2.166952;;;;;;;42.711399;4.036968;;
17.497368;1626.880005;;;60.21693;2.166725;;;;;;;42.719585;4.036968;;
17.505554;1626.797852;;;60.233303;2.166543;;;;;;;42.727772;4.036968;;
17.513741;1626.743652;;;60.249683;2.16632;;;;;;;42.735958;4.036968;;
17.521927;1626.671631;;;60.266056;2.166165;;;;;;;42.744144;4.036968;;
17.530113;1626.601929;;;60.282429;2.165988;;;;;;;42.752331;4.036968;;
17.538303;1626.518311;;;60.298801;2.165761;;;;;;;42.760517;4.036968;;
17.54649;1626.447021;;;60.315174;2.165556;;;;;;;42.768703;4.036968;;
17.554676;1626.349487;;;60.331547;2.165364;;;;;;;42.77689;4.036968;;
17.562862;1626.258057;;;60.347927;2.165198;;;;;;;42.785084;4.036968;;
17.571049;1626.118652;;;60.3643;2.164994;;;;;;;42.79327;4.036968;;
17.579235;1625.998413;;;60.380672;2.164796;;;;;;;42.801456;4.036968;;
17.587425;1625.87915;;;60.397045;2.164621;;;;;;;42.809643;4.036968;;
17.595612;1625.727051;;;60.413418;2.164504;;;;;;;42.817829;4.036968;;
17.603798;1625.592407;;;60.42979;2.164281;;;;;;;42.826015;4.036968;;
17.611984;1625.470703;;;60.446171;2.164024;;;;;;;42.834202;4.036968;;
17.620171;1625.328369;;;60.462543;2.163787;;;;;;;42.842388;4.036968;;
17.628357;1625.223267;;;60.478916;2.163565;;;;;;;42.850574;4.036968;;
17.636547;1625.076782;;;60.495289;2.163367;;;;;;;42.858761;4.036968;;
17.644733;1624.930176;;;60.511662;2.163151;;;;;;;42.866947;4.036968;;
17.65292;1624.769531;;;60.528034;2.162901;;;;;;;42.875134;4.036968;;
17.661106;1624.627075;;;60.544415;2.162649;;;;;;;42.883327;4.036968;;
17.669292;1624.473633;;;60.560787;2.162442;;;;;;;42.891514;4.036968;;
17.677479;1624.295898;;;60.57716;2.162212;;;;;;;42.8997;4.036968;;
17.685669;1624.132935;;;60.593533;2.162019;;;;;;;42.907887;4.036968;;
17.693855;1623.955811;;;60.609905;2.161815;;;;;;;42.916073;4.036968;;
17.702042;1623.793823;;;60.626278;2.161618;;;;;;;42.924259;4.036968;;
17.710228;1623.60791;;;60.642658;2.16141;;;;;;;42.932446;4.036968;;
17.718414;1623.418335;;;60.659031;2.161203;;;;;;;42.940632;4.036968;;
17.726601;1623.226807;;;60.675404;2.160993;;;;;;;42.948818;4.036968;;
17.734791;1623.030273;;;60.691776;2.160795;;;;;;;42.957005;4.036968;;
17.742977;1622.841064;;;60.708149;2.160635;;;;;;;42.965191;4.036968;;
17.751163;1622.640015;;;60.724522;2.160462;;;;;;;42.973377;4.036968;;
17.75935;1622.457397;;;60.740894;2.160282;;;;;;;42.981571;4.036968;;
17.767536;1622.265869;;;60.757275;2.160082;;;;;;;42.989758;4.040491;;
17.775723;1622.079468;;;60.773647;2.15988;;;;;;;42.997944;4.044014;;
17.783913;1621.904297;;;60.79002;2.159675;;;;;;;43.00613;4.047536;;
17.792099;1621.712158;;;60.806393;2.159458;;;;;;;43.014317;4.051059;;
17.800285;1621.508911;;;60.822765;2.159224;;;;;;;43.022503;4.054582;;
17.808472;1621.306763;;;60.839138;2.158953;;;;;;;43.030689;4.058105;;
17.816658;1621.11145;;;60.855518;2.158677;;;;;;;43.038876;4.061628;;
17.824844;1620.921997;;;60.871891;2.158419;;;;;;;43.047062;4.065151;;
17.833035;1620.717407;;;60.888264;2.15819;;;;;;;43.055248;4.068674;;
17.841221;1620.499634;;;60.904636;2.157961;;;;;;;43.063435;4.072196;;
17.849407;1620.287354;;;60.921009;2.157717;;;;;;;43.071621;4.072196;;
17.857594;1620.0802;;;60.937382;2.157511;;;;;;;43.079815;4.072196;;
17.86578;1619.859619;;;60.953762;2.157331;;;;;;;43.088001;4.072196;;
17.873966;1619.63501;;;60.970135;2.157136;;;;;;;43.096188;4.072196;;
17.882156;1619.427979;;;60.986507;2.156907;;;;;;;43.104374;4.072196;;
17.890343;1619.216064;;;61.00288;2.156682;;;;;;;43.11256;4.072196;;
17.898529;1618.987183;;;61.019253;2.156479;;;;;;;43.120747;4.072196;;
17.906715;1618.753784;;;61.035625;2.156267;;;;;;;43.128933;4.072196;;
17.914902;1618.51355;;;61.052006;2.156035;;;;;;;43.137119;4.072196;;
17.923088;1618.303223;;;61.068378;2.155828;;;;;;;43.145306;4.072196;;
17.931274;1618.076416;;;61.084751;2.155622;;;;;;;43.153492;4.072196;;
17.939465;1617.838379;;;61.101124;2.155427;;;;;;;43.161678;4.072196;;
17.947651;1617.591431;;;61.117496;2.155226;;;;;;;43.169865;4.072196;;
17.955837;1617.344482;;;61.133869;2.155013;;;;;;;43.178051;4.072196;;
17.964024;1617.117432;;;61.150249;2.154803;;;;;;;43.186245;4.072196;;
17.97221;1616.876099;;;61.166622;2.154546;;;;;;;43.194431;4.072196;;
17.980396;1616.636353;;;61.182995;2.154345;;;;;;;43.202618;4.072196;;
17.988586;1616.413696;;;61.199368;2.154148;;;;;;;43.210804;4.072196;;
17.996773;1616.180786;;;61.21574;2.153898;;;;;;;43.21899;4.072196;;
18.004959;1615.964355;;;61.232113;2.153594;;;;;;;43.227177;4.072196;;
18.013145;1615.756104;;;61.248493;2.153361;;;;;;;43.235363;4.072196;;
18.021332;1615.532349;;;61.264866;2.153158;;;;;;;43.243549;4.072196;;
18.029518;1615.281738;;;61.281239;2.152915;;;;;;;43.251736;4.072196;;
18.037708;1615.056274;;;61.297611;2.152679;;;;;;;43.259922;4.072196;;
18.045895;1614.851196;;;61.313984;2.152518;;;;;;;43.268108;4.072196;;
18.054081;1614.628906;;;61.330357;2.15228;;;;;;;43.276295;4.072196;;
18.062267;1614.41394;;;61.346737;2.152102;;;;;;;43.284489;4.072196;;
18.070454;1614.213745;;;61.36311;2.151954;;;;;;;43.292675;4.072196;;
18.07864;1614.016968;;;61.379482;2.15173;;;;;;;43.300861;4.072196;;
18.08683;1613.775757;;;61.395855;2.151541;;;;;;;43.309048;4.072196;;
18.095016;1613.53894;;;61.412228;2.15136;;;;;;;43.317234;4.072196;;
18.103203;1613.305054;;;61.4286;2.151185;;;;;;;43.32542;4.072196;;
18.111389;1613.060913;;;61.444981;2.151023;;;;;;;43.333607;4.072196;;
18.119576;1612.837524;;;61.461353;2.150816;;;;;;;43.341793;4.072196;;
18.127762;1612.594971;;;61.477726;2.150585;;;;;;;43.349979;4.072196;;
18.135952;1612.328247;;;61.494099;2.150418;;;;;;;43.358166;4.072196;;
18.144138;1612.062744;;;61.510471;2.150252;;;;;;;43.366352;4.072196;;
18.152325;1611.80188;;;61.526844;2.150033;;;;;;;43.374538;4.072196;;
18.160511;1611.542236;;;61.543217;2.14982;;;;;;;43.382732;4.072196;;
18.168697;1611.263428;;;61.559597;2.149588;;;;;;;43.390919;4.072196;;
18.176884;1611.001465;;;61.57597;2.149363;;;;;;;43.399105;4.07572;;
18.185074;1610.757324;;;61.592342;2.14912;;;;;;;43.407291;4.079245;;
18.19326;1610.482422;;;61.608715;2.14887;;;;;;;43.415478;4.082768;;
18.201447;1610.195313;;;61.625088;2.148592;;;;;;;43.423664;4.086292;;
18.209633;1609.889648;;;61.64146;2.148301;;;;;;;43.43185;4.089816;;
18.217819;1609.572021;;;61.657841;2.148029;;;;;;;43.440037;4.09334;;
18.226006;1609.259033;;;61.674213;2.147771;;;;;;;43.448223;4.096864;;
18.234196;1608.964966;;;61.690586;2.14751;;;;;;;43.456409;4.100388;;
18.242382;1608.683105;;;61.706959;2.147251;;;;;;;43.464596;4.103912;;
18.250568;1608.388062;;;61.723331;2.146998;;;;;;;43.472782;4.107436;;
18.258755;1608.091797;;;61.739704;2.146754;;;;;;;43.480976;4.107436;;
18.266941;1607.795288;;;61.756084;2.146507;;;;;;;43.489162;4.107436;;
18.275127;1607.489258;;;61.772457;2.146246;;;;;;;43.497349;4.107436;;
18.283318;1607.158203;;;61.78883;2.146008;;;;;;;43.505535;4.107436;;
18.291504;1606.842163;;;61.805202;2.145757;;;;;;;43.513721;4.107436;;
18.29969;1606.538208;;;61.821575;2.145486;;;;;;;43.521908;4.107436;;
18.307877;1606.237305;;;61.837948;2.145209;;;;;;;43.530094;4.107436;;
18.316063;1605.939331;;;61.854328;2.144953;;;;;;;43.53828;4.107436;;
18.324249;1605.648438;;;61.870701;2.1447;;;;;;;43.546467;4.107436;;
18.332439;1605.357178;;;61.887074;2.144418;;;;;;;43.554653;4.107436;;
18.340626;1605.062622;;;61.903446;2.144155;;;;;;;43.56284;4.107436;;
18.348812;1604.786133;;;61.919819;2.143888;;;;;;;43.571026;4.107436;;
18.356998;1604.518921;;;61.936192;2.143595;;;;;;;43.57922;4.107436;;
18.365185;1604.225586;;;61.952572;2.143272;;;;;;;43.587406;4.107436;;
18.373371;1603.937378;;;61.968945;2.142983;;;;;;;43.595592;4.107436;;
18.381557;1603.652954;;;61.985317;2.142723;;;;;;;43.603779;4.107436;;
18.389748;1603.338745;;;62.00169;2.142478;;;;;;;43.611965;4.107436;;
18.397934;1603.037598;;;62.018063;2.142241;;;;;;;43.620152;4.107436;;
18.40612;1602.755249;;;62.034435;2.14205;;;;;;;43.628338;4.107436;;
18.414307;1602.468506;;;62.050816;2.141869;;;;;;;43.636524;4.107436;;
18.422493;1602.195435;;;62.067188;2.141658;;;;;;;43.644711;4.107436;;
18.430679;1601.921509;;;62.083561;2.141407;;;;;;;43.652897;4.107436;;
18.438869;1601.644897;;;62.099934;2.141189;;;;;;;43.661083;4.107436;;
18.447056;1601.365723;;;62.116306;2.140935;;;;;;;43.66927;4.107436;;
18.455242;1601.088379;;;62.132679;2.140682;;;;;;;43.677456;4.107436;;
18.463428;1600.800659;;;62.149059;2.140452;;;;;;;43.68565;4.107436;;
18.471615;1600.488159;;;62.165432;2.140224;;;;;;;43.693836;4.107436;;
18.479801;1600.200928;;;62.181805;2.140003;;;;;;;43.702023;4.107436;;
18.487991;1599.903076;;;62.198177;2.139762;;;;;;;43.710209;4.107436;;
18.496178;1599.626465;;;62.21455;2.139508;;;;;;;43.718395;4.107436;;
18.504364;1599.332886;;;62.230923;2.139259;;;;;;;43.726582;4.107436;;
18.51255;1599.046143;;;62.247303;2.138992;;;;;;;43.734768;4.107436;;
18.520737;1598.756348;;;62.263676;2.138747;;;;;;;43.742954;4.107436;;
18.528923;1598.482422;;;62.280048;2.138421;;;;;;;43.751141;4.107436;;
18.537113;1598.169434;;;62.296421;2.138166;;;;;;;43.759327;4.107436;;
18.5453;1597.880127;;;62.312794;2.13787;;;;;;;43.767513;4.107436;;
18.553486;1597.599365;;;62.329166;2.137571;;;;;;;43.7757;4.107436;;
18.561672;1597.277588;;;62.345539;2.137286;;;;;;;43.783894;4.107436;;
18.569859;1596.997803;;;62.361919;2.136992;;;;;;;43.79208;4.107436;;
18.578045;1596.711304;;;62.378292;2.136656;;;;;;;43.800266;4.107436;;
18.586235;1596.400024;;;62.394665;2.13636;;;;;;;43.808453;4.110961;;
18.594421;1596.120728;;;62.411037;2.136074;;;;;;;43.816639;4.114486;;
18.602608;1595.822876;;;62.42741;2.135811;;;;;;;43.824825;4.118011;;
18.610794;1595.526001;;;62.443783;2.135536;;;;;;;43.833012;4.121535;;
18.61898;1595.239502;;;62.460163;2.135271;;;;;;;43.841198;4.12506;;
18.627167;1594.968506;;;62.476536;2.135012;;;;;;;43.849384;4.128585;;
18.635357;1594.692017;;;62.492908;2.134742;;;;;;;43.857571;4.13211;;
18.643543;1594.413696;;;62.509281;2.134469;;;;;;;43.865757;4.135634;;
18.65173;1594.111328;;;62.525654;2.134158;;;;;;;43.873943;4.139159;;
18.659916;1593.802002;;;62.542027;2.133839;;;;;;;43.882137;4.142684;;
18.668102;1593.514404;;;62.558407;2.133461;;;;;;;43.890324;4.142684;;
18.676289;1593.257568;;;62.57478;2.133085;;;;;;;43.89851;4.142684;;
18.684479;1592.976074;;;62.591152;2.132731;;;;;;;43.906696;4.142684;;
18.692665;1592.675781;;;62.607525;2.132416;;;;;;;43.914883;4.142684;;
18.700851;1592.391602;;;62.623898;2.132113;;;;;;;43.923069;4.142684;;
18.709038;1592.105469;;;62.64027;2.131802;;;;;;;43.931255;4.142684;;
18.717224;1591.813477;;;62.656651;2.131483;;;;;;;43.939442;4.142684;;
18.72541;1591.51062;;;62.673023;2.131126;;;;;;;43.947628;4.142684;;
18.733601;1591.198486;;;62.689396;2.130777;;;;;;;43.955814;4.142684;;
18.741787;1590.902588;;;62.705769;2.130427;;;;;;;43.964001;4.142684;;
18.749973;1590.598267;;;62.722141;2.130081;;;;;;;43.972187;4.142684;;
18.75816;1590.275757;;;62.738514;2.12975;;;;;;;43.980381;4.142684;;
18.766346;1589.955933;;;62.754894;2.129392;;;;;;;43.988567;4.142684;;
18.774532;1589.636719;;;62.771267;2.129021;;;;;;;43.996754;4.142684;;
18.782722;1589.318726;;;62.78764;2.128663;;;;;;;44.00494;4.142684;;
18.790909;1589.008789;;;62.804012;2.128279;;;;;;;44.013126;4.142684;;
18.799095;1588.692383;;;62.820385;2.127856;;;;;;;44.021313;4.142684;;
18.807281;1588.358643;;;62.836758;2.127442;;;;;;;44.029499;4.142684;;
18.815468;1588.033203;;;62.853138;2.127076;;;;;;;44.037685;4.142684;;
18.823654;1587.729004;;;62.869511;2.126714;;;;;;;44.045872;4.142684;;
18.831844;1587.417969;;;62.885883;2.126317;;;;;;;44.054058;4.142684;;
18.840031;1587.093262;;;62.902256;2.125941;;;;;;;44.062244;4.142684;;
18.848217;1586.777222;;;62.918629;2.125586;;;;;;;44.070431;4.142684;;
18.856403;1586.465332;;;62.935001;2.125223;;;;;;;44.078617;4.142684;;
18.86459;1586.1521;;;62.951382;2.124825;;;;;;;44.086811;4.142684;;
18.872776;1585.828247;;;62.967754;2.124437;;;;;;;44.094997;4.142684;;
18.880962;1585.483276;;;62.984127;2.124052;;;;;;;44.103184;4.142684;;
18.889153;1585.150513;;;63.0005;2.123658;;;;;;;44.11137;4.142684;;
18.897339;1584.834839;;;63.016872;2.123225;;;;;;;44.119556;4.142684;;
18.905525;1584.528687;;;63.033245;2.122793;;;;;;;44.127743;4.142684;;
18.913712;1584.213623;;;63.049625;2.122383;;;;;;;44.135929;4.146209;;
18.921898;1583.901123;;;63.065998;2.121939;;;;;;;44.144115;4.149735;;
18.930084;1583.587891;;;63.082371;2.121542;;;;;;;44.152302;4.15326;;
18.938274;1583.278442;;;63.098743;2.121161;;;;;;;44.160488;4.156785;;
18.946461;1582.969482;;;63.115116;2.120768;;;;;;;44.168674;4.160311;;
18.954647;1582.677612;;;63.131489;2.120348;;;;;;;44.176861;4.163836;;
18.962833;1582.385986;;;63.147861;2.11994;;;;;;;44.185055;4.167362;;
18.97102;1582.093018;;;63.164242;2.119527;;;;;;;44.193241;4.170887;;
18.979206;1581.822144;;;63.180614;2.119139;;;;;;;44.201427;4.174413;;
18.987396;1581.521118;;;63.196987;2.118761;;;;;;;44.209614;4.177938;;
18.995583;1581.241211;;;63.21336;2.118337;;;;;;;44.2178;4.177938;;
19.003769;1580.934692;;;63.229733;2.117884;;;;;;;44.225986;4.177938;;
19.011955;1580.645874;;;63.246105;2.117386;;;;;;;44.234173;4.177938;;
19.020142;1580.375244;;;63.262486;2.116915;;;;;;;44.242359;4.177938;;
19.028328;1580.050903;;;63.278858;2.11654;;;;;;;44.250546;4.177938;;
19.036518;1579.731567;;;63.295231;2.116138;;;;;;;44.258732;4.177938;;
19.044704;1579.431763;;;63.311604;2.115716;;;;;;;44.266918;4.177938;;
19.052891;1579.118164;;;63.327976;2.115251;;;;;;;44.275105;4.177938;;
19.061077;1578.799316;;;63.344349;2.114835;;;;;;;44.283298;4.177938;;
19.069263;1578.490723;;;63.360729;2.114438;;;;;;;44.291485;4.177938;;
19.07745;1578.177368;;;63.377102;2.114031;;;;;;;44.299671;4.177938;;
19.08564;1577.884766;;;63.393475;2.113603;;;;;;;44.307858;4.177938;;
19.093826;1577.587769;;;63.409847;2.113157;;;;;;;44.316044;4.177938;;
19.102013;1577.304932;;;63.42622;2.11266;;;;;;;44.32423;4.177938;;
19.110199;1577.014526;;;63.442593;2.112119;;;;;;;44.332417;4.177938;;
19.118385;1576.72229;;;63.458973;2.111598;;;;;;;44.340603;4.177938;;
19.126572;1576.433716;;;63.475346;2.111083;;;;;;;44.348789;4.177938;;
19.134762;1576.150879;;;63.491718;2.110555;;;;;;;44.356976;4.177938;;
19.142948;1575.87561;;;63.508091;2.109996;;;;;;;44.365162;4.177938;;
19.151134;1575.59436;;;63.524464;2.109498;;;;;;;44.373348;4.177938;;
19.159321;1575.29834;;;63.540836;2.108983;;;;;;;44.381542;4.177938;;
19.167507;1575.026978;;;63.557217;2.108472;;;;;;;44.389729;4.177938;;
19.175694;1574.754028;;;63.573589;2.107954;;;;;;;44.397915;4.177938;;
19.183884;1574.470825;;;63.589962;2.107407;;;;;;;44.406101;4.177938;;
19.19207;1574.197388;;;63.606335;2.106838;;;;;;;44.414288;4.177938;;
19.200256;1573.931152;;;63.622707;2.106297;;;;;;;44.422474;4.177938;;
19.208443;1573.670532;;;63.63908;2.105801;;;;;;;44.43066;4.177938;;
19.216629;1573.416992;;;63.65546;2.105281;;;;;;;44.438847;4.177938;;
19.224815;1573.168457;;;63.671833;2.10475;;;;;;;44.447033;4.177938;;
19.233006;1572.930664;;;63.688206;2.104189;;;;;;;44.455219;4.177938;;
19.241192;1572.683105;;;63.704578;2.10362;;;;;;;44.463406;4.177938;;
19.249378;1572.417114;;;63.720951;2.103064;;;;;;;44.471592;4.177938;;
19.257565;1572.162842;;;63.737324;2.102465;;;;;;;44.479786;4.177938;;
19.265751;1571.911621;;;63.753704;2.101806;;;;;;;44.487972;4.177938;;
19.273937;1571.657471;;;63.770077;2.101178;;;;;;;44.496159;4.177938;;
19.282127;1571.414795;;;63.786449;2.10061;;;;;;;44.504345;4.177938;;
19.290314;1571.158569;;;63.802822;2.100034;;;;;;;44.512531;4.177938;;
19.2985;1570.876953;;;63.819195;2.09945;;;;;;;44.520718;4.177938;;
19.306686;1570.597778;;;63.835567;2.098846;;;;;;;44.528904;4.177938;;
19.314873;1570.328857;;;63.851948;2.098208;;;;;;;44.53709;4.177938;;
19.323059;1570.065796;;;63.86832;2.09755;;;;;;;44.545277;4.181464;;
19.331245;1569.786377;;;63.884693;2.096867;;;;;;;44.553463;4.184989;;
19.339436;1569.494873;;;63.901066;2.096229;;;;;;;44.561649;4.188515;;
19.347622;1569.201172;;;63.917439;2.095613;;;;;;;44.569836;4.192041;;
19.355808;1568.899048;;;63.933811;2.094996;;;;;;;44.578022;4.195567;;
19.363995;1568.606934;;;63.950184;2.094425;;;;;;;44.586216;4.199092;;
19.372181;1568.321533;;;63.966564;2.093823;;;;;;;44.594402;4.202618;;
19.380367;1568.040649;;;63.982937;2.093193;;;;;;;44.602589;4.206144;;
19.388557;1567.765869;;;63.99931;2.092573;;;;;;;44.610775;4.20967;;
19.396744;1567.484375;;;64.015686;2.091925;;;;;;;44.618961;4.213195;;
19.40493;1567.21814;;;64.032059;2.091238;;;;;;;44.627148;4.213195;;
19.413116;1566.932617;;;64.048431;2.090591;;;;;;;44.635334;4.213195;;
19.421303;1566.645264;;;64.064804;2.089907;;;;;;;44.64352;4.213195;;
19.429489;1566.353638;;;64.081177;2.089267;;;;;;;44.651707;4.213195;;
19.437679;1566.069946;;;64.097549;2.088674;;;;;;;44.659893;4.213195;;
19.445866;1565.796021;;;64.113922;2.088055;;;;;;;44.668079;4.213195;;
19.454052;1565.519165;;;64.130295;2.087347;;;;;;;44.676266;4.213195;;
19.462238;1565.243042;;;64.146667;2.086621;;;;;;;44.68446;4.213195;;
19.470425;1564.984131;;;64.163055;2.085889;;;;;;;44.692646;4.213195;;
19.478611;1564.720093;;;64.179428;2.085172;;;;;;;44.700832;4.213195;;
19.486801;1564.445313;;;64.195801;2.084482;;;;;;;44.709019;4.213195;;
19.494987;1564.138062;;;64.212173;2.083809;;;;;;;44.717205;4.213195;;
19.503174;1563.868896;;;64.228546;2.08315;;;;;;;44.725391;4.213195;;
19.51136;1563.592651;;;64.244919;2.082474;;;;;;;44.733578;4.213195;;
19.519547;1563.318115;;;64.261292;2.081764;;;;;;;44.741764;4.213195;;
19.527733;1563.026489;;;64.277664;2.081005;;;;;;;44.74995;4.213195;;
19.535923;1562.759888;;;64.294037;2.080275;;;;;;;44.758137;4.213195;;
19.544109;1562.522705;;;64.31041;2.079555;;;;;;;44.766323;4.213195;;
19.552296;1562.272583;;;64.326782;2.078843;;;;;;;44.774509;4.213195;;
19.560482;1562.031372;;;64.343155;2.078138;;;;;;;44.782703;4.213195;;
19.568668;1561.783936;;;64.359543;2.077381;;;;;;;44.79089;4.213195;;
19.576855;1561.539185;;;64.375916;2.076578;;;;;;;44.799076;4.213195;;
19.585045;1561.275146;;;64.392288;2.075844;;;;;;;44.807262;4.213195;;
19.593231;1561.004395;;;64.408661;2.075157;;;;;;;44.815449;4.213195;;
19.601418;1560.756348;;;64.425034;2.074479;;;;;;;44.823635;4.213195;;
19.609604;1560.497681;;;64.441406;2.073734;;;;;;;44.831821;4.213195;;
19.61779;1560.243164;;;64.457779;2.072979;;;;;;;44.840008;4.213195;;
19.625977;1559.986328;;;64.474152;2.072193;;;;;;;44.848194;4.213195;;
19.634167;1559.716919;;;64.490524;2.071425;;;;;;;44.85638;4.213195;;
19.642353;1559.432373;;;64.506897;2.070624;;;;;;;44.864567;4.213195;;
19.650539;1559.144531;;;64.52327;2.069829;;;;;;;44.872753;4.213195;;
19.658726;1558.883667;;;64.539642;2.069019;;;;;;;44.880947;4.213195;;
19.666912;1558.621338;;;64.55603;2.068186;;;;;;;44.889133;4.213195;;
19.675098;1558.350586;;;64.572403;2.067385;;;;;;;44.89732;4.213195;;
19.683289;1558.083008;;;64.588776;2.066606;;;;;;;44.905506;4.213195;;
19.691475;1557.815796;;;64.605148;2.065827;;;;;;;44.913692;4.213195;;
19.699661;1557.563965;;;64.621521;2.065082;;;;;;;44.921879;4.213195;;
19.707848;1557.321899;;;64.637894;2.064333;;;;;;;44.930065;4.213195;;
19.716034;1557.089966;;;64.654266;2.063574;;;;;;;44.938251;4.213195;;
19.72422;1556.860718;;;64.670639;2.062824;;;;;;;44.946438;4.213195;;
