Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;
UV 1_280;;Conc B;;Cond;;Injection;;Run Log;;Fraction;;UV 1_280_CUT_TEMP@100,BASEM;;% Cond;
ml;mAU;ml;%;ml;mS/cm;ml;Injection;ml;Logbook;ml;Fraction;ml;mAU;ml;%
132.859894;57.747482;;;290.941925;38.838314;;;;;;;158.082123;12.948877;;
132.868088;57.759159;;;290.958282;38.840912;;;;;;;158.090302;12.948877;;
132.876266;57.770145;;;290.97467;38.843597;;;;;;;158.098495;12.948877;;
132.88446;57.782063;;;290.991058;38.84631;;;;;;;158.106674;12.948877;;
132.892639;57.793629;;;291.007416;38.849037;;;;;;;158.114868;12.948877;;
132.900833;57.805054;;;291.023804;38.851677;;;;;;;158.123047;12.948877;;
132.909027;57.817249;;;291.040161;38.854191;;;;;;;158.131241;12.948877;;
132.917206;57.828606;;;291.056549;38.856785;;;;;;;158.13942;12.948877;;
132.9254;57.839603;;;291.072906;38.859444;;;;;;;158.147614;12.948877;;
132.933578;57.852146;;;291.089294;38.862076;;;;;;;158.155792;12.948877;;
132.941772;57.865082;;;291.105652;38.864628;;;;;;;158.163986;12.948877;;
132.949951;57.877522;;;291.12204;38.867233;;;;;;;158.172165;12.948877;;
132.958145;57.889454;;;291.138397;38.869751;;;;;;;158.180359;12.948877;;
132.966324;57.901257;;;291.154785;38.872459;;;;;;;158.188553;12.948877;;
132.974518;57.912655;;;291.171173;38.87513;;;;;;;158.196732;12.948877;;
132.982697;57.923523;;;291.187531;38.877689;;;;;;;158.204926;12.948877;;
132.990891;57.934917;;;291.203918;38.880173;;;;;;;158.213104;12.948877;;
132.999069;57.946777;;;291.220276;38.882553;;;;;;;158.221298;12.948877;;
133.007263;57.958614;;;291.236664;38.884987;;;;;;;158.229477;12.948877;;
133.015457;57.97036;;;291.253021;38.887833;;;;;;;158.237671;12.948877;;
133.023636;57.982479;;;291.269409;38.890701;;;;;;;158.24585;12.948877;;
133.03183;57.994923;;;291.285767;38.893482;;;;;;;158.254044;12.948877;;
133.040009;58.006828;;;291.302155;38.896412;;;;;;;158.262222;12.948877;;
133.048203;58.018635;;;291.318512;38.899281;;;;;;;158.270416;12.948877;;
133.056381;58.030594;;;291.3349;38.902214;;;;;;;158.27861;12.948877;;
133.064575;58.042427;;;291.351257;38.905449;;;;;;;158.286789;12.948877;;
133.072754;58.054749;;;291.367645;38.908577;;;;;;;158.294983;12.948877;;
133.080948;58.067394;;;291.384033;38.911743;;;;;;;158.303162;12.948877;;
133.089127;58.078796;;;291.400391;38.914703;;;;;;;158.311356;12.948877;;
133.097321;58.089916;;;291.416779;38.917774;;;;;;;158.319534;12.948877;;
133.105515;58.102093;;;291.433136;38.920876;;;;;;;158.327728;12.948877;;
133.113693;58.11412;;;291.449524;38.924;;;;;;;158.335907;12.948877;;
133.121887;58.126869;;;291.465881;38.927139;;;;;;;158.344101;12.948877;;
133.130066;58.139774;;;291.482269;38.930405;;;;;;;158.35228;12.948877;;
133.13826;58.152145;;;291.498627;38.933659;;;;;;;158.360474;12.948877;;
133.146439;58.162552;;;291.515015;38.936699;;;;;;;158.368652;12.948877;;
133.154633;58.173119;;;291.531372;38.939499;;;;;;;158.376846;12.948877;;
133.162811;58.182938;;;291.54776;38.942299;;;;;;;158.38504;12.948877;;
133.171005;58.194412;;;291.564117;38.945164;;;;;;;158.393219;12.948877;;
133.179184;58.205341;;;291.580505;38.948025;;;;;;;158.401413;12.948877;;
133.187378;58.21727;;;291.596893;38.950703;;;;;;;158.409592;12.948877;;
133.195557;58.230042;;;291.613251;38.95327;;;;;;;158.417786;12.948877;;
133.203751;58.241768;;;291.629639;38.955887;;;;;;;158.425964;12.948877;;
133.211945;58.253269;;;291.645996;38.95853;;;;;;;158.434158;12.948877;;
133.220123;58.265255;;;291.662384;38.961342;;;;;;;158.442337;12.948877;;
133.228317;58.277538;;;291.678741;38.964207;;;;;;;158.450531;12.948877;;
133.236496;58.288155;;;291.695129;38.96706;;;;;;;158.45871;12.948877;;
133.24469;58.299072;;;291.711487;38.970062;;;;;;;158.466904;12.948877;;
133.252869;58.309986;;;291.727875;38.97319;;;;;;;158.475098;12.948877;;
133.261063;58.320362;;;291.744232;38.976505;;;;;;;158.483276;12.948877;;
133.269241;58.332066;;;291.76062;38.979755;;;;;;;158.49147;12.948877;;
133.277435;58.343906;;;291.777008;38.982655;;;;;;;158.499649;12.948877;;
133.285614;58.354038;;;291.793365;38.985443;;;;;;;158.507843;12.948877;;
133.293808;58.366158;;;291.809753;38.988064;;;;;;;158.516022;12.948877;;
133.302002;58.378593;;;291.826111;38.990501;;;;;;;158.524216;12.948877;;
133.310181;58.389809;;;291.842499;38.992794;;;;;;;158.532394;12.948877;;
133.318375;58.401627;;;291.858856;38.995037;;;;;;;158.540588;12.948877;;
133.326553;58.412243;;;291.875244;38.997108;;;;;;;158.548767;12.948877;;
133.334747;58.422672;;;291.891602;38.999374;;;;;;;158.556961;12.948877;;
133.342926;58.432537;;;291.90799;39.001858;;;;;;;158.56514;12.948877;;
133.35112;58.443218;;;291.924347;39.004623;;;;;;;158.573334;12.948877;;
133.359299;58.454781;;;291.940735;39.007458;;;;;;;158.581528;12.948877;;
133.367493;58.467152;;;291.957092;39.010269;;;;;;;158.589706;12.952999;;
133.375671;58.478218;;;291.97348;39.013142;;;;;;;158.5979;12.957121;;
133.383865;58.488541;;;291.989868;39.015545;;;;;;;158.606079;12.961243;;
133.392044;58.499775;;;292.006226;39.018013;;;;;;;158.614273;12.965364;;
133.400238;58.511116;;;292.022614;39.020245;;;;;;;158.622452;12.969486;;
133.408432;58.522533;;;292.038971;39.022316;;;;;;;158.630646;12.973608;;
133.416611;58.533901;;;292.055359;39.024487;;;;;;;158.638824;12.97773;;
133.424805;58.544353;;;292.071716;39.026703;;;;;;;158.647018;12.981852;;
133.432983;58.554302;;;292.088104;39.029129;;;;;;;158.655197;12.985973;;
133.441177;58.565262;;;292.104462;39.031422;;;;;;;158.663391;12.990095;;
133.449356;58.576691;;;292.12085;39.033943;;;;;;;158.67157;12.990095;;
133.45755;58.588676;;;292.137207;39.036396;;;;;;;158.679764;12.990095;;
133.465729;58.600822;;;292.153595;39.038803;;;;;;;158.687958;12.990095;;
133.473923;58.612144;;;292.169952;39.041409;;;;;;;158.696136;12.990095;;
133.482101;58.622784;;;292.18634;39.043858;;;;;;;158.70433;12.990095;;
133.490295;58.633545;;;292.202728;39.046608;;;;;;;158.712509;12.990095;;
133.498474;58.644203;;;292.219086;39.0494;;;;;;;158.720703;12.990095;;
133.506668;58.654331;;;292.235474;39.052097;;;;;;;158.728882;12.990095;;
133.514862;58.665394;;;292.251831;39.054668;;;;;;;158.737076;12.990095;;
133.523041;58.676613;;;292.268219;39.057487;;;;;;;158.745255;12.990095;;
133.531235;58.687973;;;292.284576;39.060345;;;;;;;158.753448;12.990095;;
133.539413;58.700081;;;292.300964;39.063057;;;;;;;158.761627;12.990095;;
133.547607;58.712372;;;292.317322;39.066093;;;;;;;158.769821;12.990095;;
133.555786;58.724609;;;292.33371;39.069035;;;;;;;158.778015;12.990095;;
133.56398;58.736172;;;292.350067;39.071827;;;;;;;158.786194;12.990095;;
133.572159;58.747204;;;292.366455;39.074356;;;;;;;158.794388;12.990095;;
133.580353;58.758709;;;292.382843;39.077042;;;;;;;158.802567;12.990095;;
133.588531;58.771099;;;292.3992;39.079517;;;;;;;158.81076;12.990095;;
133.596725;58.784061;;;292.415588;39.081909;;;;;;;158.818939;12.990095;;
133.604919;58.796204;;;292.431946;39.084366;;;;;;;158.827133;12.990095;;
133.613098;58.80788;;;292.448334;39.086693;;;;;;;158.835312;12.990095;;
133.621292;58.819118;;;292.464691;39.089066;;;;;;;158.843506;12.990095;;
133.629471;58.830223;;;292.481079;39.091537;;;;;;;158.851685;12.990095;;
133.637665;58.841984;;;292.497437;39.093914;;;;;;;158.859879;12.990095;;
133.645844;58.852955;;;292.513824;39.09639;;;;;;;158.868057;12.990095;;
133.654037;58.864655;;;292.530182;39.098766;;;;;;;158.876251;12.990095;;
133.662216;58.875927;;;292.54657;39.101036;;;;;;;158.884445;12.990095;;
133.67041;58.886841;;;292.562927;39.103321;;;;;;;158.892624;12.990095;;
133.678589;58.898617;;;292.579315;39.105694;;;;;;;158.900818;12.990095;;
133.686783;58.910778;;;292.595703;39.108143;;;;;;;158.908997;12.990095;;
133.694962;58.923645;;;292.612061;39.11063;;;;;;;158.917191;12.990095;;
133.703156;58.935707;;;292.628448;39.113235;;;;;;;158.925369;12.990095;;
133.711349;58.948204;;;292.644806;39.115864;;;;;;;158.933563;12.990095;;
133.719528;58.960148;;;292.661194;39.118599;;;;;;;158.941742;12.990095;;
133.727722;58.971722;;;292.677551;39.121609;;;;;;;158.949936;12.990095;;
133.735901;58.982521;;;292.693939;39.124741;;;;;;;158.958115;12.990095;;
133.744095;58.993828;;;292.710297;39.127861;;;;;;;158.966309;12.990095;;
133.752274;59.005138;;;292.726685;39.131142;;;;;;;158.974503;12.990095;;
133.760468;59.015945;;;292.743042;39.134682;;;;;;;158.982681;12.990095;;
133.768646;59.026142;;;292.75943;39.138344;;;;;;;158.990875;12.990095;;
133.77684;59.03727;;;292.775818;39.141926;;;;;;;158.999054;12.990095;;
133.785019;59.048164;;;292.792175;39.145405;;;;;;;159.007248;12.990095;;
133.793213;59.059521;;;292.808563;39.148754;;;;;;;159.015427;12.990095;;
133.801407;59.070213;;;292.824921;39.151737;;;;;;;159.023621;12.990095;;
133.809586;59.080883;;;292.841309;39.154442;;;;;;;159.031799;12.990095;;
133.81778;59.091759;;;292.857666;39.156807;;;;;;;159.039993;12.990095;;
133.825958;59.103142;;;292.874054;39.159119;;;;;;;159.048172;12.990095;;
133.834152;59.114578;;;292.890411;39.161285;;;;;;;159.056366;12.990095;;
133.842331;59.125782;;;292.906799;39.163528;;;;;;;159.064545;12.990095;;
133.850525;59.13728;;;292.923157;39.165642;;;;;;;159.072739;12.990095;;
133.858704;59.147549;;;292.939545;39.167732;;;;;;;159.080933;12.990095;;
133.866898;59.15815;;;292.955902;39.170063;;;;;;;159.089111;12.990095;;
133.875076;59.169186;;;292.97229;39.172482;;;;;;;159.097305;12.990095;;
133.88327;59.180256;;;292.988678;39.175129;;;;;;;159.105484;12.990095;;
133.891449;59.191345;;;293.005035;39.177849;;;;;;;159.113678;12.990095;;
133.899643;59.202637;;;293.021423;39.180958;;;;;;;159.121857;12.990095;;
133.907837;59.214516;;;293.037781;39.184097;;;;;;;159.130051;12.990095;;
133.916016;59.226097;;;293.054169;39.187325;;;;;;;159.138229;12.990095;;
133.92421;59.236813;;;293.070526;39.190651;;;;;;;159.146423;12.990095;;
133.932388;59.247719;;;293.086914;39.193966;;;;;;;159.154602;12.990095;;
133.940582;59.259567;;;293.103271;39.19762;;;;;;;159.162796;12.990095;;
133.948761;59.271595;;;293.119659;39.201344;;;;;;;159.170975;12.990095;;
133.956955;59.283497;;;293.136017;39.204945;;;;;;;159.179169;12.990095;;
133.965134;59.295593;;;293.152405;39.208019;;;;;;;159.187363;12.990095;;
133.973328;59.307724;;;293.168762;39.211147;;;;;;;159.195541;12.990095;;
133.981506;59.319874;;;293.18515;39.214199;;;;;;;159.203735;12.990095;;
133.9897;59.332443;;;293.201538;39.217339;;;;;;;159.211914;12.990095;;
133.997879;59.344551;;;293.217896;39.220333;;;;;;;159.220108;12.990095;;
134.006073;59.355503;;;293.234283;39.223289;;;;;;;159.228287;12.990095;;
134.014267;59.366276;;;293.250641;39.226215;;;;;;;159.236481;12.990095;;
134.022446;59.377338;;;293.267029;39.229176;;;;;;;159.244659;12.994069;;
134.03064;59.388111;;;293.283386;39.232201;;;;;;;159.252853;12.998042;;
134.038818;59.39856;;;293.299774;39.235447;;;;;;;159.261032;13.002016;;
134.047012;59.409748;;;293.316132;39.238811;;;;;;;159.269226;13.00599;;
134.055191;59.420471;;;293.33252;39.24242;;;;;;;159.27742;13.009964;;
134.063385;59.432297;;;293.348877;39.246273;;;;;;;159.285599;13.013937;;
134.071564;59.444839;;;293.365265;39.250271;;;;;;;159.293793;13.017911;;
134.079758;59.457344;;;293.381653;39.254242;;;;;;;159.301971;13.021885;;
134.087936;59.469131;;;293.39801;39.258163;;;;;;;159.310165;13.025858;;
134.09613;59.481556;;;293.414398;39.261971;;;;;;;159.318344;13.029832;;
134.104324;59.49292;;;293.430756;39.265511;;;;;;;159.326538;13.029832;;
134.112503;59.502377;;;293.447144;39.268665;;;;;;;159.334717;13.029832;;
134.120697;59.511887;;;293.463501;39.271877;;;;;;;159.342911;13.029832;;
134.128876;59.522274;;;293.479889;39.274952;;;;;;;159.351089;13.029832;;
134.13707;59.53302;;;293.496246;39.277836;;;;;;;159.359283;13.029832;;
134.145248;59.543747;;;293.512634;39.280495;;;;;;;159.367462;13.029832;;
134.153442;59.553242;;;293.528992;39.282867;;;;;;;159.375656;13.029832;;
134.161621;59.563351;;;293.54538;39.285202;;;;;;;159.38385;13.029832;;
134.169815;59.573463;;;293.561737;39.287453;;;;;;;159.392029;13.029832;;
134.177994;59.584129;;;293.578125;39.289619;;;;;;;159.400223;13.029832;;
134.186188;59.595623;;;293.594513;39.291775;;;;;;;159.408401;13.029832;;
134.194366;59.606281;;;293.61087;39.293907;;;;;;;159.416595;13.029832;;
134.20256;59.617451;;;293.627258;39.296078;;;;;;;159.424774;13.029832;;
134.210754;59.628242;;;293.643616;39.298382;;;;;;;159.432968;13.029832;;
134.218933;59.639648;;;293.660004;39.300911;;;;;;;159.441147;13.029832;;
134.227127;59.651123;;;293.676361;39.303486;;;;;;;159.449341;13.029832;;
134.235306;59.662216;;;293.692749;39.306004;;;;;;;159.45752;13.029832;;
134.2435;59.674248;;;293.709106;39.308441;;;;;;;159.465714;13.029832;;
134.251678;59.685482;;;293.725494;39.310757;;;;;;;159.473907;13.029832;;
134.259872;59.697315;;;293.741852;39.312939;;;;;;;159.482086;13.029832;;
134.268051;59.70805;;;293.75824;39.314823;;;;;;;159.49028;13.029832;;
134.276245;59.718151;;;293.774597;39.316456;;;;;;;159.498459;13.029832;;
134.284424;59.727909;;;293.790985;39.318031;;;;;;;159.506653;13.029832;;
134.292618;59.737972;;;293.807373;39.31945;;;;;;;159.514832;13.029832;;
134.300812;59.74818;;;293.82373;39.320946;;;;;;;159.523026;13.029832;;
134.30899;59.758629;;;293.840118;39.322544;;;;;;;159.531204;13.029832;;
134.317184;59.76984;;;293.856476;39.324467;;;;;;;159.539398;13.029832;;
134.325363;59.782631;;;293.872864;39.326385;;;;;;;159.547577;13.029832;;
134.333557;59.794216;;;293.889221;39.32835;;;;;;;159.555771;13.029832;;
134.341736;59.805714;;;293.905609;39.330448;;;;;;;159.56395;13.029832;;
134.34993;59.817585;;;293.921967;39.332718;;;;;;;159.572144;13.029832;;
134.358109;59.829533;;;293.938354;39.335663;;;;;;;159.580338;13.029832;;
134.366302;59.841049;;;293.954712;39.338726;;;;;;;159.588516;13.029832;;
134.374481;59.852104;;;293.9711;39.342022;;;;;;;159.59671;13.029832;;
134.382675;59.862144;;;293.987488;39.34552;;;;;;;159.604889;13.029832;;
134.390854;59.872181;;;294.003845;39.348892;;;;;;;159.613083;13.029832;;
134.399048;59.882599;;;294.020233;39.352062;;;;;;;159.621262;13.029832;;
134.407242;59.893135;;;294.036591;39.355492;;;;;;;159.629456;13.029832;;
134.415421;59.903889;;;294.052979;39.358654;;;;;;;159.637634;13.029832;;
134.423615;59.914921;;;294.069336;39.362087;;;;;;;159.645828;13.029832;;
134.431793;59.926216;;;294.085724;39.365505;;;;;;;159.654007;13.029832;;
134.439987;59.937309;;;294.102081;39.368824;;;;;;;159.662201;13.029832;;
134.448166;59.947994;;;294.118469;39.372025;;;;;;;159.67038;13.029832;;
134.45636;59.958485;;;294.134827;39.375107;;;;;;;159.678574;13.029832;;
134.464539;59.969021;;;294.151215;39.378067;;;;;;;159.686768;13.029832;;
134.472733;59.97998;;;294.167572;39.380905;;;;;;;159.694946;13.029832;;
134.480911;59.991058;;;294.18396;39.38343;;;;;;;159.70314;13.029832;;
134.489105;60.00222;;;294.200348;39.38586;;;;;;;159.711319;13.029832;;
134.497284;60.013435;;;294.216705;39.388084;;;;;;;159.719513;13.029832;;
134.505478;60.024124;;;294.233093;39.390232;;;;;;;159.727692;13.029832;;
134.513672;60.0341;;;294.249451;39.392269;;;;;;;159.735886;13.029832;;
134.521851;60.044662;;;294.265839;39.394394;;;;;;;159.744064;13.029832;;
134.530045;60.05537;;;294.282196;39.396732;;;;;;;159.752258;13.029832;;
134.538223;60.064957;;;294.298584;39.398979;;;;;;;159.760437;13.029832;;
134.546417;60.076668;;;294.314941;39.401424;;;;;;;159.768631;13.029832;;
134.554596;60.086899;;;294.331329;39.404022;;;;;;;159.776825;13.029832;;
134.56279;60.097469;;;294.347687;39.406815;;;;;;;159.785004;13.029832;;
134.570969;60.10894;;;294.364075;39.409657;;;;;;;159.793198;13.029832;;
134.579163;60.119686;;;294.380463;39.41267;;;;;;;159.801376;13.029832;;
134.587341;60.130379;;;294.39682;39.415672;;;;;;;159.80957;13.029832;;
134.595535;60.142178;;;294.413208;39.41832;;;;;;;159.817749;13.029832;;
134.603729;60.153114;;;294.429565;39.421017;;;;;;;159.825943;13.029832;;
134.611908;60.164291;;;294.445953;39.423603;;;;;;;159.834122;13.029832;;
134.620102;60.173134;;;294.462311;39.425961;;;;;;;159.842316;13.029832;;
134.628281;60.184338;;;294.478699;39.428429;;;;;;;159.850494;13.029832;;
134.636475;60.195759;;;294.495056;39.430847;;;;;;;159.858688;13.029832;;
134.644653;60.206059;;;294.511444;39.433239;;;;;;;159.866867;13.029832;;
134.652847;60.216908;;;294.527802;39.435741;;;;;;;159.875061;13.029832;;
134.661026;60.228195;;;294.544189;39.43837;;;;;;;159.883255;13.029832;;
134.66922;60.238934;;;294.560547;39.441048;;;;;;;159.891434;13.029832;;
134.677399;60.249256;;;294.576935;39.443813;;;;;;;159.899628;13.029832;;
134.685593;60.259895;;;294.593323;39.446739;;;;;;;159.907806;13.029832;;
134.693771;60.270454;;;294.60968;39.449577;;;;;;;159.916;13.029832;;
134.701965;60.280354;;;294.626068;39.452244;;;;;;;159.924179;13.029832;;
134.710159;60.292011;;;294.642426;39.454895;;;;;;;159.932373;13.029832;;
134.718338;60.302738;;;294.658813;39.457588;;;;;;;159.940552;13.029832;;
134.726532;60.313213;;;294.675171;39.460274;;;;;;;159.948746;13.029832;;
134.734711;60.323963;;;294.691559;39.462978;;;;;;;159.956924;13.029832;;
134.742905;60.334568;;;294.707916;39.465733;;;;;;;159.965118;13.029832;;
134.751083;60.344402;;;294.724304;39.468277;;;;;;;159.973312;13.029832;;
134.759277;60.355324;;;294.740662;39.470669;;;;;;;159.981491;13.033663;;
134.767456;60.366543;;;294.75705;39.472942;;;;;;;159.989685;13.037494;;
134.77565;60.37682;;;294.773407;39.47525;;;;;;;159.997864;13.041325;;
134.783829;60.387772;;;294.789795;39.47768;;;;;;;160.006058;13.045156;;
134.792023;60.398891;;;294.806183;39.480263;;;;;;;160.014236;13.048986;;
134.800201;60.409908;;;294.82254;39.483017;;;;;;;160.02243;13.052818;;
134.808395;60.420868;;;294.838928;39.485905;;;;;;;160.030609;13.056649;;
134.816589;60.431919;;;294.855286;39.488708;;;;;;;160.038803;13.06048;;
134.824768;60.443237;;;294.871674;39.491474;;;;;;;160.046982;13.064311;;
134.832962;60.454361;;;294.888031;39.494446;;;;;;;160.055176;13.068142;;
134.841141;60.464325;;;294.904419;39.497349;;;;;;;160.063354;13.068142;;
134.849335;60.474735;;;294.920776;39.500473;;;;;;;160.071548;13.068142;;
134.857513;60.485325;;;294.937164;39.503586;;;;;;;160.079742;13.068142;;
134.865707;60.495514;;;294.953522;39.506657;;;;;;;160.087921;13.068142;;
134.873886;60.505676;;;294.96991;39.509773;;;;;;;160.096115;13.068142;;
134.88208;60.516544;;;294.986298;39.512482;;;;;;;160.104294;13.068142;;
134.890259;60.527542;;;295.002655;39.514969;;;;;;;160.112488;13.068142;;
134.898453;60.538906;;;295.019043;39.517452;;;;;;;160.120667;13.068142;;
134.906647;60.550598;;;295.0354;39.519341;;;;;;;160.12886;13.068142;;
134.914825;60.561615;;;295.051788;39.521053;;;;;;;160.137039;13.068142;;
134.923019;60.572777;;;295.068146;39.522591;;;;;;;160.145233;13.068142;;
134.931198;60.584126;;;295.084534;39.524403;;;;;;;160.153412;13.068142;;
134.939392;60.594593;;;295.100891;39.525978;;;;;;;160.161606;13.068142;;
134.947571;60.60508;;;295.117279;39.527752;;;;;;;160.169785;13.068142;;
134.955765;60.61639;;;295.133636;39.529411;;;;;;;160.177979;13.068142;;
134.963943;60.627373;;;295.150024;39.53093;;;;;;;160.186172;13.068142;;
134.972137;60.637878;;;295.166382;39.53278;;;;;;;160.194351;13.068142;;
134.980316;60.647797;;;295.18277;39.534668;;;;;;;160.202545;13.068142;;
134.98851;60.657578;;;295.199158;39.537155;;;;;;;160.210724;13.068142;;
134.996689;60.666805;;;295.215515;39.539745;;;;;;;160.218918;13.068142;;
135.004883;60.676468;;;295.231903;39.542713;;;;;;;160.227097;13.068142;;
135.013077;60.685486;;;295.24826;39.545765;;;;;;;160.235291;13.068142;;
135.021255;60.694599;;;295.264648;39.54887;;;;;;;160.243469;13.068142;;
135.029449;60.704792;;;295.281006;39.551857;;;;;;;160.251663;13.068142;;
135.037628;60.715862;;;295.297394;39.554691;;;;;;;160.259842;13.068142;;
135.045822;60.727085;;;295.313751;39.557648;;;;;;;160.268036;13.068142;;
135.054001;60.739014;;;295.330139;39.560551;;;;;;;160.27623;13.068142;;
135.062195;60.749115;;;295.346497;39.563393;;;;;;;160.284409;13.068142;;
135.070374;60.759083;;;295.362885;39.56625;;;;;;;160.292603;13.068142;;
135.078568;60.769203;;;295.379272;39.569012;;;;;;;160.300781;13.068142;;
135.086746;60.779224;;;295.39563;39.571739;;;;;;;160.308975;13.068142;;
135.09494;60.788723;;;295.412018;39.574574;;;;;;;160.317154;13.068142;;
135.103134;60.79863;;;295.428375;39.57745;;;;;;;160.325348;13.068142;;
135.111313;60.807751;;;295.444763;39.580425;;;;;;;160.333527;13.068142;;
135.119507;60.817982;;;295.461121;39.58289;;;;;;;160.341721;13.068142;;
135.127686;60.826782;;;295.477509;39.585247;;;;;;;160.349899;13.068142;;
135.13588;60.836742;;;295.493866;39.588078;;;;;;;160.358093;13.068142;;
135.144058;60.846523;;;295.510254;39.591068;;;;;;;160.366272;13.068142;;
135.152252;60.856995;;;295.526611;39.59412;;;;;;;160.374466;13.068142;;
135.160431;60.867023;;;295.542999;39.597256;;;;;;;160.38266;13.068142;;
135.168625;60.877197;;;295.559357;39.600273;;;;;;;160.390839;13.068142;;
135.176804;60.887779;;;295.575745;39.603088;;;;;;;160.399033;13.068142;;
135.184998;60.898785;;;295.592133;39.605724;;;;;;;160.407211;13.068142;;
135.193176;60.909241;;;295.60849;39.608246;;;;;;;160.415405;13.068142;;
135.20137;60.919998;;;295.624878;39.610855;;;;;;;160.423584;13.068142;;
135.209564;60.930721;;;295.641235;39.613316;;;;;;;160.431778;13.068142;;
135.217743;60.942696;;;295.657623;39.615532;;;;;;;160.439957;13.068142;;
135.225937;60.95425;;;295.673981;39.617668;;;;;;;160.448151;13.068142;;
135.234116;60.964745;;;295.690369;39.619877;;;;;;;160.456329;13.068142;;
135.24231;60.974911;;;295.706726;39.622154;;;;;;;160.464523;13.068142;;
135.250488;60.984856;;;295.723114;39.624512;;;;;;;160.472717;13.068142;;
135.258682;60.99358;;;295.739471;39.626808;;;;;;;160.480896;13.068142;;
135.266861;61.003967;;;295.755859;39.629059;;;;;;;160.48909;13.068142;;
135.275055;61.015003;;;295.772217;39.631168;;;;;;;160.497269;13.068142;;
135.283234;61.026291;;;295.788605;39.633461;;;;;;;160.505463;13.068142;;
135.291428;61.037193;;;295.804993;39.636131;;;;;;;160.513641;13.068142;;
135.299606;61.047459;;;295.82135;39.638821;;;;;;;160.521835;13.068142;;
135.3078;61.057381;;;295.837738;39.641563;;;;;;;160.530014;13.068142;;
135.315994;61.067421;;;295.854095;39.64444;;;;;;;160.538208;13.068142;;
135.324173;61.077133;;;295.870483;39.647671;;;;;;;160.546387;13.068142;;
135.332367;61.08762;;;295.886841;39.650845;;;;;;;160.554581;13.068142;;
135.340546;61.097984;;;295.903229;39.654129;;;;;;;160.562759;13.068142;;
135.34874;61.108215;;;295.919586;39.657391;;;;;;;160.570953;13.068142;;
135.356918;61.118992;;;295.935974;39.660431;;;;;;;160.579147;13.068142;;
135.365112;61.128967;;;295.952332;39.663498;;;;;;;160.587326;13.068142;;
135.373291;61.138645;;;295.968719;39.666725;;;;;;;160.59552;13.068142;;
135.381485;61.148552;;;295.985107;39.669888;;;;;;;160.603699;13.068142;;
135.389664;61.158081;;;296.001465;39.673244;;;;;;;160.611893;13.068142;;
135.397858;61.168118;;;296.017853;39.676804;;;;;;;160.620071;13.068142;;
135.406052;61.179062;;;296.03421;39.680172;;;;;;;160.628265;13.068142;;
135.41423;61.190098;;;296.050598;39.683342;;;;;;;160.636444;13.071836;;
135.422424;61.200203;;;296.066956;39.686367;;;;;;;160.644638;13.07553;;
135.430603;61.210247;;;296.083344;39.688999;;;;;;;160.652817;13.079224;;
135.438797;61.221119;;;296.099701;39.691666;;;;;;;160.661011;13.082918;;
135.446976;61.231388;;;296.116089;39.69418;;;;;;;160.669189;13.086612;;
135.45517;61.241341;;;296.132446;39.69669;;;;;;;160.677383;13.090305;;
135.463348;61.25124;;;296.148834;39.699284;;;;;;;160.685577;13.094;;
135.471542;61.261471;;;296.165192;39.701576;;;;;;;160.693756;13.097693;;
135.479721;61.271095;;;296.18158;39.704132;;;;;;;160.70195;13.101388;;
135.487915;61.281212;;;296.197968;39.70657;;;;;;;160.710129;13.105082;;
135.496094;61.290817;;;296.214325;39.709167;;;;;;;160.718323;13.105082;;
135.504288;61.301163;;;296.230713;39.711895;;;;;;;160.726501;13.105082;;
135.512482;61.312431;;;296.24707;39.714622;;;;;;;160.734695;13.105082;;
135.52066;61.323139;;;296.263458;39.717377;;;;;;;160.742874;13.105082;;
135.528854;61.333447;;;296.279816;39.720264;;;;;;;160.751068;13.105082;;
135.537033;61.343361;;;296.296204;39.723381;;;;;;;160.759247;13.105082;;
135.545227;61.354046;;;296.312561;39.726665;;;;;;;160.767441;13.105082;;
135.553406;61.364346;;;296.328949;39.730057;;;;;;;160.775635;13.105082;;
135.5616;61.373947;;;296.345306;39.733383;;;;;;;160.783813;13.105082;;
135.569778;61.38345;;;296.361694;39.736771;;;;;;;160.792007;13.105082;;
135.577972;61.394638;;;296.378052;39.740303;;;;;;;160.800186;13.105082;;
135.586151;61.405746;;;296.39444;39.743889;;;;;;;160.80838;13.105082;;
135.594345;61.41647;;;296.410828;39.747433;;;;;;;160.816559;13.105082;;
135.602539;61.426453;;;296.427185;39.750839;;;;;;;160.824753;13.105082;;
135.610718;61.436817;;;296.443573;39.754128;;;;;;;160.832932;13.105082;;
135.618912;61.446434;;;296.45993;39.757462;;;;;;;160.841125;13.105082;;
135.62709;61.455372;;;296.476318;39.760704;;;;;;;160.849304;13.105082;;
135.635284;61.465496;;;296.492676;39.763641;;;;;;;160.857498;13.105082;;
135.643463;61.473541;;;296.509064;39.766563;;;;;;;160.865677;13.105082;;
135.651657;61.483547;;;296.525421;39.76965;;;;;;;160.873871;13.105082;;
135.659836;61.493061;;;296.541809;39.772839;;;;;;;160.882065;13.105082;;
135.66803;61.502724;;;296.558167;39.776131;;;;;;;160.890244;13.105082;;
135.676208;61.512543;;;296.574554;39.779507;;;;;;;160.898438;13.105082;;
